,targetname,datetime_jd,datetime_str,M1,x,k1,y,z,vx,vy,vz,lighttime,range,range_rate
440,Catalina (C/2013 US10),2456958.702586805,A.D. 2014-Oct-28 04:51:43.5000,8.4,4.719665423840464,6.5,-1.537470480075833,-1.22780968579347,-0.01074603008899486,-0.0005023481180577663,0.0003920300221528233,0.02953237406270139,5.113372059084695,-0.009861723130643922
441,Catalina (C/2013 US10),2456959.702586805,A.D. 2014-Oct-29 04:51:43.5000,8.4,4.708914166812922,6.5,-1.537971126210533,-1.227416294420447,-0.01075649008567459,-0.0004989406636291756,0.0003947552093243656,0.0294753953338913,5.103506498014629,-0.009869402774560653
442,Catalina (C/2013 US10),2456960.702586805,A.D. 2014-Oct-30 04:51:43.5000,8.4,4.698152431393291,6.5,-1.538468354397504,-1.227020170384061,-0.01076698690992361,-0.0004955121924081045,0.0003974953688194534,0.02941837218581174,5.093633245986463,-0.009877105065861822
443,Catalina (C/2013 US10),2456961.702586805,A.D. 2014-Oct-31 04:51:43.5000,8.4,4.687380180643254,6.5,-1.53896214352923,-1.226621298651958,-0.01077752078372103,-0.0004920625228008033,0.0004002506209083639,0.02936130448733138,5.083752280295518,-0.009884830119363818
444,Catalina (C/2013 US10),2456962.702586805,A.D. 2014-Nov-01 04:51:43.5000,8.4,4.676597377401126,6.5,-1.539452472316189,-1.226219664070885,-0.0107880919317681,-0.0004885914724205875,0.0004030210871154849,0.0293041921066522,5.073863578121669,-0.009892578051090646
445,Catalina (C/2013 US10),2456963.702586805,A.D. 2014-Nov-02 04:51:43.5000,8.4,4.665803984279283,6.5,-1.539939319286124,-1.225815251365449,-0.0107987005811883,-0.0004850988581794343,0.0004058068901969645,0.02924703491130336,5.063967116528304,-0.009900348977933274
446,Catalina (C/2013 US10),2456964.702586805,A.D. 2014-Nov-03 04:51:43.5000,8.4,4.654999963661896,6.5,-1.540422662783338,-1.225408045136888,-0.01080934696123298,-0.0004815844962833228,0.000408608154126946,0.02918983276813718,5.054062872461617,-0.009908143017345184
447,Catalina (C/2013 US10),2456965.702586805,A.D. 2014-Nov-04 04:51:43.5000,8.4,4.644185277702923,6.5,-1.540902480967955,-1.224998029861863,-0.01082003130302045,-0.0004780482021485976,0.0004114250040935348,0.02913258554332661,5.044150822750169,-0.009915960287095302
448,Catalina (C/2013 US10),2456966.702586805,A.D. 2014-Nov-05 04:51:43.5000,8.4,4.633359888324366,6.5,-1.541378751815063,-1.224585189891233,-0.01083075383932411,-0.0004744897902582705,0.0004142575665043728,0.02907529310236394,5.034230944104679,-0.009923800905087156
449,Catalina (C/2013 US10),2456967.702586805,A.D. 2014-Nov-06 04:51:43.5000,8.4,4.622523757214693,6.5,-1.541851453113692,-1.224169509448839,-0.01084151480441739,-0.0004709090739840107,0.0004171059690004516,0.02901795531006045,5.02430321311794,-0.009931664989243484
450,Catalina (C/2013 US10),2456968.702586805,A.D. 2014-Nov-07 04:51:43.5000,8.4,4.611676845827391,6.5,-1.542320562465608,-1.223750972630253,-0.01085231443397505,-0.00046730586539083,0.0004199703404767238,0.02896057203054644,5.014367606264841,-0.009939552657450284
451,Catalina (C/2013 US10),2456969.702586805,A.D. 2014-Nov-08 04:51:43.5000,8.4,4.600819115379595,6.5,-1.542786057283907,-1.223329563401516,-0.01086315296502546,-0.0004636799750430133,0.0004228508111075148,0.02890314312727146,5.004424099902411,-0.009947464027549237
452,Catalina (C/2013 US10),2456970.702586805,A.D. 2014-Nov-09 04:51:43.5000,8.4,4.589950526850735,6.5,-1.543247914791423,-1.222905265597841,-0.01087403063594383,-0.0004600312118208148,0.0004257475123750372,0.02884566846300453,4.99447267026984,-0.009955399217365667
453,Catalina (C/2013 US10),2456971.702586805,A.D. 2014-Nov-10 04:51:43.5000,8.4,4.579071040981185,6.5,-1.543706112018957,-1.222478062922295,-0.01088494768647768,-0.0004563593827559522,0.0004286605770995574,0.02878814789983415,4.984513293488487,-0.009963358344761138
454,Catalina (C/2013 US10),2456972.702586805,A.D. 2014-Nov-11 04:51:43.5000,8.4,4.568180618270868,6.5,-1.544160625803357,-1.222047938944442,-0.0108959043577945,-0.0004526642928879449,0.0004315901394701292,0.02873058129916778,4.974545945561805,-0.009971341527700276
455,Catalina (C/2013 US10),2456973.702586805,A.D. 2014-Nov-12 04:51:43.5000,8.4,4.557279218977802,6.5,-1.544611432785465,-1.221614877098959,-0.010906900892544,-0.0004489457451419816,0.0004345363350751484,0.02867296852173114,4.964570602375194,-0.009979348884324358
456,Catalina (C/2013 US10),2456974.702586805,A.D. 2014-Nov-13 04:51:43.5000,8.4,4.546366803116586,6.5,-1.545058509407944,-1.221178860684224,-0.01091793753492792,-0.0004452035402271022,0.0004374993009321829,0.02861530942756692,4.954587239695799,-0.009987380533025201
457,Catalina (C/2013 US10),2456975.702586805,A.D. 2014-Nov-14 04:51:43.5000,8.4,4.535443330456812,6.5,-1.545501831913025,-1.220739872860869,-0.01092901453077313,-0.0004414374765517758,0.000440479175516938,0.02855760387603313,4.944595833172219,-0.00999543659251629
458,Catalina (C/2013 US10),2456976.702586805,A.D. 2014-Nov-15 04:51:43.5000,8.4,4.524508760521398,6.5,-1.545941376340167,-1.22029789665031,-0.01094013212760419,-0.0004376473501545782,0.0004434760987911822,0.02849985172580108,4.934596358334143,-0.01000351718189796
459,Catalina (C/2013 US10),2456977.702586805,A.D. 2014-Nov-16 04:51:43.5000,8.4,4.513563052584864,6.5,-1.546377118523658,-1.219852914933249,-0.01095129057471336,-0.0004338329546462997,0.0004464902122297774,0.02844205283485294,4.924588790591949,-0.01001162242071623
460,Catalina (C/2013 US10),2456978.702586805,A.D. 2014-Nov-17 04:51:43.5000,8.4,4.502606165671525,6.5,-1.546809034090163,-1.219404910448142,-0.0109624901232267,-0.0004299940811620207,0.0004495216588467864,0.02838420706047904,4.914573105236223,-0.01001975242901401
461,Catalina (C/2013 US10),2456979.702586805,A.D. 2014-Nov-18 04:51:43.5000,8.4,4.491638058553624,6.5,-1.547237098456225,-1.218953865789654,-0.01097373102616564,-0.0004261305183196629,0.0004525705832209153,0.02832631425927485,4.90454927743724,-0.01002790732737559
462,Catalina (C/2013 US10),2456980.702586805,A.D. 2014-Nov-19 04:51:43.5000,8.4,4.480658689749418,6.5,-1.547661286825733,-1.218499763407076,-0.01098501353850408,-0.0004222420521837955,0.0004556371315203842,0.02826837428713773,4.894517282244405,-0.01003608723696458
463,Catalina (C/2013 US10),2456981.702586805,A.D. 2014-Nov-20 04:51:43.5000,8.4,4.46966801752118,6.5,-1.54808157418735,-1.218042585602729,-0.01099633791722076,-0.0004183284662328831,0.0004587214515273662,0.02821038699926354,4.884477094585651,-0.01004429227955579
464,Catalina (C/2013 US10),2456982.702586805,A.D. 2014-Nov-21 04:51:43.5000,8.4,4.458665999873195,6.5,-1.54849793531191,-1.217582314530331,-0.01100770442134777,-0.0004143895413287188,0.0004618236926621767,0.02815235225014296,4.874428689266828,-0.01005252257756212
465,Catalina (C/2013 US10),2456983.702586805,A.D. 2014-Nov-22 04:51:43.5000,8.4,4.447652594549662,6.5,-1.548910344749791,-1.217118932193353,-0.01101911331201515,-0.0004104250556871087,0.0004649440060072917,0.02809426989355782,4.864372040971038,-0.01006077825405693
466,Catalina (C/2013 US10),2456984.702586805,A.D. 2014-Nov-23 04:51:43.5000,8.4,4.436627759032585,6.5,-1.549318776828249,-1.216652420443342,-0.01103056485249238,-0.0004064347848490543,0.0004680825443313393,0.02803613978257713,4.854307124257974,-0.0100690594327926
467,Catalina (C/2013 US10),2456985.702586805,A.D. 2014-Nov-24 04:51:43.5000,8.4,4.425591450539615,6.5,-1.549723205648733,-1.216182760978224,-0.01104205930822709,-0.0004024185016519278,0.0004712394621131369,0.02797796176955322,4.844233913563231,-0.01007736623821608
468,Catalina (C/2013 US10),2456986.702586805,A.D. 2014-Nov-25 04:51:43.5000,8.4,4.41454362602185,6.5,-1.550123605084166,-1.215709935340578,-0.01105359694688146,-0.0003983759762001768,0.0004744149155658618,0.02791973570611759,4.834152383197602,-0.01008569879548169
469,Catalina (C/2013 US10),2456987.702586805,A.D. 2014-Nov-26 04:51:43.5000,8.4,4.403484242161601,6.5,-1.550519948776194,-1.215233924915898,-0.01106517803836675,-0.0003943069758353765,0.000477609062661417,0.02786146144317688,4.824062507346371,-0.01009405723046188
470,Catalina (C/2013 US10),2456988.702586805,A.D. 2014-Nov-27 04:51:43.5000,8.4,4.392413255370134,6.5,-1.550912210132413,-1.21475471093081,-0.01107680285487621,-0.0003902112651053404,0.0004808220631550495,0.02780313883090863,4.813964260068583,-0.01010244166975621
471,Catalina (C/2013 US10),2456989.702586805,A.D. 2014-Nov-28 04:51:43.5000,8.4,4.381330621785365,6.5,-1.551300362323555,-1.214272274451287,-0.01108847167091681,-0.0003860886057322511,0.0004840540786102653,0.02774476771875709,4.803857615296318,-0.01011085224069893
472,Catalina (C/2013 US10),2456990.702586805,A.D. 2014-Nov-29 04:51:43.5000,8.4,4.370236297269533,6.5,-1.551684378280649,-1.213786596380824,-0.01110018476334003,-0.0003819387565797052,0.0004873052724240752,0.02768634795542896,4.793742546833952,-0.01011928907136541
473,Catalina (C/2013 US10),2456991.702586805,A.D. 2014-Nov-30 04:51:43.5000,8.4,4.359130237406841,6.5,-1.552064230692144,-1.213297657458589,-0.0111119424113719,-0.0003777614736185658,0.0004905758098526175,0.02762787938888906,4.783619028357413,-0.01012775229057769
474,Catalina (C/2013 US10),2456992.702586805,A.D. 2014-Dec-01 04:51:43.5000,8.4,4.34801239750107,6.5,-1.552439892000998,-1.212805438257555,-0.01112374489664246,-0.0003735565098918328,0.0004938658580371512,0.02756936186635608,4.773487033413432,-0.01013624202790926
475,Catalina (C/2013 US10),2456993.702586805,A.D. 2014-Dec-02 04:51:43.5000,8.4,4.336882732573151,6.5,-1.552811334401732,-1.2123099191826,-0.01113559250321499,-0.0003693236154782468,0.0004971755860304802,0.0275107952342981,4.763346535418788,-0.01014475841368928
476,Catalina (C/2013 US10),2456994.702586805,A.D. 2014-Dec-03 04:51:43.5000,8.4,4.325741197358725,6.5,-1.553178529837451,-1.211811080468582,-0.01114748551761486,-0.000365062537454809,0.0005005051648238055,0.02745217933842837,4.753197507659549,-0.01015330157900636
477,Catalina (C/2013 US10),2456995.702586805,A.D. 2014-Dec-04 04:51:43.5000,8.4,4.314587746305668,6.5,-1.553541449996818,-1.211308902178388,-0.01115942422885839,-0.0003607730198582842,0.0005038547673740136,0.02739351402370076,4.743039923290321,-0.01016187165571188
478,Catalina (C/2013 US10),2456996.702586805,A.D. 2014-Dec-05 04:51:43.5000,8.4,4.303422333571577,6.5,-1.553900066310997,-1.210803364200954,-0.01117140892848182,-0.0003564548036454664,0.0005072245686314642,0.02733479913430548,4.732873755333466,-0.01017046877642331
479,Catalina (C/2013 US10),2456997.702586805,A.D. 2014-Dec-06 04:51:43.5000,8.4,4.292244913021245,6.5,-1.554254349950551,-1.210294446249255,-0.01118343991056995,-0.0003521076266528118,0.0005106147455681729,0.02727603451366456,4.722698976678353,-0.01017909307452668
480,Catalina (C/2013 US10),2456998.702586805,A.D. 2014-Dec-07 04:51:43.5000,8.4,4.28105543822409,6.5,-1.554604271822303,-1.209782127858274,-0.01119551747178534,-0.0003477312235546521,0.0005140254772065603,0.02721722000442742,4.712515560080572,-0.01018774468417943
481,Catalina (C/2013 US10),2456999.702586805,A.D. 2014-Dec-08 04:51:43.5000,8.4,4.269853862451571,6.5,-1.554949802566151,-1.209266388382931,-0.0112076419113976,-0.0003433253258206055,0.0005174569446486669,0.02715835544846643,4.702323478161175,-0.01019642374031292
482,Catalina (C/2013 US10),2457000.702586805,A.D. 2014-Dec-09 04:51:43.5000,8.4,4.258640138674557,6.5,-1.555290912551843,-1.208747206995995,-0.0112198135313128,-0.0003388896616721244,0.0005209093311058557,0.02709944068687243,4.692122703405892,-0.01020513037863459
483,Catalina (C/2013 US10),2457001.702586805,A.D. 2014-Dec-10 04:51:43.5000,8.4,4.247414219560683,6.5,-1.555627571875704,-1.208224562685955,-0.01123203263610341,-0.0003344239560381537,0.0005243828219290593,0.02704047555995023,4.681913208164357,-0.01021386473563034
484,Catalina (C/2013 US10),2457002.702586805,A.D. 2014-Dec-11 04:51:43.5000,8.4,4.236176057471667,6.5,-1.555959750357325,-1.207698434254866,-0.01124429953303804,-0.0003299279305098901,0.0005278776046394963,0.02698145990721409,4.671694964649327,-0.01022262694856612
485,Catalina (C/2013 US10),2457003.702586805,A.D. 2014-Dec-12 04:51:43.5000,8.4,4.224925604460593,6.5,-1.5562874175362,-1.207168800316164,-0.01125661453211213,-0.0003254013032947183,0.0005313938689599743,0.02692239356738325,4.661467944935904,-0.01023141715549003
486,Catalina (C/2013 US10),2457004.702586805,A.D. 2014-Dec-13 04:51:43.5000,8.4,4.213662812269176,6.5,-1.556610542668317,-1.206635639292449,-0.01126897794607859,-0.0003208437891693872,0.0005349318068467026,0.02686327637837738,4.651232120960749,-0.01024023549523393
487,Catalina (C/2013 US10),2457005.702586805,A.D. 2014-Dec-14 04:51:43.5000,8.4,4.202387632324987,6.5,-1.556929094722707,-1.206098929413234,-0.01128139009047885,-0.0003162550994324475,0.0005384916125216417,0.02680410817731206,4.640987464521297,-0.01024908210741479
488,Catalina (C/2013 US10),2457006.702586805,A.D. 2014-Dec-15 04:51:43.5000,8.4,4.19110001573865,6.5,-1.557243042377941,-1.205558648712662,-0.01129385128367427,-0.0003116349418561294,0.0005420734825053921,0.02674488880049424,4.63073394727498,-0.01025795713243582
489,Catalina (C/2013 US10),2457007.702586805,A.D. 2014-Dec-16 04:51:43.5000,8.4,4.179799913301001,6.5,-1.557552354018579,-1.205014775027195,-0.01130636184687775,-0.0003069830206372922,0.0005456776156506564,0.02668561808341771,4.620471540738425,-0.01026686071148733
490,Catalina (C/2013 US10),2457008.702586805,A.D. 2014-Dec-17 04:51:43.5000,8.4,4.168487275480226,6.5,-1.557856997731566,-1.204467285993261,-0.01131892210418584,-0.0003022990363480962,0.0005493042131762363,0.02662629586075851,4.610200216286678,-0.01027579298654723
491,Catalina (C/2013 US10),2457009.702586805,A.D. 2014-Dec-18 04:51:43.5000,8.4,4.157162052418957,6.5,-1.558156941302592,-1.20391615904487,-0.01133153238261085,-0.000297582685885907,0.0005529534787015941,0.02656692196637043,4.599919945152415,-0.01028475410038102
492,Catalina (C/2013 US10),2457010.702586805,A.D. 2014-Dec-19 04:51:43.5000,8.4,4.145824193931345,6.5,-1.55845215221238,-1.2033613714112,-0.01134419301211339,-0.0002928336624228229,0.0005566256182819698,0.02650749623328043,4.58963069842515,-0.01029374419654135
493,Catalina (C/2013 US10),2457011.702586805,A.D. 2014-Dec-20 04:51:43.5000,8.4,4.134473649500091,6.5,-1.558742597632945,-1.20280290011414,-0.01135690432563471,-0.0002880516553548347,0.0005603208404440333,0.02644801849368412,4.579332447050454,-0.01030276341936672
494,Catalina (C/2013 US10),2457012.702586805,A.D. 2014-Dec-21 04:51:43.5000,8.4,4.12311036827345,6.5,-1.559028244423788,-1.202240721965802,-0.01136966665912951,-0.0002832363502504582,0.0005640393562221346,0.0263884885789412,4.569025161829162,-0.01031181191397982
495,Catalina (C/2013 US10),2457013.702586805,A.D. 2014-Dec-22 04:51:43.5000,8.4,4.111734299062208,6.5,-1.559309059128041,-1.201674813565993,-0.01138248035159818,-0.0002783874287992396,0.0005677813791950487,0.02632890631957099,4.558708813416604,-0.01032088982628437
496,Catalina (C/2013 US10),2457014.702586805,A.D. 2014-Dec-23 04:51:43.5000,8.4,4.100345390336605,6.5,-1.559585007968568,-1.201105151299656,-0.01139534574511907,-0.0002735045687599689,0.0005715471255232868,0.02626927154524783,4.54838337232181,-0.01032999730296132
497,Catalina (C/2013 US10),2457015.702586805,A.D. 2014-Dec-24 04:51:43.5000,8.4,4.088943590223257,6.5,-1.559856056844001,-1.200531711334264,-0.01140826318488028,-0.0002685874439087409,0.0005753368139869347,0.02620958408479675,4.538048808906748,-0.01033913449146341
498,Catalina (C/2013 US10),2457016.702586805,A.D. 2014-Dec-25 04:51:43.5000,8.4,4.077528846502024,6.5,-1.56012217132474,-1.199954469617187,-0.01142123301921043,-0.0002636357239867027,0.0005791506660239869,0.02614984376618887,4.527705093385546,-0.01034830154000813
499,Catalina (C/2013 US10),2457017.702586805,A.D. 2014-Dec-26 04:51:43.5000,8.4,4.066101106602849,6.5,-1.560383316648882,-1.199373401873011,-0.01143425559960912,-0.0002586490746481039,0.0005829889057692025,0.02609005041653714,4.517352195823735,-0.01035749859756899
500,Catalina (C/2013 US10),2457018.702586805,A.D. 2014-Dec-27 04:51:43.5000,8.4,4.054660317602585,6.5,-1.560639457718116,-1.19878848360082,-0.01144733128077522,-0.000253627157407695,0.000586851760093419,0.02603020386209196,4.506990086137503,-0.01036672581386418
501,Catalina (C/2013 US10),2457019.702586805,A.D. 2014-Dec-28 04:51:43.5000,8.4,4.04320642622177,6.5,-1.560890559093552,-1.198199690071446,-0.01146046042063383,-0.00024856962958826,0.0005907394586433239,0.02597030392823687,4.496618734092953,-0.01037598333934268
502,Catalina (C/2013 US10),2457020.702586805,A.D. 2014-Dec-29 04:51:43.5000,8.4,4.031739378821399,6.5,-1.561136584991506,-1.197606996324669,-0.0114736433803608,-0.0002434761442677373,0.0005946522338816623,0.02591035043948446,4.486238109305379,-0.01038527132516728
503,Catalina (C/2013 US10),2457021.702586805,A.D. 2014-Dec-30 04:51:43.5000,8.4,4.020259121399647,6.5,-1.561377499279228,-1.197010377166379,-0.0114868805244042,-0.0002383463502253202,0.000598590321127878,0.02585034321947223,4.475848181238558,-0.01039458992319394
504,Catalina (C/2013 US10),2457022.702586805,A.D. 2014-Dec-31 04:51:43.5000,8.4,4.008765599588608,6.5,-1.561613265470574,-1.196409807165704,-0.01150017222050221,-0.0002331798918873784,0.0006025539585990823,0.02579028209095872,4.465448919204087,-0.01040393928594677
505,Catalina (C/2013 US10),2457023.702586805,A.D. 2015-Jan-01 04:51:43.5000,8.4,3.997258758650981,6.5,-1.561843846721626,-1.195805260652087,-0.01151351883969662,-0.000227976409270648,0.0006065433874515076,0.0257301668758197,4.455040292360709,-0.01041331956658887
506,Catalina (C/2013 US10),2457024.702586805,A.D. 2015-Jan-02 04:51:43.5000,8.4,3.985738543476768,6.5,-1.562069205826255,-1.195196711712329,-0.01152692075634075,-0.000222735537923598,0.0006105588518222693,0.02566999739504456,4.444622269713697,-0.01042273091888751
507,Catalina (C/2013 US10),2457025.702586805,A.D. 2015-Jan-03 04:51:43.5000,8.4,3.974204898579963,6.5,-1.56228930521162,-1.194584134187584,-0.01154037834810208,-0.000217456908863497,0.0006146005988716813,0.02560977346873297,4.434194820114276,-0.0104321734971748
508,Catalina (C/2013 US10),2457026.702586805,A.D. 2015-Jan-04 04:51:43.5000,8.4,3.962657768095236,6.5,-1.562504106933603,-1.193967501670318,-0.01155389199595687,-0.000212140148508332,0.0006186688788259648,0.02554949491609174,4.423757912259073,-0.01044164745630185
509,Catalina (C/2013 US10),2457027.702586805,A.D. 2015-Jan-05 04:51:43.5000,8.4,3.95109709577463,6.5,-1.562713572672172,-1.19334678750122,-0.01156746208417788,-0.000206784878600652,0.0006227639450206933,0.02548916155543189,4.413311514689624,-0.01045115295158846
510,Catalina (C/2013 US10),2457028.702586805,A.D. 2015-Jan-06 04:51:43.5000,8.4,3.939522824984277,6.5,-1.562917663726668,-1.192721964766069,-0.01158108900031618,-0.0002013907161215134,0.0006268860539452578,0.02542877320416627,4.402855595791935,-0.01046069013877002
511,Catalina (C/2013 US10),2457029.702586805,A.D. 2015-Jan-07 04:51:43.5000,8.4,3.927934898701127,6.5,-1.563116341010986,-1.192093006292559,-0.01159477313517232,-0.0001959572731895223,0.000631035465288296,0.02536832967880713,4.392390123796091,-0.01047025917393918
512,Catalina (C/2013 US10),2457030.702586805,A.D. 2015-Jan-08 04:51:43.5000,8.4,3.916333259509722,6.5,-1.563309565048665,-1.191459884647077,-0.01160851488276527,-0.0001904841569434569,0.0006352124419850531,0.02530783079496435,4.381915066775932,-0.01047986021349085
513,Catalina (C/2013 US10),2457031.702586805,A.D. 2015-Jan-09 04:51:43.5000,8.4,3.904717849598985,6.5,-1.563497295967833,-1.190822572131431,-0.01162231464029765,-0.0001849709694024933,0.0006394172502669954,0.02524727636734379,4.371430392648769,-0.01048949341407136
514,Catalina (C/2013 US10),2457032.702586805,A.D. 2015-Jan-10 04:51:43.5000,8.4,3.893088610759064,6.5,-1.56367949349601,-1.190181040779526,-0.01163617280812213,-0.00017941730729911,0.000643650159714571,0.02518666620974594,4.360936069175163,-0.01049915893253848
515,Catalina (C/2013 US10),2457033.702586805,A.D. 2015-Jan-11 04:51:43.5000,8.4,3.881445484378186,6.5,-1.563856116954725,-1.18953526235399,-0.0116500897897167,-0.0001738227618854507,0.0006479114433137757,0.02512600013506485,4.350432063958717,-0.01050885692593912
516,Catalina (C/2013 US10),2457034.702586805,A.D. 2015-Jan-12 04:51:43.5000,8.4,3.869788411439544,6.5,-1.564027125253925,-1.188885208342737,-0.01166406599167786,-0.0001681869187048398,0.0006522013775180322,0.02506527795528696,4.339918344445895,-0.01051858755151629
517,Catalina (C/2013 US10),2457035.702586805,A.D. 2015-Jan-13 04:51:43.5000,8.4,3.858117332518165,6.5,-1.564192476886141,-1.188230849955463,-0.01167810182374199,-0.0001625093573342411,0.0006565202423158922,0.0250044994814899,4.329394877925801,-0.01052835096675289
518,Catalina (C/2013 US10),2457036.702586805,A.D. 2015-Jan-14 04:51:43.5000,8.4,3.846432187777749,6.5,-1.564352129920379,-1.187572158120082,-0.01169219769884859,-0.0001567896511002406,0.0006608683213056117,0.02494366452384084,4.318861631529903,-0.0105381473294637
519,Catalina (C/2013 US10),2457037.702586805,A.D. 2015-Jan-15 04:51:43.5000,8.4,3.834732916967406,6.5,-1.564506041995722,-1.186909103479067,-0.01170635403325722,-0.0001510273667791193,0.0006652459017768371,0.02488277289159421,4.308318572231626,-0.01054797679794252
520,Catalina (C/2013 US10),2457038.702586805,A.D. 2015-Jan-16 04:51:43.5000,8.4,3.823019459418255,6.5,-1.564654170314629,-1.186241656385721,-0.01172057124672925,-0.0001452220642970011,0.0006696532747991516,0.02482182439308834,4.29776566684578,-0.0105578395311682
521,Catalina (C/2013 US10),2457039.702586805,A.D. 2015-Jan-17 04:51:43.5000,8.4,3.8112917540398,6.5,-1.564796471635943,-1.185569786900348,-0.01173484976277954,-0.0001393732964520831,0.0006740907353161544,0.02476081883574077,4.287202882027747,-0.01056773568906556
522,Catalina (C/2013 US10),2457040.702586805,A.D. 2015-Jan-18 04:51:43.5000,8.4,3.799549739316023,6.5,-1.564932902267643,-1.184893464786331,-0.0117491900089955,-0.000133480608684361,0.0006785585822427954,0.02469975602604193,4.276630184272384,-0.0105776654328083
523,Catalina (C/2013 US10),2457041.702586805,A.D. 2015-Jan-19 04:51:43.5000,8.4,3.78779335330113,6.5,-1.565063418059397,-1.184212659506111,-0.0117635924174097,-0.0001275435389193166,0.0006830571185625545,0.02463863576954704,4.26604753991262,-0.01058762892514045
524,Catalina (C/2013 US10),2457042.702586805,A.D. 2015-Jan-20 04:51:43.5000,8.4,3.776022533614904,6.5,-1.565187974395016,-1.183527340217073,-0.01177805742490181,-0.0001215616175071236,0.0006875866514205025,0.02457745787086607,4.255454915117723,-0.01059762633068486
525,Catalina (C/2013 US10),2457043.702586805,A.D. 2015-Jan-21 04:51:43.5000,8.4,3.764237217437655,6.5,-1.565306526184885,-1.182837475767341,-0.01179258547359488,-0.0001155343672690911,0.0006921474922080946,0.02451622213365217,4.244852275891287,-0.0106076578162012
526,Catalina (C/2013 US10),2457044.702586805,A.D. 2015-Jan-22 04:51:43.5000,8.4,3.752437341504805,6.5,-1.565419027858506,-1.182143034691492,-0.01180717701120695,-0.0001094613036481528,0.0006967399566364181,0.02445492836058874,4.234239588068999,-0.01061772355075846
527,Catalina (C/2013 US10),2457045.702586805,A.D. 2015-Jan-23 04:51:43.5000,8.4,3.740622842101141,6.5,-1.56552543335723,-1.181443985206207,-0.01182183249132038,-0.0001033419349445841,0.0007013643647959887,0.02439357635337588,4.223616817316302,-0.01062782370579403
528,Catalina (C/2013 US10),2457046.702586805,A.D. 2015-Jan-24 04:51:43.5000,8.4,3.728793655054863,6.5,-1.565625696127255,-1.180740295205867,-0.01183655237354189,-9.717576260324938e-05,0.000706021041203402,0.02433216591271684,4.21298392912603,-0.01063795845504791
529,Catalina (C/2013 US10),2457047.702586805,A.D. 2015-Jan-25 04:51:43.5000,8.4,3.716949715731532,6.5,-1.565719769112922,-1.180031932258108,-0.01185133712353957,-9.096228150956001e-05,0.0007107103148371128,0.02427069683830521,4.202340888816201,-0.01064812797437623
530,Catalina (C/2013 US10),2457048.702586805,A.D. 2015-Jan-26 04:51:43.5000,8.4,3.70509095902804,6.5,-1.565807604750287,-1.179318863599344,-0.01186618721296388,-8.470098025101943e-05,0.0007154325191665226,0.02420916892881346,4.191687661528039,-0.01065833244146796
531,Catalina (C/2013 US10),2457049.702586805,A.D. 2015-Jan-27 04:51:43.5000,8.4,3.693217319366705,6.5,-1.56588915496093,-1.178601056130264,-0.01188110311927273,-7.839134130811578e-05,0.0007201879921792143,0.02414758198188336,4.181024212224299,-0.01066857203549828
532,Catalina (C/2013 US10),2457050.702586805,A.D. 2015-Jan-28 04:51:43.5000,8.4,3.681328730689582,6.5,-1.565964371145899,-1.177878476411297,-0.01189608532549444,-7.203284115064644e-05,0.0007249770764114143,0.02408593579411844,4.170350505687974,-0.01067884693675956
533,Catalina (C/2013 US10),2457051.702586805,A.D. 2015-Jan-29 04:51:43.5000,8.4,3.669425126453024,6.5,-1.566033204179711,-1.177151090658046,-0.01191113431996353,-6.562495023057788e-05,0.0007298001189856449,0.02402423016107858,4.159666506521357,-0.01068915732630631
534,Catalina (C/2013 US10),2457052.702586805,A.D. 2015-Jan-30 04:51:43.5000,8.4,3.657506439622499,6.5,-1.566095604404286,-1.176418864736678,-0.01192625059606438,-5.91671328786894e-05,0.0007346574716582117,0.02396246487727654,4.148972179145433,-0.01069950338564394
535,Catalina (C/2013 US10),2457053.702586805,A.D. 2015-Jan-31 04:51:43.5000,8.4,3.645572602667666,6.5,-1.566151521622738,-1.175681764159266,-0.01194143465200865,-5.265884711858934e-05,0.0007395494908778293,0.02390063973617614,4.13826748779957,-0.01070988529647996
536,Catalina (C/2013 US10),2457054.702586805,A.D. 2015-Feb-01 04:51:43.5000,8.4,3.633623547557629,6.5,-1.566200905092953,-1.174939754079057,-0.0119566869906622,-4.609954442164249e-05,0.000744476537854929,0.02383875453019154,4.127552396541398,-0.01072030324054293
537,Catalina (C/2013 US10),2457055.702586805,A.D. 2015-Feb-02 04:51:43.5000,8.4,3.621659205756353,6.5,-1.566243703520894,-1.174192799285675,-0.01197200811943005,-3.948866942383784e-05,0.0007494389786407425,0.02377680905068762,4.116826869246861,-0.01073075739946865
538,Catalina (C/2013 US10),2457056.702586805,A.D. 2015-Feb-03 04:51:43.5000,8.4,3.609679508218152,6.5,-1.566279865053617,-1.173440864200236,-0.0119873985501979,-3.282565962523138e-05,0.0007544371842143827,0.0237148030879806,4.106090869610341,-0.01074124795474387
539,Catalina (C/2013 US10),2457057.702586805,A.D. 2015-Feb-04 04:51:43.5000,8.4,3.597684385383221,6.5,-1.566309337271984,-1.172683912870374,-0.01200285879932412,-2.610994508781516e-05,0.0007594715305760858,0.023652736431339,4.095344361144813,-0.01075177508769547
540,Catalina (C/2013 US10),2457058.702586805,A.D. 2015-Feb-05 04:51:43.5000,8.4,3.585673767173147,6.5,-1.566332067183079,-1.171921908965173,-0.01201838938767359,-1.934094814287539e-05,0.0007645423988449617,0.02359060886898448,4.084587307181994,-0.01076233897951246
