,targetname,datetime_jd,datetime_str,x,y,z,vx,vy,vz,lighttime,range,range_rate
302,Earth (399),2456820.702586805,A.D. 2014-Jun-12 04:51:43.5000,-0.1593733104210953,-1.002805580468096,3.113145854675555e-05,0.01670467723079694,-0.002762460657589422,-4.36085807733526e-07,0.005864409340846824,1.015391001172307,0.0001062952495793597
303,Earth (399),2456821.702586805,A.D. 2014-Jun-13 04:51:43.5000,-0.1426471683967527,-1.005427065322669,3.07487356756018e-05,0.01674688921735934,-0.002480425482586915,-3.244146675884051e-07,0.005865014834365179,1.015495839125129,0.0001033884860755489
304,Earth (399),2456822.702586805,A.D. 2014-Jun-14 04:51:43.5000,-0.1258809605682443,-1.007766256592929,3.049117405962554e-05,0.01678481410193476,-0.002197865120810264,-1.872185249634514e-07,0.005865603579690585,1.015597777218236,0.000100478535661194
305,Earth (399),2456823.702586805,A.D. 2014-Jun-15 04:51:43.5000,-0.1090789654787483,-1.009822601589118,3.037944279636665e-05,0.01681846154982551,-0.001914722820222934,-3.465545964896417e-08,0.005866175256670741,1.015696760018973,9.74601826886205e-05
306,Earth (399),2456824.702586805,A.D. 2014-Jun-16 04:51:43.5000,-0.09224547491924166,-1.011595489013684,3.042296578951055e-05,0.01684779521974002,-0.001630941526167676,1.212110437409227e-07,0.005866728940718295,1.015792627440004,9.42320513371907e-05
307,Earth (399),2456825.702586805,A.D. 2014-Jun-17 04:51:43.5000,-0.0753848386486934,-1.013084258655352,3.061887718667597e-05,0.01687273709282295,-0.001346483417151376,2.681669429094941e-07,0.005867263169958761,1.015885126365609,9.07116336006384e-05
308,Earth (399),2456826.702586805,A.D. 2014-Jun-18 04:51:43.5000,-0.05850150009241842,-1.014288228257246,3.095272836491066e-05,0.01689318048980403,-0.001061343847900735,3.954978914530295e-07,0.005867776085436775,1.015973934927642,8.68449280851635e-05
309,Earth (399),2456827.702586805,A.D. 2014-Jun-19 04:51:43.5000,-0.04160001684169288,-1.015206730043895,3.140058641125577e-05,0.0169090064639488,-0.0007755565709874634,4.950701367206093e-07,0.00586826560579582,1.016058692750396,8.260872414561053e-05
310,Earth (399),2456828.702586805,A.D. 2014-Jun-20 04:51:43.5000,-0.02468506534725615,-1.015839148393798,3.193186075956362e-05,0.01692009831373062,-0.0004891912501295475,5.617134248472115e-07,0.00586872959673299,1.016139030290776,7.800695175612964e-05
311,Earth (399),2456829.702586805,A.D. 2014-Jun-21 04:51:43.5000,-0.007761433309598247,-1.016184952541498,3.251222336814613e-05,0.01692635146789997,-0.0002023466231235776,5.93066560340899e-07,0.00586916600954977,1.016214592827632,7.306415921282224e-05
312,Earth (399),2456830.702586805,A.D. 2014-Jun-22 04:51:43.5000,0.009165995390174637,-1.016243721691188,3.310621601764128e-05,0.01692767867293075,8.485738323918942e-05,5.891488691702201e-07,0.005869572980541306,1.01628505767047,6.781882771055122e-05
313,Earth (399),2456831.702586805,A.D. 2014-Jun-23 04:51:43.5000,0.02609225914604249,-1.016015162597931,3.367938458759471e-05,0.01692401185108447,0.0003722866360315559,5.518694662436298e-07,0.005869948895052442,1.016350145250418,6.231794706889178e-05
314,Earth (399),2456832.702586805,A.D. 2014-Jun-24 04:51:43.5000,0.04301233792895343,-1.015499120898408,3.419994034442795e-05,0.01691530215725385,0.0006597983064552948,4.845815890698265e-07,0.005870292424665592,1.0164096255591,5.66131090342207e-05
315,Earth (399),2456833.702586805,A.D. 2014-Jun-25 04:51:43.5000,0.05992117219766388,-1.014695587587925,3.464000995065723e-05,0.01690151925714115,0.0009472451378561692,3.917047872686321e-07,0.005870602545400489,1.016463321299828,5.075775637944051e-05
316,Earth (399),2456834.702586805,A.D. 2014-Jun-26 04:51:43.5000,0.07681368089610069,-1.013604701665726,3.497653486442157e-05,0.016882650252067,0.001234478907859154,2.783974310348965e-07,0.005870878542191792,1.016511108662877,4.480511169900149e-05
317,Earth (399),2456835.702586805,A.D. 2014-Jun-27 04:51:43.5000,0.09368477822318123,-1.012226749591415,3.519185921828185e-05,0.01685869828823869,0.001521353370451403,1.502587273060275e-07,0.005871120002567431,1.016552916230923,3.880647802118223e-05
318,Earth (399),2456836.702586805,A.D. 2014-Jun-28 04:51:43.5000,0.1105293888220328,-1.010562162035977,3.527403156650163e-05,0.01682968077754382,0.001807726711419621,1.305523244992617e-08,0.005871326801371515,1.016588722333894,3.280984362424185e-05
319,Earth (399),2456837.702586805,A.D. 2014-Jun-29 04:51:43.5000,0.1273424609979545,-1.008611508476608,3.521685012192106e-05,0.01679562725213728,0.002093463374785407,-1.275154908645928e-07,0.005871499078536546,1.016618551200351,2.685889548808659e-05
320,Earth (399),2456838.702586805,A.D. 2014-Jun-30 04:51:43.5000,0.1441189776831406,-1.006375490351364,3.50196989751224e-05,0.01675657705035195,0.002378435095585325,-2.660030430097305e-07,0.005871637212705645,1.016642468390319,2.099259053713282e-05
321,Earth (399),2456839.702586805,A.D. 2014-Jul-01 04:51:43.5000,0.160853965139641,-1.003854933605232,3.468724268919068e-05,0.01671257716982139,0.002662521090940825,-3.973074227011141e-07,0.005871741794205541,1.016660576115703,1.52453622002306e-05
322,Earth (399),2456840.702586805,A.D. 2014-Jul-02 04:51:43.5000,0.1775424997558105,-1.001050781416194,3.422905705040721e-05,0.01666368066058572,0.002945607548575371,-5.167044498755693e-07,0.005871813600943083,1.016673009066899,9.647904087497191e-06
323,Earth (399),2456841.702586805,A.D. 2014-Jul-03 04:51:43.5000,0.1941797136375953,-0.9979640876554181,3.365926783136957e-05,0.01660994586201366,0.003227586737767703,-6.19808300012479e-07,0.005871853580038302,1.016679931232655,4.228327856530945e-06
324,Earth (399),2456842.702586805,A.D. 2014-Jul-04 04:51:43.5000,0.2107607999322506,-0.9945960112343223,3.299624570494649e-05,0.01655143664220991,0.00350835621250579,-7.025033881200965e-07,0.005871862836462675,1.016681533932853,-9.866328380955092e-07
325,Earth (399),2456843.702586805,A.D. 2014-Jul-05 04:51:43.5000,0.2272810188859749,-0.9909478109681779,3.226236530456082e-05,0.01648822360051454,0.003787818676430737,-7.608933725381127e-07,0.005871842627737714,1.016678034900593,-5.970809389534791e-06
326,Earth (399),2456844.702586805,A.D. 2014-Jul-06 04:51:43.5000,0.2437357054732067,-0.987020839983287,3.148378140655882e-05,0.01642038593118213,0.004065883137293981,-7.913293918468532e-07,0.005871794360914596,1.016669677759233,-1.069872104852121e-05
327,Earth (399),2456845.702586805,A.D. 2014-Jul-07 04:51:43.5000,0.2601202789588301,-0.9828165380674125,3.069010680908644e-05,0.01634801327482692,0.00434246795727108,-7.905913163584495e-07,0.005871719584620524,1.016656730645263,-1.514727120997374e-05
328,Earth (399),2456846.702586805,A.D. 2014-Jul-08 04:51:43.5000,0.2764302538370788,-0.9783364198457196,2.991380117009369e-05,0.0162712063754292,0.004617506176512899,-7.562954439481656e-07,0.005871619965226779,1.016639482081926,-1.929963936992613e-05
329,Earth (399),2456847.702586805,A.D. 2014-Jul-09 04:51:43.5000,0.2926612501291414,-0.9735820565719472,2.918901976379047e-05,0.01619007481748896,0.004890952823841245,-6.875676297978945e-07,0.005871497233350655,1.016618231716318,-2.315165358658866e-05
330,Earth (399),2456848.702586805,A.D. 2014-Jul-10 04:51:43.5000,0.3088089991485792,-0.9685550502047618,2.854967510926206e-05,0.01610472993627677,0.005162792630789195,-5.859219010778172e-07,0.005871353087629287,1.01659327365834,-2.671998719914952e-05
331,Earth (399),2456849.702586805,A.D. 2014-Jul-11 04:51:43.5000,0.3248693392665917,-0.9632570008830385,2.802660611997933e-05,0.01601527190429966,0.00543304482950341,-4.561108569518356e-07,0.005871189050907249,1.016564871580357,-3.004990634946966e-05
332,Earth (399),2456850.702586805,A.D. 2014-Jul-12 04:51:43.5000,0.3408381963733004,-0.9576894729086648,2.764407974370266e-05,0.01592177260788979,0.005701760611630687,-3.065306015349935e-07,0.005871006292156055,1.016533227883514,-3.321865297907498e-05
333,Earth (399),2456851.702586805,A.D. 2014-Jul-13 04:51:43.5000,0.3567115471754388,-0.9518539683786278,2.741630159346212e-05,0.01582425960266415,0.005969010147923695,-1.487379804349458e-07,0.005870805451470583,1.016498453396802,-3.63304781977597e-05
334,Earth (399),2456852.702586805,A.D. 2014-Jul-14 04:51:43.5000,0.3724853700883649,-0.9457519186455827,2.73449345874621e-05,0.01572270854057743,0.006234860663560709,4.064596121648484e-09,0.005870586521505588,1.016460546848432,-3.950229601658457e-05
335,Earth (399),2456853.702586805,A.D. 2014-Jul-15 04:51:43.5000,0.3881555950941211,-0.9393846993945241,2.741850608375081e-05,0.01561704902922331,0.006499352652110241,1.391801362100257e-07,0.005870348830292001,1.016419391890565,-4.284400154175407e-05
336,Earth (399),2456854.702586805,A.D. 2014-Jul-16 04:51:43.5000,0.403718065824059,-0.9327536665843582,2.761395831332661e-05,0.01550718236337564,0.006762483280784575,2.464121158636708e-07,0.005870091135262242,1.016374773379295,-4.644093859483413e-05
337,Earth (399),2456855.702586805,A.D. 2014-Jul-17 04:51:43.5000,0.4191685223477252,-0.925860202947378,2.789981067571803e-05,0.01539300372659158,0.007024202188772244,3.19213774403769e-07,0.005869811796459739,1.016326407364945,-5.034468079829263e-05
338,Earth (399),2456856.702586805,A.D. 2014-Jul-18 04:51:43.5000,0.4345026048873408,-0.9187057628109311,2.823994733279306e-05,0.0152744207185733,0.007284418343411303,3.548057763416643e-07,0.005869508974679576,1.016273975399053,-5.457338451560805e-05
339,Earth (399),2456857.702586805,A.D. 2014-Jul-19 04:51:43.5000,0.4497158722344126,-0.9112919067775206,2.859711689354349e-05,0.01515136394480552,0.007543012432199367,3.535563335166097e-07,0.005869180806852837,1.016217154901236,-5.911858484755043e-05
340,Earth (399),2456858.702586805,A.D. 2014-Jul-20 04:51:43.5000,0.4648038267857635,-0.9036203236246328,2.893563649477711e-05,0.01502379001065236,0.007799849286890873,3.180827421696121e-07,0.005868825534357866,1.016155641375595,-6.395401965672222e-05
341,Earth (399),2456859.702586805,A.D. 2014-Jul-21 04:51:43.5000,0.4797619399075266,-0.8956928411496065,2.922321140631594e-05,0.0148916797145482,0.008054787294618327,2.524223790554863e-07,0.005868441582615614,1.016089162192218,-6.904331201730808e-05
342,Earth (399),2456860.702586805,A.D. 2014-Jul-22 04:51:43.5000,0.4945856743421337,-0.8875114294231974,2.943203096559329e-05,0.01475503435774267,0.008307684226373405,1.614248188445981e-07,0.005868027603032272,1.016017483849326,-7.434525648363679e-05
343,Earth (399),2456861.702586805,A.D. 2014-Jul-23 04:51:43.5000,0.5092705028279575,-0.8790781996973517,2.953937270293401e-05,0.01461387207894717,0.008558400287813305,5.036880028504125e-08,0.005867582491264666,1.015940415135825,-7.981682064753553e-05
344,Earth (399),2456862.702586805,A.D. 2014-Jul-24 04:51:43.5000,0.5238119234418135,-0.8703954011665774,2.952791019610744e-05,0.01446822502587456,0.008806799546099857,-7.52600522833718e-08,0.005867105393115996,1.015857808152124,-8.541455886330168e-05
345,Earth (399),2456863.702586805,A.D. 2014-Jul-25 04:51:43.5000,0.5382054725798862,-0.8614654167057828,2.938584773511357e-05,0.014318137431706,0.009052750676393356,-2.099045557246832e-07,0.005866595705016207,1.015769558393308,-9.109518618795483e-05
346,Earth (399),2456864.702586805,A.D. 2014-Jul-26 04:51:43.5000,0.5524467363544028,-0.8522907579538513,2.910693910986636e-05,0.01416366430974337,0.009296127583765655,-3.4803935139988e-07,0.005866053072221887,1.015675604437458,-9.681586459989534e-05
347,Earth (399),2456865.702586805,A.D. 2014-Jul-27 04:51:43.5000,0.5665313608437612,-0.842874059744178,2.869040617767501e-05,0.01400487041161713,0.009536810094982839,-4.842704632866654e-07,0.005865477385431337,1.015575927359573,-0.0001025344931108379
348,Earth (399),2456866.702586805,A.D. 2014-Jul-28 04:51:43.5000,0.5804550613214751,-0.8332180738236048,2.81407571829815e-05,0.01384182919907045,0.009774684668290401,-6.134354017580509e-07,0.005864868775520397,1.015470549820101,-0.0001082100630887138
349,Earth (399),2456867.702586805,A.D. 2014-Jul-29 04:51:43.5000,0.5942136304266653,-0.8233256619167562,2.746750867786322e-05,0.01367462175941515,0.0100096449657437,-7.306935168608776e-07,0.005864227606238713,1.015359534800342,-0.0001138029857494365
350,Earth (399),2456868.702586805,A.D. 2014-Jul-30 04:51:43.5000,0.607802945259333,-0.8131997883426089,2.668482780600083e-05,0.01350333576853127,0.0102415921645571,-8.315929579012218e-07,0.005863554465458935,1.015242984087289,-0.0001192752411580879
351,Earth (399),2456869.702586805,A.D. 2014-Jul-31 04:51:43.5000,0.6212189735478355,-0.8028435124538206,2.581112251033083e-05,0.01332806471081792,0.01047043501602819,-9.121078728386867e-07,0.005862850156373634,1.015121036749425,-0.0001245902361570865
352,Earth (399),2456870.702586805,A.D. 2014-Aug-01 04:51:43.5000,0.6344577792559941,-0.7922599810725224,2.486860664343868e-05,0.01314890756809422,0.0106960898406457,-9.686542878709985e-07,0.005862115690384814,1.014993867905579,-0.0001297123733026278
353,Earth (399),2456871.702586805,A.D. 2014-Aug-02 04:51:43.5000,0.647515528163608,-0.7814524208172494,2.388284949466153e-05,0.01296596907949618,0.01091848082432862,-9.981114186412636e-07,0.005861352282957829,1.014861688007054,-0.0001346064991982742
354,Earth (399),2456872.702586805,A.D. 2014-Aug-03 04:51:43.5000,0.6603884939549886,-0.7704241297808069,2.288228330458179e-05,0.01277936045349125,0.01113754110904426,-9.978932009728247e-07,0.005860561352179587,1.014724742587984,-0.0001392375982851186
355,Earth (399),2456873.702586805,A.D. 2014-Aug-04 04:51:43.5000,0.6730730650736729,-0.7591784674993945,2.189759014393915e-05,0.01258920007860364,0.01135321520158043,-9.66128433123736e-07,0.005859744517035398,1.014583311966988,-0.0001435713101457084
356,Earth (399),2456874.702586805,A.D. 2014-Aug-05 04:51:43.5000,0.6855657519335722,-0.7477188416868294,2.096082887464191e-05,0.01239561333430034,0.0115654630674722,-9.020094563629352e-07,0.005858903588518041,1.014437709707745,-0.0001475760311835162
357,Earth (399),2456875.702586805,A.D. 2014-Aug-06 04:51:43.5000,0.6978631929326728,-0.7360486900545814,2.010411279856428e-05,0.01219873011996933,0.01177426577574507,-8.063432679277688e-07,0.005858040542088624,1.014288277850743,-0.0001512273866377792
358,Earth (399),2456876.702586805,A.D. 2014-Aug-07 04:51:43.5000,0.7099621561680449,-0.7241714561357763,1.935764796137903e-05,0.0119986784653396,0.01197963153801256,-6.822619685966421e-07,0.005857157456334317,1.014135376292193,-0.0001545154594773483
359,Earth (399),2456877.702586805,A.D. 2014-Aug-08 04:51:43.5000,0.7218595322878457,-0.7120905599143366,1.874705145779186e-05,0.01179557312604083,0.01218159948297414,-5.359064660175044e-07,0.005856256403363143,1.013979363806479,-0.0001574539999509006
360,Earth (399),2456878.702586805,A.D. 2014-Aug-09 04:51:43.5000,0.7335523136814774,-0.6998093674350683,1.829014296023131e-05,0.01158950007101652,0.01238023721952915,-3.767246340785786e-07,0.005855339286357827,1.013820569919475,-0.0001600888732137339
361,Earth (399),2456879.702586805,A.D. 2014-Aug-10 04:51:43.5000,0.7450375577431547,-0.687331167498613,1.799381297083493e-05,0.01138050116205674,0.01257562873004015,-2.169552690821338e-07,0.005854407641387795,1.013659260593355,-0.0001625011438095469
362,Earth (399),2456880.702586805,A.D. 2014-Aug-11 04:51:43.5000,0.7563123378519866,-0.6746591654323816,1.785192127454875e-05,0.01116856618167044,0.01276785284219512,-7.008533517654712e-08,0.005853462447940011,1.013495605421033,-0.0001648004627970662
363,Earth (399),2456881.702586805,A.D. 2014-Aug-12 04:51:43.5000,0.7673736928083917,-0.6617965007661161,1.784514653720593e-05,0.01095363836457853,0.01295695843235192,5.140679850057152e-08,0.005852504008092018,1.013329656705612,-0.0001671083319730146
364,Earth (399),2456882.702586805,A.D. 2014-Aug-13 04:51:43.5000,0.778218588905118,-0.6487462872427683,1.794311936305457e-05,0.01073563346267634,0.01314294618275573,1.382034310013873e-07,0.005851531939700711,1.013161348281065,-0.0001695366813779186
365,Earth (399),2456883.702586805,A.D. 2014-Aug-14 04:51:43.5000,0.7888439049825068,-0.6355116645248498,1.810828919011955e-05,0.01051446499267519,0.01332576407488178,1.853554989308239e-07,0.005850545286169542,1.012990514517834,-0.0001721703005248295
366,Earth (399),2456884.702586805,A.D. 2014-Aug-15 04:51:43.5000,0.7992464416046599,-0.6220958473158128,1.830037055653604e-05,0.0102900657368938,0.01350531638178023,1.922415776236875e-07,0.005849542700856535,1.012816922252089,-0.0001750590914189695
367,Earth (399),2456885.702586805,A.D. 2014-Aug-16 04:51:43.5000,0.8094229470501446,-0.6085021612737166,1.848024319106114e-05,0.01006239937394432,0.01368147978291193,1.616093172973195e-07,0.005848522646154218,1.012640305255348,-0.0001782202996936182
368,Earth (399),2456886.702586805,A.D. 2014-Aug-17 04:51:43.5000,0.8193701497607495,-0.594734062383243,1.861268826808217e-05,0.009831462178527105,0.01385411929968683,9.830597773033015e-08,0.00584748356028297,1.012460393113854,-0.0001816466240843058
369,Earth (399),2456887.702586805,A.D. 2014-Aug-18 04:51:43.5000,0.8290847890071458,-0.5807951424343579,1.86679109573251e-05,0.0095972784940484,0.01402309975217345,8.177509739792372e-09,0.005846423971915131,1.012276931075119,-0.0001853154969183782
370,Earth (399),2456888.702586805,A.D. 2014-Aug-19 04:51:43.5000,0.838563639677164,-0.5666891257247759,1.862214075508678e-05,0.009359894100958966,0.01418829194746673,-1.026632091074094e-07,0.00584534256548791,1.012089691356506,-0.0001891965687349245
371,Earth (399),2456889.702586805,A.D. 2014-Aug-20 04:51:43.5000,0.8478035305849326,-0.5524198617298283,1.845768415182402e-05,0.009119370199565423,0.0143495748423187,-2.282136371375596e-07,0.005844238211148105,1.011898478329998,-0.0001932564449627065
372,Earth (399),2456890.702586805,A.D. 2014-Aug-21 04:51:43.5000,0.8568013575947647,-0.5379913168886443,1.816273328034203e-05,0.008875779137804423,0.01450683542700091,-3.627129556547617e-07,0.00584310997471978,1.011703130248046,-0.0001974609753513551
373,Earth (399),2456891.702586805,A.D. 2014-Aug-22 04:51:43.5000,0.865554093404162,-0.5234075670244938,1.773111625192604e-05,0.008629201958144945,0.01465996777005741,-5.006451449977473e-07,0.005841957119701189,1.011503519589325,-0.0002017758617978295
374,Earth (399),2456892.702586805,A.D. 2014-Aug-23 04:51:43.5000,0.8740587956154457,-0.508672790736905,1.716206950100924e-05,0.008379727337111856,0.01480887214032607,-6.367040453520911e-07,0.005840779108711168,1.011299553309172,-0.0002061663585915442
375,Earth (399),2456893.702586805,A.D. 2014-Aug-24 04:51:43.5000,0.8823126142058462,-0.4937912634293493,1.64600393742092e-05,0.008127451347421629,0.01495345465640847,-7.657764445097355e-07,0.005839575607781025,1.011091173582699,-0.0002105966706219269
376,Earth (399),2456894.702586805,A.D. 2014-Aug-25 04:51:43.5000,0.8903127989468521,-0.4787673513680546,1.563447974764034e-05,0.007872477516018366,0.01509362757059749,-8.829690796964505e-07,0.00583834649398437,1.010878359125863,-0.0002150294488162345
377,Earth (399),2456895.702586805,A.D. 2014-Aug-26 04:51:43.5000,0.8980567068600188,-0.4636055051823828,1.469959885639175e-05,0.007614916788483896,0.01522931006926533,-9.836820787904452e-07,0.005837091865170213,1.010661126880693,-0.0002194255846231782
378,Earth (399),2456896.702586805,A.D. 2014-Aug-27 04:51:43.5000,0.9055418094963351,-0.4483102524014419,1.36740144641986e-05,0.007354887193620713,0.01536042935776915,-1.063715848514888e-06,0.005835812049913764,1.010439533738224,-0.0002237443324610836
379,Earth (399),2456897.702586805,A.D. 2014-Aug-28 04:51:43.5000,0.9127656997156536,-0.4328861888637301,1.25802934249029e-05,0.007092513190040132,0.01548692179624595,-1.119392240050998e-06,0.005834507616032706,1.010213678013041,-0.000227943659893081
380,Earth (399),2456898.702586805,A.D. 2014-Aug-29 04:51:43.5000,0.9197260977013918,-0.4173379690265114,1.144436961289899e-05,0.0068279248178599,0.01560873395571316,-1.147675039683341e-06,0.00583317937680327,1.009983700519556,-0.0002319806676460152
381,Earth (399),2456899.702586805,A.D. 2014-Aug-30 04:51:43.5000,0.9264208560998588,-0.4016702952489775,1.029484305763484e-05,0.006561256820180681,0.01572582363769727,-1.14628829495448e-06,0.005831828394863815,1.0097497852479,-0.0002358119589862421
382,Earth (399),2456900.702586805,A.D. 2014-Aug-31 04:51:43.5000,0.9328479643021191,-0.3858879059864598,9.162155556088074e-06,0.006292647802219574,0.01583816108256371,-1.11384941957106e-06,0.005830455984130184,1.009512159695547,-0.0002393939789037953
383,Earth (399),2456901.702586805,A.D. 2014-Sep-01 04:51:43.5000,0.9390055518459695,-0.3699955625448075,8.077612334706971e-06,0.006022239257249911,0.01594573069727199,-1.050050494344767e-06,0.005829063709312062,1.009271094783582,-0.0002426835685383059
384,Earth (399),2456902.702586805,A.D. 2014-Sep-02 04:51:43.5000,0.9448918905765302,-0.3539980337278594,7.072181969005949e-06,0.005750173938934081,0.01604853356694752,-9.559262720929736e-07,0.00582765338043472,1.009026903908165,-0.0002456392474889812
385,Earth (399),2456903.702586805,A.D. 2014-Sep-03 04:51:43.5000,0.9505053944952332,-0.3379000775911175,6.174974857280694e-06,0.005476592692409775,0.01614659067032101,-8.342291690202805e-07,0.005826227036120272,1.008779940045773,-0.0002482239564406888
386,Earth (399),2456904.702586805,A.D. 2014-Sep-04 04:51:43.5000,0.9558446152188643,-0.3217064199177702,5.411304315896891e-06,0.005201628670409095,0.0162399460085614,-6.898761790922937e-07,0.005824786904984751,1.00853058906931,-0.0002504099940684589
387,Earth (399),2456905.702586805,A.D. 2014-Sep-05 04:51:43.5000,0.9609082300094286,-0.3054217303224585,4.80031581782736e-06,0.004925398213945655,0.01632866782484822,-5.303329478170338e-07,0.005823335331379904,1.008279256890699,-0.0002521863877290966
388,Earth (399),2456906.702586805,A.D. 2014-Sep-06 04:51:43.5000,0.9656950191836167,-0.2890505992192041,4.352365928160393e-06,0.004647989004168818,0.01641284515605756,-3.656787984919012e-07,0.005821874653570435,1.008026348367923,-0.0002535676757951951
389,Earth (399),2456907.702586805,A.D. 2014-Sep-07 04:51:43.5000,0.9702038314362984,-0.2725975217200961,4.066629321349949e-06,0.004369448461182793,0.01649257710046292,-2.080358159315746e-07,0.005820407033664534,1.007772237858411,-0.0002546011859307344
390,Earth (399),2456908.702586805,A.D. 2014-Sep-08 04:51:43.5000,0.9744335398511355,-0.256066896180062,3.92968474881588e-06,0.004089777721349215,0.01656795454649756,-7.01758649871745e-08,0.005818934260266409,1.00751723504938,-0.0002553684501670178
391,Earth (399),2456909.702586805,A.D. 2014-Sep-09 04:51:43.5000,0.9783829970118744,-0.2394630432363196,3.915843753153373e-06,0.003808936539783604,0.0166390385530234,3.649821146156944e-08,0.005817457569010076,1.007261553884229,-0.0002559772683417877
392,Earth (399),2456910.702586805,A.D. 2014-Sep-10 04:51:43.5000,0.982051001268648,-0.2227902448762061,3.989554142007355e-06,0.003526860373567673,0.01670584336608026,1.039480851664869e-07,0.005815977535857657,1.007005294087707,-0.0002565449996119927
393,Earth (399),2456911.702586805,A.D. 2014-Sep-11 04:51:43.5000,0.9854362842438886,-0.2060527949481724,4.109450123970724e-06,0.00324348442418733,0.01676833136242665,1.286830826773961e-07,0.005814494079500911,1.00674844158173,-0.0002571787485813354
394,Earth (399),2456912.702586805,A.D. 2014-Sep-12 04:51:43.5000,0.988537522072989,-0.1892550478330675,4.232982157993982e-06,0.002958765529547897,0.01682642141982188,1.117205494492676e-07,0.005813006568523383,1.006490887039927,-0.0002579600556386133
395,Earth (399),2456913.702586805,A.D. 2014-Sep-13 04:51:43.5000,0.9913533642671943,-0.1724014539564892,4.32046283179626e-06,0.002672694761054534,0.01688000564652837,5.753907356029871e-08,0.005811513991529709,1.00623245534462,-0.0002589387487871186
396,Earth (399),2456914.702586805,A.D. 2014-Sep-14 04:51:43.5000,0.9938824696852315,-0.1554965775731483,4.337810229739349e-06,0.002385299290988766,0.01692896692520677,-2.737036581766117e-08,0.005810015136353995,1.005972936615789,-0.0002601354957434655
397,Earth (399),2456915.702586805,A.D. 2014-Sep-15 04:51:43.5000,0.9961235402732097,-0.1385450989983415,4.257886875267592e-06,0.002096636828448171,0.01697319190197687,-1.357914241389915e-07,0.005808508738250548,1.005712111869506,-0.0002615492541354252
398,Earth (399),2456916.702586805,A.D. 2014-Sep-16 04:51:43.5000,0.9980753474820488,-0.1215518069173297,4.060760938578137e-06,0.001806787257617954,0.01701257786390125,-2.606305552254003e-07,0.005806993580960289,1.005449770517041,-0.0002631655688061625
399,Earth (399),2456917.702586805,A.D. 2014-Sep-17 04:51:43.5000,0.9997367504336367,-0.1045215864608269,3.73334984978435e-06,0.001515844910234946,0.01704703464296223,-3.953182639008406e-07,0.005805468553869576,1.005185720261601,-0.0002649632169684838
400,Earth (399),2456918.702586805,A.D. 2014-Sep-18 04:51:43.5000,1.001106707404463,-0.08745940701271436,3.26883541136698e-06,0.001223913056401418,0.01707648358975962,-5.33890328653419e-07,0.00580393267785596,1.00491979157339,-0.0002669183775399633
401,Earth (399),2456919.702586805,A.D. 2014-Sep-19 04:51:43.5000,1.00218428303999,-0.07037031173174231,2.666094839888935e-06,0.000931100837838933,0.01710085542583439,-6.708977382524037e-07,0.005802385113852729,1.004651839172511,-0.0002690065282706842
402,Earth (399),2456920.702586805,A.D. 2014-Sep-20 04:51:43.5000,1.002968653549222,-0.05325940925115193,1.929256466422682e-06,0.0006375221920888152,0.01712008818808375,-8.012637580973211e-07,0.005800825165605342,1.004381742506226,-0.0002712026698972492
403,Earth (399),2456921.702586805,A.D. 2014-Sep-21 04:51:43.5000,1.003459111542657,-0.0361318670891057,1.067390534011661e-06,0.0003432960996702609,0.0171341259382739,-9.201667468693918e-07,0.005799252284402154,1.00410940656806,-0.0002734805202545385
404,Earth (399),2456922.702586805,A.D. 2014-Sep-22 04:51:43.5000,1.003655071495839,-0.01899290583462557,9.428414434725755e-08,4.854748026188189e-05,0.01714291852551803,-1.022994354501612e-06,0.005797666080054779,1.003834763798988,-0.0002758112416442811
405,Earth (399),2456923.702586805,A.D. 2014-Sep-23 04:51:43.5000,1.003556076177264,-0.001847793027323835,-9.71783066602522e-07,-0.000246591868258987,0.01714642242085921,-1.1053894081812e-06,0.005796066339432194,1.003557777296516,-0.0002781621674018918
406,Earth (399),2456924.702586805,A.D. 2014-Sep-24 04:51:43.5000,1.003161803822545,0.01529816426308235,-2.108355451326694e-06,-0.0005419827886960577,0.01714460243714679,-1.163386649147018e-06,0.005794453051442344,1.003278445140116,-0.0002804958947844859
407,Earth (399),2456925.702586805,A.D. 2014-Sep-25 04:51:43.5000,1.002472075408136,0.03243962888109087,-3.289292652825002e-06,-0.0008374790886756283,0.01713743398956789,-1.193620989098179e-06,0.005792826435566732,1.002996805331831,-0.0002827699909969268
408,Earth (399),2456926.702586805,A.D. 2014-Sep-26 04:51:43.5000,1.001486861129374,0.04957124538338606,-4.485491593011993e-06,-0.001132928812995944,0.01712490547006853,-1.193574472509755e-06,0.00579118697005668,1.002712940678311,-0.0002849374059531278
409,Earth (399),2456927.702586805,A.D. 2014-Sep-27 04:51:43.5000,1.000206285154775,0.06668765409913195,-5.665859326100823e-06,-0.001428176390606399,0.01710702034129348,-1.161825262967498e-06,0.005789535415834456,1.002426982929162,-0.0002869475236829049
410,Earth (399),2456928.702586805,A.D. 2014-Sep-28 04:51:43.5000,0.9986306278860917,0.08378350703387556,-6.798523497252359e-06,-0.001723065433433523,0.01708379870627892,-1.098270485737903e-06,0.005787872832895068,1.002139115616832,-0.0002887476744792854
411,Earth (399),2456929.702586805,A.D. 2014-Sep-29 04:51:43.5000,0.9967603251918008,0.1008534850570143,-7.852247419381563e-06,-0.002017441962633514,0.01705527831499647,-1.004312529991856e-06,0.005786200587076708,1.00184957522887,-0.0002902849383280933
