time (Julian Date),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),quality (Bit Flag)
2457420.0,165.50,4.903807E-4,1.509100002294872E-5,0
2457420.0,166.50,3.325164E-4,1.0261000170430634E-5,0
2457420.0,167.50,3.972274E-4,1.235899981111288E-5,0
2457420.0,168.50,4.318924E-4,1.3568000213126652E-5,0
2457420.0,169.50,5.686219E-4,1.7734999346430413E-5,0
2457420.0,170.50,6.520536E-4,2.028800008702092E-5,0
2457420.0,171.50,6.524367E-4,2.0338999092928134E-5,0
2457420.0,172.50,7.140735E-4,2.2166999769979157E-5,0
2457420.0,173.50,7.205698E-4,2.238100023532752E-5,0
2457420.0,174.50,8.782779E-4,2.7272000806988217E-5,0
2457420.0,175.50,0.00107059,3.325299985590391E-5,0
2457420.0,176.50,0.001151572,3.58219986082986E-5,0
2457420.0,177.50,0.001391318,4.336200072430074E-5,0
2457420.0,178.50,0.001544442,4.816599903278984E-5,0
2457420.0,179.50,0.001541697,4.816499858861789E-5,0
2457420.0,180.50,0.001975224,2.9537999580497853E-5,0
2457420.0,181.50,0.002333672,3.5837001632899046E-5,0
2457420.0,182.50,0.00225001,3.6730998544953763E-5,0
2457420.0,183.50,0.002434117,4.137900032219477E-5,0
2457420.0,184.50,0.002092086,3.622900112532079E-5,0
2457420.0,185.50,0.002386645,4.269800047040917E-5,0
2457420.0,186.50,0.00275527,5.028500163462013E-5,0
2457420.0,187.50,0.003112967,5.9680998674593866E-5,0
2457420.0,188.50,0.0033416,6.676899647573009E-5,0
2457420.0,189.50,0.003647436,7.729999924777076E-5,0
2457420.0,190.50,0.003872856,8.174699905794114E-5,0
2457420.0,191.50,0.004168897,8.892799814930186E-5,0
2457420.0,192.50,0.004448561,9.371699707116932E-5,0
2457420.0,193.50,0.003441864,7.329900108743459E-5,0
2457420.0,194.50,0.005701105,1.2846999743487686E-4,0
2457420.0,195.50,0.005555712,1.3163000403437763E-4,0
2457420.0,196.50,0.006256888,1.5377000090666115E-4,0
2457420.0,197.50,0.006402167,1.5919000725261867E-4,0
2457420.0,198.50,0.006470187,1.574500056449324E-4,0
2457420.0,199.50,0.007013744,1.7163000302389264E-4,0
2457420.0,200.50,0.007585047,1.8397999519947916E-4,0
2457420.0,201.50,0.008481605,2.0769999537151307E-4,0
2457420.0,202.50,0.008421391,2.01960006961599E-4,0
2457420.0,203.50,0.009755037,2.282899949932471E-4,0
2457420.0,204.50,0.01076766,2.38690001424402E-4,0
2457420.0,205.50,0.01108303,2.2885999351274222E-4,0
2457420.0,206.50,0.0114878,2.2242999693844467E-4,0
2457420.0,207.50,0.01321056,2.351000002818182E-4,0
2457420.0,208.50,0.01512508,2.4275000032503158E-4,0
2457420.0,209.50,0.02182587,3.207600093446672E-4,0
2457420.0,210.50,0.02838555,3.71300004189834E-4,0
2457420.0,211.50,0.03458205,4.099000070709735E-4,0
2457420.0,212.50,0.0329319,3.545900108292699E-4,0
2457420.0,213.50,0.02973083,2.9547998565249145E-4,0
2457420.0,214.50,0.04234126,4.007499956060201E-4,0
2457420.0,215.50,0.03453314,3.1632999889552593E-4,0
2457420.0,216.50,0.03330199,3.0916999094188213E-4,0
2457420.0,217.50,0.03227954,3.152000135742128E-4,0
2457420.0,218.50,0.04555448,4.685299936681986E-4,0
2457420.0,219.50,0.04785731,5.359600181691349E-4,0
2457420.0,220.50,0.04724557,5.659100133925676E-4,0
2457420.0,221.50,0.03363502,4.433899885043502E-4,0
2457420.0,222.50,0.04941367,6.863099988549948E-4,0
2457420.0,223.50,0.06282429,9.194299927912652E-4,0
2457420.0,224.50,0.05750924,9.065099875442684E-4,0
2457420.0,225.50,0.05075272,8.359799976460636E-4,0
2457420.0,226.50,0.03563586,5.991599755361676E-4,0
2457420.0,227.50,0.03618324,6.096099968999624E-4,0
2457420.0,228.50,0.05180613,8.440900128334761E-4,0
2457420.0,229.50,0.04392341,7.162800175137818E-4,0
2457420.0,230.50,0.05361558,8.698599995113909E-4,0
2457420.0,231.50,0.04613744,7.474499871022999E-4,0
2457420.0,232.50,0.04993692,7.968299905769527E-4,0
2457420.0,233.50,0.04176807,6.931200041435659E-4,0
2457420.0,234.50,0.03404366,5.851499736309052E-4,0
2457420.0,235.50,0.05454339,9.551999974064529E-4,0
2457420.0,236.50,0.04206715,7.709899800829589E-4,0
2457420.0,237.50,0.0509379,9.286300046369433E-4,0
2457420.0,238.50,0.03503581,6.869499920867383E-4,0
2457420.0,239.50,0.04346835,8.684499771334231E-4,0
2457420.0,240.50,0.04002268,8.259299793280661E-4,0
2457420.0,241.50,0.04672964,9.779599495232105E-4,0
2457420.0,242.50,0.07016724,0.0014500999823212624,0
2457420.0,243.50,0.06421953,0.0012757000513374805,0
2457420.0,244.50,0.06123544,0.0011680000461637974,0
2457420.0,245.50,0.04822344,8.81069980096072E-4,0
2457420.0,246.50,0.04821092,8.527999743819237E-4,0
2457420.0,247.50,0.05547206,9.639899944886565E-4,0
2457420.0,248.50,0.04272446,7.354799890890718E-4,0
2457420.0,249.50,0.05459608,9.932699613273144E-4,0
2457420.0,250.50,0.05734618,0.0010689999908208847,0
2457420.0,251.50,0.0442445,8.46099981572479E-4,0
2457420.0,252.50,0.03900125,7.515799952670932E-4,0
2457420.0,253.50,0.04989668,9.640000062063336E-4,0
2457420.0,254.50,0.05545041,0.0010819999733939767,0
2457420.0,255.50,0.07881285,0.0015275999903678894,0
2457420.0,256.50,0.09487603,0.0018934999825432897,0
2457420.0,257.50,0.1179427,0.0023191000800579786,0
2457420.0,258.50,0.1254733,0.0024590000975877047,0
2457420.0,259.50,0.104976,0.0020115000661462545,0
2457420.0,260.50,0.08472188,0.0015941000310704112,0
2457420.0,261.50,0.08238851,0.001448199967853725,0
2457420.0,262.50,0.1046345,0.0018136999569833279,0
2457420.0,263.50,0.1539931,0.0026459998916834593,0
2457420.0,264.50,0.241509,0.004137599840760231,0
2457420.0,265.50,0.2522823,0.004392900038510561,0
2457420.0,266.50,0.2461943,0.004347600042819977,0
2457420.0,267.50,0.246611,0.004343399778008461,0
2457420.0,268.50,0.2465434,0.0043657999485731125,0
2457420.0,269.50,0.2192843,0.003863800084218383,0
2457420.0,270.50,0.277717,0.004849900025874376,0
2457420.0,271.50,0.2323688,0.003935699816793203,0
2457420.0,272.50,0.182898,0.003139199921861291,0
2457420.0,273.50,0.2102084,0.003726300084963441,0
2457420.0,274.50,0.1231874,0.00232920004054904,0
2457420.0,275.50,0.1761471,0.003545300103724003,0
2457420.0,276.50,0.2458355,0.00524429976940155,0
2457420.0,277.50,0.2441862,0.005447200033813715,0
2457420.0,278.50,0.1607113,0.0037662999238818884,0
2457420.0,279.50,0.07642444,0.0017534999642521143,0
2457420.0,280.50,0.0879608,0.0018992000259459019,0
2457420.0,281.50,0.2082462,0.004473499953746796,0
2457420.0,282.50,0.2923487,0.006182100158184767,0
2457420.0,283.50,0.3260344,0.007042999844998121,0
2457420.0,284.50,0.2512979,0.0056814998388290405,0
2457420.0,285.50,0.1264131,0.002659599995240569,0
2457420.0,286.50,0.3408423,0.007806200068444014,0
2457420.0,287.50,0.3734053,0.008283999748528004,0
2457420.0,288.50,0.3075995,0.006384499836713076,0
2457420.0,289.50,0.4584576,0.009149099700152874,0
2457420.0,290.50,0.6118949,0.012608000077307224,0
2457420.0,291.50,0.5697563,0.011970000341534615,0
2457420.0,292.50,0.4996984,0.010912000201642513,0
2457420.0,293.50,0.5629231,0.011908999644219875,0
2457420.0,294.50,0.5090075,0.010068999603390694,0
2457420.0,295.50,0.5682003,0.010130000300705433,0
2457420.0,296.50,0.5096635,0.009301800280809402,0
2457420.0,297.50,0.543044,0.01023900043219328,0
2457420.0,298.50,0.4019436,0.008200200274586678,0
2457420.0,299.50,0.5646239,0.012225000187754631,0
2457420.0,300.50,0.3710192,0.008048700168728828,0
2457420.0,301.50,0.5061054,0.011730000376701355,0
2457420.0,302.50,0.4938564,0.011900999583303928,0
2457420.0,303.50,0.6483644,0.01689700037240982,0
2457420.0,304.50,0.6103763,0.0164560005068779,0
2457420.0,305.50,0.6418434,0.020394999533891678,0
2457420.0,306.50,0.571932,0.01966099999845028,0
