wavelength (angstroms),irradiance
2119.0,3.4088
2120.0,3.38575
2121.0,3.3627000000000002
2122.0,3.3396500000000002
2123.0,3.3166
2124.0,3.29355
2125.0,3.2705
2126.0,3.2881
2127.0,3.3057000000000003
2128.0,3.3233
2129.0,3.3409
2130.0,3.3585000000000003
2131.0,3.3761
2132.0,3.3937
2133.0,3.4112999999999998
2134.0,3.4289
2135.0,3.4465
2136.0,3.5191
2137.0,3.5917
2138.0,3.6643
2139.0,3.7369
2140.0,3.8095
2141.0,3.8821000000000003
2142.0,3.9547000000000003
2143.0,4.0273
2144.0,4.0999
2145.0,4.1725
2146.0,4.1324000000000005
2147.0,4.0923
2148.0,4.0522
2149.0,4.0121
2150.0,3.9720000000000004
2151.0,3.9319
2152.0,3.8918
2153.0,3.8517
2154.0,3.8116000000000003
2155.0,3.7715
2156.0,3.7307
2157.0,3.6899
2158.0,3.6491000000000002
2159.0,3.6083000000000003
2160.0,3.5675
2161.0,3.5267
2162.0,3.4859
2163.0,3.4451
2164.0,3.4043
2165.0,3.3635
2166.0,3.3938
2167.0,3.4241
2168.0,3.4544
2169.0,3.4847
2170.0,3.515
2171.0,3.5453
2172.0,3.5756
2173.0,3.6059
2174.0,3.6362
2175.0,3.6665
2176.0,3.762
2177.0,3.8575
2178.0,3.9530000000000003
2179.0,4.0485
2180.0,4.144
2181.0,4.2395
2182.0,4.335
2183.0,4.4305
2184.0,4.526
2185.0,4.6215
2186.0,4.64825
2187.0,4.675
2188.0,4.7017500000000005
2189.0,4.7285
2190.0,4.75525
2191.0,4.782
2192.0,4.80875
2193.0,4.835500000000001
2194.0,4.86225
2195.0,4.889
2196.0,4.8934
2197.0,4.8978
2198.0,4.902200000000001
2199.0,4.9066
2200.0,4.911
2201.0,4.9154
2202.0,4.9198
2203.0,4.9242
2204.0,4.928599999999999
2205.0,4.933
2206.0,4.85165
2207.0,4.7703
2208.0,4.68895
2209.0,4.6076
2210.0,4.52625
2211.0,4.4449000000000005
2212.0,4.36355
2213.0,4.2822000000000005
2214.0,4.20085
2215.0,4.1195
2216.0,4.22325
2217.0,4.327
2218.0,4.430750000000001
2219.0,4.5345
2220.0,4.63825
2221.0,4.742
2222.0,4.84575
2223.0,4.9495000000000005
2224.0,5.05325
2225.0,5.157
2226.0,5.29535
2227.0,5.4337
2228.0,5.57205
2229.0,5.7104
2230.0,5.84875
2231.0,5.9871
2232.0,6.12545
2233.0,6.2638
2234.0,6.40215
2235.0,6.5405
2236.0,6.499
2237.0,6.4575
2238.0,6.4159999999999995
2239.0,6.374499999999999
2240.0,6.333
2241.0,6.2915
2242.0,6.25
2243.0,6.2085
2244.0,6.167
2245.0,6.1255
2246.0,6.057449999999999
2247.0,5.9894
2248.0,5.92135
2249.0,5.8533
2250.0,5.78525
2251.0,5.7172
2252.0,5.649150000000001
2253.0,5.5811
2254.0,5.51305
2255.0,5.445
2256.0,5.3115000000000006
2257.0,5.178
2258.0,5.0445
2259.0,4.9110000000000005
2260.0,4.7775
2261.0,4.644
2262.0,4.5105
2263.0,4.377000000000001
2264.0,4.2435
2265.0,4.11
2266.0,4.1124
2267.0,4.114800000000001
2268.0,4.1172
2269.0,4.1196
2270.0,4.122
2271.0,4.1244000000000005
2272.0,4.1268
2273.0,4.1292
2274.0,4.131600000000001
2275.0,4.134
2276.0,4.26025
2277.0,4.3865
2278.0,4.5127500000000005
2279.0,4.639
2280.0,4.76525
2281.0,4.8915
2282.0,5.0177499999999995
2283.0,5.144
2284.0,5.27025
2285.0,5.3965
2286.0,5.3523499999999995
2287.0,5.308199999999999
2288.0,5.26405
2289.0,5.2199
2290.0,5.17575
2291.0,5.1316
2292.0,5.08745
2293.0,5.0433
2294.0,4.99915
2295.0,4.955
2296.0,5.0011
2297.0,5.0472
2298.0,5.0933
2299.0,5.1394
2300.0,5.1855
2301.0,5.2316
2302.0,5.2777
2303.0,5.3238
2304.0,5.3699
2305.0,5.416
2306.0,5.40395
2307.0,5.391900000000001
2308.0,5.37985
2309.0,5.3678
2310.0,5.3557500000000005
2311.0,5.3437
2312.0,5.33165
2313.0,5.319599999999999
2314.0,5.30755
2315.0,5.2955
2316.0,5.3187
2317.0,5.3419
2318.0,5.3651
2319.0,5.3883
2320.0,5.4115
2321.0,5.434699999999999
2322.0,5.4578999999999995
2323.0,5.4811
2324.0,5.5043
2325.0,5.5275
2326.0,5.4411
2327.0,5.3547
2328.0,5.2683
2329.0,5.1819
2330.0,5.0954999999999995
2331.0,5.0091
2332.0,4.9227
2333.0,4.8363
2334.0,4.7499
2335.0,4.6635
2336.0,4.6027000000000005
2337.0,4.5419
2338.0,4.4811
2339.0,4.4203
2340.0,4.359500000000001
2341.0,4.2987
2342.0,4.2379
2343.0,4.1771
2344.0,4.116300000000001
2345.0,4.0555
2346.0,4.183450000000001
2347.0,4.3114
2348.0,4.43935
2349.0,4.5673
2350.0,4.69525
2351.0,4.8232
2352.0,4.95115
2353.0,5.0791
2354.0,5.20705
2355.0,5.335
2356.0,5.307
2357.0,5.279
2358.0,5.2509999999999994
2359.0,5.223
2360.0,5.195
2361.0,5.167
2362.0,5.138999999999999
2363.0,5.111
2364.0,5.083
2365.0,5.055
2366.0,5.053599999999999
2367.0,5.0522
