r (AU),total_fragment_number
8.8613861386138614850693784e-1,1.1819007264468817489865805e32
8.8658865886588655857991625e-1,1.1828514817955701662747313e32
8.8703870387038707967519713e-1,1.1838025086317162515979131e32
8.8748874887488748974817554e-1,1.1847538068888888480046644e32
8.8793879387938789982115395e-1,1.1857053765007038161236335e32
8.8838883888388830989413236e-1,1.1866572174008292583391463e32
8.8883888388838883098941324e-1,1.1876093295229775924558619e32
8.8928892889288935208469411e-1,1.1885617128009178014897592e32
8.8973897389738976215767252e-1,1.1895143671684617427252697e32
8.9018901890189017223065093e-1,1.1904672925594744159224278e32
8.9063906390639058230362934e-1,1.1914204889078667575574673e32
8.9108910891089099237660776e-1,1.1923739561476050083100458e32
8.9153915391539151347188863e-1,1.1933276942126955809684972e32
8.9198919891989203456716950e-1,1.1942817030372018138204454e32
8.9243924392439244464014791e-1,1.1952359825552313605738475e32
8.9288928892889285471312633e-1,1.1961905327009424953964725e32
8.9333933393339326478610474e-1,1.1971453534085424916200348e32
8.9378937893789378588138561e-1,1.1981004446122838387165079e32
8.9423942394239419595436402e-1,1.1990558062464746906492596e32
8.9468946894689471704964490e-1,1.2000114382454669763700355e32
8.9513951395139512712262331e-1,1.2009673405436600026986614e32
8.9558955895589553719560172e-1,1.2019235130755067593625212e32
8.9603960396039594726858013e-1,1.2028799557755023897815110e32
8.9648964896489646836386100e-1,1.2038366685781964408590257e32
8.9693969396939698945914188e-1,1.2047936514181831352067635e32
8.9738973897389739953212029e-1,1.2057509042301035328725473e32
8.9783978397839780960509870e-1,1.2067084269486527370997285e32
8.9828982898289821967807711e-1,1.2076662195085699864080068e32
8.9873987398739874077335799e-1,1.2086242818446413567532064e32
8.9918991899189915084633640e-1,1.2095826138917035445509633e32
8.9963996399639967194161727e-1,1.2105412155846418850928889e32
9.0009000900090008201459568e-1,1.2115000868583851283710026e32
9.0054005400540049208757409e-1,1.2124592276479171484367628e32
9.0099009900990090216055250e-1,1.2134186378882621715942891e32
9.0144014401440142325583338e-1,1.2143783175144966659033787e32
9.0189018901890194435111425e-1,1.2153382664617423155640874e32
9.0234023402340235442409266e-1,1.2162984846651714252362828e32
9.0279027902790276449707108e-1,1.2172589720600013355761062e32
9.0324032403240317457004949e-1,1.2182197285814971253957490e32
9.0369036903690369566533036e-1,1.2191807541649721520954080e32
9.0414041404140410573830877e-1,1.2201420487457893126711811e32
9.0459045904590462683358965e-1,1.2211036122593529372357379e32
9.0504050405040503690656806e-1,1.2220654446411212189532916e32
9.0549054905490544697954647e-1,1.2230275458265946848245524e32
9.0594059405940585705252488e-1,1.2239899157513214198622956e32
9.0639063906390637814780575e-1,1.2249525543509010302590339e32
9.0684068406840689924308663e-1,1.2259154615609754560437768e32
9.0729072907290730931606504e-1,1.2268786373172356364094801e32
9.0774077407740771938904345e-1,1.2278420815554193479852238e32
9.0819081908190812946202186e-1,1.2288057942113117452681681e32
9.0864086408640865055730274e-1,1.2297697752207442797596426e32
9.0909090909090906063028115e-1,1.2307340245195912772294292e32
9.0954095409540958172556202e-1,1.2316985420437820073627641e32
9.0999099909990999179854043e-1,1.2326633277292866325294997e32
9.1044104410441040187151884e-1,1.2336283815121214319596728e32
9.1089108910891081194449725e-1,1.2345937033283533053431318e32
9.1134113411341133303977813e-1,1.2355592931140936479340437e32
9.1179117911791185413505900e-1,1.2365251508054952881031470e32
9.1224122412241226420803741e-1,1.2374912763387688804403960e32
9.1269126912691267428101582e-1,1.2384576696501589466049424e32
9.1314131413141308435399424e-1,1.2394243306759640514514668e32
9.1359135913591349442697265e-1,1.2403912593525263546790424e32
9.1404140414041401552225352e-1,1.2413584556162343129909118e32
9.1449144914491453661753440e-1,1.2423259194035253822542637e32
9.1494149414941494669051281e-1,1.2432936506508753890051117e32
9.1539153915391535676349122e-1,1.2442616492948158242708637e32
9.1584158415841576683646963e-1,1.2452299152719176306116635e32
9.1629162916291628793175050e-1,1.2461984485187994887437049e32
9.1674167416741669800472891e-1,1.2471672489721252955234407e32
9.1719171917191721910000979e-1,1.2481363165686059653874333e32
9.1764176417641762917298820e-1,1.2491056512449967281925784e32
9.1809180918091803924596661e-1,1.2500752529381010923837771e32
9.1854185418541844931894502e-1,1.2510451215847618377946814e32
9.1899189918991897041422590e-1,1.2520152571218772286063521e32
9.1944194419441949150950677e-1,1.2529856594863790357810781e32
9.1989198919891990158248518e-1,1.2539563286152566763563782e32
9.2034203420342031165546359e-1,1.2549272644455359564547607e32
9.2079207920792072172844200e-1,1.2558984669142906004987690e32
9.2124212421242124282372288e-1,1.2568699359586429717869220e32
9.2169216921692165289670129e-1,1.2578416715157552454384447e32
9.2214221422142217399198216e-1,1.2588136735228380553045526e32
9.2259225922592258406496057e-1,1.2597859419171465308007794e32
9.2304230423042299413793899e-1,1.2607584766359786756111117e32
9.2349234923492340421091740e-1,1.2617312776166822131594221e32
9.2394239423942392530619827e-1,1.2627043447966466602741251e32
9.2439243924392444640147914e-1,1.2636776781133049484840432e32
9.2484248424842485647445756e-1,1.2646512775041402694898404e32
9.2529252925292526654743597e-1,1.2656251429066711232132590e32
9.2574257425742567662041438e-1,1.2665992742584725747873615e32
9.2619261926192619771569525e-1,1.2675736714971551777102737e32
9.2664266426642660778867366e-1,1.2685483345603797456519631e32
9.2709270927092712888395454e-1,1.2695232633858454629512222e32
9.2754275427542753895693295e-1,1.2704984579113024946946255e32
9.2799279927992794902991136e-1,1.2714739180745413582214087e32
9.2844284428442835910288977e-1,1.2724496438134008494588128e32
9.2889288928892888019817065e-1,1.2734256350657584952908744e32
9.2934293429342940129345152e-1,1.2744018917695402813336203e32
9.2979297929792981136642993e-1,1.2753784138627166887673961e32
9.3024302430243022143940834e-1,1.2763552012832989113131785e32
9.3069306930693063151238675e-1,1.2773322539693480425758156e32
9.3114311431143104158536516e-1,1.2783095718589608446692043e32
9.3159315931593156268064604e-1,1.2792871548902897441986357e32
9.3204320432043208377592691e-1,1.2802650030015161709510014e32
9.3249324932493249384890532e-1,1.2812431161308788405004529e32
9.3294329432943290392188374e-1,1.2822214942166530376501159e32
9.3339333933393331399486215e-1,1.2832001371971623257911218e32
9.3384338433843383509014302e-1,1.2841790450107691794153824e32
9.3429342934293435618542389e-1,1.2851582175958845317467997e32
9.3474347434743476625840231e-1,1.2861376548909596682619374e32
9.3519351935193517633138072e-1,1.2871173568344910905776176e32
9.3564356435643558640435913e-1,1.2880973233650176341471600e32
9.3609360936093599647733754e-1,1.2890775544211215491242919e32
9.3654365436543651757261841e-1,1.2900580499414346252586418e32
9.3699369936993703866789929e-1,1.2910388098646181959133938e32
9.3744374437443744874087770e-1,1.2920198341293903398070367e32
9.3789378937893785881385611e-1,1.2930011226745093077667357e32
9.3834383438343826888683452e-1,1.2939826754387731624403617e32
9.3879387938793878998211540e-1,1.2949644923610250024720594e32
9.3924392439243920005509381e-1,1.2959465733801515213503664e32
9.3969396939693972115037468e-1,1.2969289184350806655364072e32
9.4014401440144013122335309e-1,1.2979115274647868586394606e32
9.4059405940594054129633150e-1,1.2988944004082839758015411e32
9.4104410441044095136930991e-1,1.2998775372046309281609371e32
9.4149414941494147246459079e-1,1.3008609377929307621322851e32
9.4194419441944199355987166e-1,1.3018446021123248947990469e32
9.4239423942394240363285007e-1,1.3028285301020001395289279e32
9.4284428442844281370582848e-1,1.3038127217011885258298928e32
9.4329432943294322377880690e-1,1.3047971768491595531588056e32
9.4374437443744374487408777e-1,1.3057818954852322605684315e32
9.4419441944194415494706618e-1,1.3067668775487595541807337e32
9.4464446444644467604234706e-1,1.3077521229791456811534270e32
9.4509450945094508611532547e-1,1.3087376317158319983051563e32
9.4554455445544549618830388e-1,1.3097234036982980529794061e32
9.4599459945994590626128229e-1,1.3107094388660833804666978e32
9.4644464446444642735656316e-1,1.3116957371587478723278683e32
9.4689468946894694845184404e-1,1.3126822985159060037512384e32
9.4734473447344735852482245e-1,1.3136691228772154844815516e32
9.4779477947794776859780086e-1,1.3146562101823669906128236e32
9.4824482448244817867077927e-1,1.3156435603711025392748224e32
9.4869486948694869976606014e-1,1.3166311733832055807138877e32
9.4914491449144910983903856e-1,1.3176190491584955939733779e32
9.4959495949594963093431943e-1,1.3186071876368397962527020e32
9.5004500450045004100729784e-1,1.3195955887581437754200938e32
9.5049504950495045108027625e-1,1.3205842524623549127483294e32
9.5094509450945086115325466e-1,1.3215731786894656255064583e32
9.5139513951395138224853554e-1,1.3225623673795088633601766e32
9.5184518451845190334381641e-1,1.3235518184725573877958862e32
9.5229522952295231341679482e-1,1.3245415319087300771601733e32
9.5274527452745272348977323e-1,1.3255315076281807577327326e32
9.5319531953195313356275165e-1,1.3265217455711086520775026e32
9.5364536453645354363573006e-1,1.3275122456777581988986805e32
9.5409540954095406473101093e-1,1.3285030078884089649775572e32
9.5454545454545458582629180e-1,1.3294940321433844722277866e32
9.5499549954995499589927022e-1,1.3304853183830523778393708e32
9.5544554455445540597224863e-1,1.3314768665478176288072268e32
9.5589558955895581604522704e-1,1.3324686765781280463947238e32
9.5634563456345633714050791e-1,1.3334607484144730651257880e32
9.5679567956795685823578879e-1,1.3344530819973831923529475e32
9.5724572457245726830876720e-1,1.3354456772674298281133466e32
9.5769576957695767838174561e-1,1.3364385341652245445528058e32
9.5814581458145808845472402e-1,1.3374316526314244902453747e32
9.5859585958595849852770243e-1,1.3384250326067219418421963e32
9.5904590459045901962298331e-1,1.3394186740318522304068513e32
9.5949594959495954071826418e-1,1.3404125768475944619912985e32
9.5994599459945995079124259e-1,1.3414067409947652125963963e32
9.6039603960396036086422100e-1,1.3424011664142214104756645e32
9.6084608460846077093719941e-1,1.3433958530468662808867920e32
9.6129612961296129203248029e-1,1.3443908008336363757247105e32
9.6174617461746170210545870e-1,1.3453860097155123821606998e32
9.6219621962196222320073957e-1,1.3463814796335202035062986e32
9.6264626462646263327371798e-1,1.3473772105287181689903625e32
9.6309630963096304334669640e-1,1.3483732023422100041259913e32
9.6354635463546345341967481e-1,1.3493694550151347426473630e32
9.6399639963996397451495568e-1,1.3503659684886851011962141e32
9.6444644464446449561023655e-1,1.3513627427040773952763284e32
9.6489648964896490568321497e-1,1.3523597776025796417152122e32
9.6534653465346531575619338e-1,1.3533570731254964265693455e32
9.6579657965796572582917179e-1,1.3543546292141699859880937e32
9.6624662466246624692445266e-1,1.3553524458099899339889018e32
9.6669666966696665699743107e-1,1.3563505228543813729542786e32
9.6714671467146717809271195e-1,1.3573488602888047134878113e32
9.6759675967596758816569036e-1,1.3583474580547718873728245e32
9.6804680468046799823866877e-1,1.3593463160938267118780045e32
9.6849684968496840831164718e-1,1.3603454343475551579645495e32
9.6894689468946892940692805e-1,1.3613448127575819275504535e32
9.6939693969396945050220893e-1,1.3623444512655731556702822e32
9.6984698469846986057518734e-1,1.3633443498132353296112622e32
9.7029702970297027064816575e-1,1.3643445083423170903531328e32
9.7074707470747068072114416e-1,1.3653449267945950011933227e32
9.7119711971197120181642504e-1,1.3663456051119047126563717e32
9.7164716471647161188940345e-1,1.3673465432361034925450311e32
9.7209720972097213298468432e-1,1.3683477411090983284019382e32
9.7254725472547254305766273e-1,1.3693491986728340380066004e32
9.7299729972997295313064114e-1,1.3703509158692898466396781e32
9.7344734473447336320361956e-1,1.3713528926404937986017924e32
9.7389738973897388429890043e-1,1.3723551289285083456947176e32
9.7434743474347440539418130e-1,1.3733576246754319685172468e32
9.7479747974797481546715971e-1,1.3743603798234081836644470e32
9.7524752475247522554013813e-1,1.3753633943146165365284040e32
9.7569756975697563561311654e-1,1.3763666680912796269136414e32
9.7614761476147604568609495e-1,1.3773702010956537415498953e32
9.7659765976597656678137582e-1,1.3783739932700375010033995e32
9.7704770477047708787665670e-1,1.3793780445567742015486908e32
9.7749774977497749794963511e-1,1.3803823548982303780343836e32
9.7794779477947790802261352e-1,1.3813869242368287702324418e32
9.7839783978397831809559193e-1,1.3823917525150234629682357e32
9.7884788478847883919087280e-1,1.3833968396753067315919759e32
9.7929792979297936028615368e-1,1.3844021856602121044264594e32
9.7974797479747977035913209e-1,1.3854077904123113003193237e32
9.8019801980198018043211050e-1,1.3864136538742136882110907e32
9.8064806480648059050508891e-1,1.3874197759885718715987054e32
9.8109810981098100057806732e-1,1.3884261566980688983125936e32
9.8154815481548152167334820e-1,1.3894327959454351940512612e32
9.8199819981998204276862907e-1,1.3904396936734323494226353e32
9.8244824482448245284160748e-1,1.3914468498248695130467084e32
9.8289828982898286291458589e-1,1.3924542643425869984528939e32
9.8334833483348327298756431e-1,1.3934619371694656515672520e32
9.8379837983798379408284518e-1,1.3944698682484245088406827e32
9.8424842484248420415582359e-1,1.3954780575224225986887772e32
9.8469846984698472525110446e-1,1.3964865049344562393320412e32
9.8514851485148513532408288e-1,1.3974952104275610203797312e32
9.8559855985598554539706129e-1,1.3985041739448109021099289e32
9.8604860486048595547003970e-1,1.3995133954293137118699137e32
9.8649864986498647656532057e-1,1.4005228748242244747310599e32
9.8694869486948699766060145e-1,1.4015326120727275792343123e32
9.8739873987398740773357986e-1,1.4025426071180490271811726e32
9.8784878487848781780655827e-1,1.4035528599034530108979826e32
9.8829882988298822787953668e-1,1.4045633703722453359716408e32
9.8874887488748874897481755e-1,1.4055741384677617118905719e32
9.8919891989198915904779597e-1,1.4065851641333828841394738e32
9.8964896489648968014307684e-1,1.4075964473125263475760041e32
9.9009900990099009021605525e-1,1.4086079879486405818232564e32
9.9054905490549050028903366e-1,1.4096197859852254075400768e32
9.9099909990999091036201207e-1,1.4106318413658058655432241e32
9.9144914491449143145729295e-1,1.4116441540339495106299398e32
9.9189918991899195255257382e-1,1.4126567239332647902820820e32
9.9234923492349236262555223e-1,1.4136695510073918573228852e32
9.9279927992799277269853064e-1,1.4146826352000122976921561e32
9.9324932493249318277150905e-1,1.4156959764548431856947646e32
9.9369936993699370386678993e-1,1.4167095747156426684641827e32
9.9414941494149411393976834e-1,1.4177234299262016793391692e32
9.9459945994599463503504921e-1,1.4187375420303529450630253e32
9.9504950495049504510802763e-1,1.4197519109719625190162945e32
9.9549954995499545518100604e-1,1.4207665366949409501438388e32
9.9594959495949586525398445e-1,1.4217814191432247281243739e32
9.9639963996399638634926532e-1,1.4227965582607962793528145e32
9.9684968496849690744454620e-1,1.4238119539916787427647070e32
9.9729972997299731751752461e-1,1.4248276062799175951497493e32
9.9774977497749772759050302e-1,1.4258435150696127167811380e32
9.9819981998199813766348143e-1,1.4268596803048892080899832e32
9.9864986498649854773645984e-1,1.4278761019299128820480261e32
9.9909990999099906883174071e-1,1.4288927798888897237356842e32
9.9954995499549958992702159e-1,1.4299097141260595853025729e32
1.0000000000000000000000000e0,1.4309269045856979874073562e32
1.0004500450045004100729784e0,1.4319443512121193618094788e32
1.0009000900090008201459568e0,1.4329620539496761506492402e32
1.0013501350135012302189352e0,1.4339800127427552035680931e32
1.0018001800180016402919136e0,1.4349982275357837224601514e32
1.0022502250225022724094970e0,1.4360166982732215152808313e32
1.0027002700270026824824754e0,1.4370354248995635180626423e32
1.0031503150315030925554538e0,1.4380544073593542064339950e32
1.0036003600360037246730371e0,1.4390736455971542689819587e32
1.0040504050405041347460156e0,1.4400931395575809595049224e32
1.0045004500450045448189940e0,1.4411128891852715277836205e32
1.0049504950495049548919724e0,1.4421328944249143844905545e32
1.0054005400540053649649508e0,1.4431531552212215391602731e32
1.0058505850585057750379292e0,1.4441736715189534600593158e32
1.0063006300630061851109076e0,1.4451944432628958356121352e32
1.0067506750675065951838860e0,1.4462154703978766880796811e32
1.0072007200720072273014694e0,1.4472367528687613295278182e32
1.0076507650765076373744478e0,1.4482582906204476780837130e32
1.0081008100810080474474262e0,1.4492800835978743644151638e32
1.0085508550855086795650095e0,1.4503021317460093826595391e32
1.0090009000900090896379879e0,1.4513244350098659430944664e32
1.0094509450945094997109663e0,1.4523469933344844577393222e32
1.0099009900990099097839447e0,1.4533698066649489334578762e32
1.0103510351035103198569232e0,1.4543928749463736413033941e32
1.0108010801080107299299016e0,1.4554161981239141053017281e32
1.0112511251125111400028800e0,1.4564397761427566541001817e32
1.0117011701170115500758584e0,1.4574636089481252664389432e32
1.0121512151215121821934417e0,1.4584876964852810307191305e32
1.0126012601260125922664201e0,1.4595120386995217847148208e32
1.0130513051305130023393986e0,1.4605366355361792332692891e32
1.0135013501350136344569819e0,1.4615614869406225511747102e32
1.0139513951395140445299603e0,1.4625865928582540597165162e32
1.0144014401440144546029387e0,1.4636119532345104876812924e32
1.0148514851485148646759171e0,1.4646375680148696366842259e32
1.0153015301530152747488955e0,1.4656634371448424548337608e32
1.0157515751575156848218739e0,1.4666895605699775403312265e32
1.0162016201620160948948524e0,1.4677159382358499725437611e32
1.0166516651665165049678308e0,1.4687425700880843704344037e32
1.0171017101710169150408092e0,1.4697694560723302128361366e32
1.0175517551755175471583925e0,1.4707965961342757095387375e32
1.0180018001800179572313709e0,1.4718239902196436579771223e32
1.0184518451845185893489543e0,1.4728516382741930645272110e32
1.0189018901890189994219327e0,1.4738795402437220268096889e32
1.0193519351935194094949111e0,1.4749076960740571051948867e32
1.0198019801980198195678895e0,1.4759361057110603484181985e32
1.0202520252025202296408679e0,1.4769647691006359589075307e32
1.0207020702070206397138463e0,1.4779936861887196642881812e32
1.0211521152115210497868247e0,1.4790228569212803386787053e32
1.0216021602160214598598031e0,1.4800522812443209034108416e32
1.0220522052205218699327816e0,1.4810819591038855327889149e32
1.0225022502250225020503649e0,1.4821118904460474042988505e32
1.0229522952295229121233433e0,1.4831420752169162646555481e32
1.0234023402340235442409266e0,1.4841725133626413121066429e32
1.0238523852385239543139051e0,1.4852032048293980459215941e32
1.0243024302430243643868835e0,1.4862341495634073616541048e32
1.0247524752475247744598619e0,1.4872653475109114118481192e32
1.0252025202520251845328403e0,1.4882967986182006276355869e32
1.0256525652565255946058187e0,1.4893285028315930021781771e32
1.0261026102610260046787971e0,1.4903604600974418368586376e32
1.0265526552655264147517755e0,1.4913926703621352008488394e32
1.0270027002700268248247539e0,1.4924251335721024162932403e32
1.0274527452745274569423373e0,1.4934578496737922608866882e32
1.0279027902790278670153157e0,1.4944908186137053937917385e32
1.0283528352835282770882941e0,1.4955240403383631907292323e32
1.0288028802880289092058774e0,1.4965575147943318832722996e32
1.0292529252925293192788558e0,1.4975912419282047245918344e32
1.0297029702970297293518342e0,1.4986252216866113569437198e32
1.0301530153015301394248127e0,1.4996594540162185322447686e32
1.0306030603060305494977911e0,1.5006939388637261489050509e32
1.0310531053105309595707695e0,1.5017286761758641893801479e32
1.0315031503150313696437479e0,1.5027636658994038890982272e32
1.0319531953195317797167263e0,1.5037989079811456668130418e32
1.0324032403240324118343096e0,1.5048344023679270509392745e32
1.0328532853285328219072881e0,1.5058701490066124113453870e32
1.0333033303330332319802665e0,1.5069061478441154773517570e32
1.0337533753375338640978498e0,1.5079423988273683529652419e32
1.0342034203420342741708282e0,1.5089789019033447554532560e32
1.0346534653465346842438066e0,1.5100156570190513684324859e32
1.0351035103510350943167850e0,1.5110526641215282021568610e32
1.0355535553555355043897634e0,1.5120899231578503949574038e32
1.0360036003600359144627419e0,1.5131274340751278529542604e32
1.0364536453645363245357203e0,1.5141651968204991251612067e32
1.0369036903690367346086987e0,1.5152032113411427525567101e32
1.0373537353735373667262820e0,1.5162414775842695218925694e32
1.0378037803780377767992604e0,1.5172799954971186826702288e32
1.0382538253825381868722388e0,1.5183187650269689359238682e32
1.0387038703870388189898222e0,1.5193577861211342909087459e32
1.0391539153915392290628006e0,1.5203970587269570394857803e32
1.0396039603960396391357790e0,1.5214365827918147817369682e32
1.0400540054005400492087574e0,1.5224763582631209663973404e32
1.0405040504050404592817358e0,1.5235163850883194865354088e32
1.0409540954095408693547142e0,1.5245566632148877420009126e32
1.0414041404140412794276926e0,1.5255971925903406025924911e32
1.0418541854185416895006711e0,1.5266379731622224817223390e32
1.0423042304230423216182544e0,1.5276790048781123804477891e32
1.0427542754275427316912328e0,1.5287202876856217257434915e32
1.0432043204320431417642112e0,1.5297618215323994145329958e32
1.0436543654365437738817946e0,1.5308036063661247880733327e32
1.0441044104410441839547730e0,1.5318456421345045695072674e32
1.0445544554455445940277514e0,1.5328879287852865548061666e32
1.0450045004500450041007298e0,1.5339304662662497048508184e32
1.0454545454545454141737082e0,1.5349732545252070277351940e32
1.0459045904590458242466866e0,1.5360162935100019758867454e32
1.0463546354635462343196650e0,1.5370595831685158319697946e32
1.0468046804680466443926434e0,1.5381031234486567201024429e32
1.0472547254725472765102268e0,1.5391469142983666314719890e32
1.0477047704770476865832052e0,1.5401909556656239463507212e32
1.0481548154815480966561836e0,1.5412352474984419929440360e32
1.0486048604860487287737669e0,1.5422797897448598600471984e32
1.0490549054905491388467453e0,1.5433245823529544666923434e32
1.0495049504950495489197237e0,1.5443696252708317350932063e32
1.0499549954995499589927022e0,1.5454149184466381198601686e32
1.0504050405040503690656806e0,1.5464604618285445751855849e32
1.0508550855085507791386590e0,1.5475062553647571833389030e32
1.0513051305130511892116374e0,1.5485522990035167943786943e32
1.0517551755175515992846158e0,1.5495985926930952431289664e32
1.0522052205220522314021991e0,1.5506451363817984116269097e32
1.0526552655265526414751776e0,1.5516919300179611850913150e32
1.0531053105310530515481560e0,1.5527389735499535768180665e32
1.0535553555355536836657393e0,1.5537862669261827097639781e32
1.0540054005400540937387177e0,1.5548338100950757028682091e32
1.0544554455445545038116961e0,1.5558816030051074132259688e32
1.0549054905490549138846745e0,1.5569296456047716130509018e32
1.0553555355535553239576529e0,1.5579779378426044083931496e32
1.0558055805580557340306314e0,1.5590264796671700077645288e32
1.0562556255625561441036098e0,1.5600752710270625235783815e32
1.0567056705670565541765882e0,1.5611243118709133580529647e32
1.0571557155715571862941715e0,1.5621736021473823761561800e32
1.0576057605760575963671499e0,1.5632231418051638503570825e32
1.0580558055805580064401283e0,1.5642729307929855599059547e32
1.0585058505850586385577117e0,1.5653229690596021255068583e32
1.0589558955895590486306901e0,1.5663732565538056378127547e32
1.0594059405940594587036685e0,1.5674237932244152090743695e32
1.0598559855985598687766469e0,1.5684745790202888626432090e32
1.0603060306030602788496253e0,1.5695256138903103824606477e32
1.0607560756075606889226037e0,1.5705768977833986805451539e32
1.0612061206120610989955821e0,1.5716284306485034735366468e32
1.0616561656165615090685606e0,1.5726802124346058231284525e32
1.0621062106210619191415390e0,1.5737322430907237205308412e32
1.0625562556255625512591223e0,1.5747845225658976749522201e32
1.0630063006300629613321007e0,1.5758370508092074669897471e32
1.0634563456345635934496840e0,1.5768898277697618804221802e32
1.0639063906390640035226625e0,1.5779428533967019448016095e32
1.0643564356435644135956409e0,1.5789961276392014758854124e32
1.0648064806480648236686193e0,1.5800496504464623918926411e32
1.0652565256525652337415977e0,1.5811034217677237207032771e32
1.0657065706570656438145761e0,1.5821574415522506110751409e32
1.0661566156615660538875545e0,1.5832117097493429795551762e32
1.0666066606660664639605329e0,1.5842662263083356906234351e32
1.0670567056705668740335113e0,1.5853209911785827040223898e32
1.0675067506750675061510947e0,1.5863760043094869786584582e32
1.0679567956795679162240731e0,1.5874312656504655246688957e32
1.0684068406840685483416564e0,1.5884867751509812889071568e32
1.0688568856885689584146348e0,1.5895425327605182950729521e32
1.0693069306930693684876132e0,1.5905985384285998382547429e32
1.0697569756975697785605917e0,1.5916547921047713712511572e32
1.0702070207020701886335701e0,1.5927112937386167175296481e32
1.0706570657065705987065485e0,1.5937680432797515860430306e32
1.0711071107110710087795269e0,1.5948250406778205087817347e32
1.0715571557155714188525053e0,1.5958822858824981017817014e32
1.0720072007200718289254837e0,1.5969397788434885246924272e32
1.0724572457245724610430671e0,1.5979975195105325063923829e32
1.0729072907290728711160455e0,1.5990555078333968966378778e32
1.0733573357335732811890239e0,1.6001137437618861952781064e32
1.0738073807380739133066072e0,1.6011722272458288613122805e32
1.0742574257425743233795856e0,1.6022309582350830774971527e32
1.0747074707470747334525640e0,1.6032899366795488199940175e32
1.0751575157515751435255424e0,1.6043491625291455205145598e32
1.0756075607560755535985209e0,1.6054086357338297204313939e32
1.0760576057605759636714993e0,1.6064683562435876848746747e32
1.0765076507650763737444777e0,1.6075283240084343218681874e32
1.0769576957695767838174561e0,1.6085885389784187667928850e32
1.0774077407740774159350394e0,1.6096490011036191582113208e32
1.0778577857785778260080178e0,1.6107097103341447995954695e32
1.0783078307830782360809962e0,1.6117706666201323763030404e32
1.0787578757875788681985796e0,1.6128318699117553230647019e32
1.0792079207920792782715580e0,1.6138933201592108536171550e32
1.0796579657965796883445364e0,1.6149550173127367140937471e32
1.0801080108010800984175148e0,1.6160169613225895657462605e32
1.0805580558055805084904932e0,1.6170791521390635397753771e32
1.0810081008100809185634716e0,1.6181415897124828514272900e32
1.0814581458145813286364501e0,1.6192042739932036014335536e32
1.0819081908190817387094285e0,1.6202672049316042283798745e32
1.0823582358235823708270118e0,1.6213303824781022620967245e32
1.0828082808280827808999902e0,1.6223938065831436951642207e32
1.0832583258325831909729686e0,1.6234574771972026226241548e32
1.0837083708370838230905520e0,1.6245213942707844845717250e32
1.0841584158415842331635304e0,1.6255855577544280477393721e32
1.0846084608460846432365088e0,1.6266499675986967585854950e32
1.0850585058505850533094872e0,1.6277146237541857689098690e32
1.0855085508550854633824656e0,1.6287795261715255387333483e32
1.0859585958595858734554440e0,1.6298446748013706673707896e32
1.0864086408640862835284224e0,1.6309100695944107020701580e32
1.0868586858685866936014008e0,1.6319757105013593293734214e32
1.0873087308730873257189842e0,1.6330415974729666249075369e32
1.0877587758775877357919626e0,1.6341077304600078844573746e32
1.0882088208820881458649410e0,1.6351741094132929914529432e32
1.0886588658865887779825243e0,1.6362407342836574097701346e32
1.0891089108910891880555027e0,1.6373076050219672277623068e32
1.0895589558955895981284812e0,1.6383747215791213199881052e32
1.0900090009000900082014596e0,1.6394420839060459428919095e32
1.0904590459045904182744380e0,1.6405096919537015802752675e32
1.0909090909090908283474164e0,1.6415775456730710537938787e32
1.0913591359135912384203948e0,1.6426456450151732139004616e32
1.0918091809180916484933732e0,1.6437139899310532120695586e32
1.0922592259225922806109565e0,1.6447825803717875448291184e32
1.0927092709270926906839350e0,1.6458514162884826126086156e32
1.0931593159315931007569134e0,1.6469204976322754403149910e32
1.0936093609360937328744967e0,1.6479898243543297141649792e32
1.0940594059405941429474751e0,1.6490593964058375831249599e32
1.0945094509450945530204535e0,1.6501292137380275852463020e32
1.0949594959495949630934319e0,1.6511992763021538390262579e32
1.0954095409540953731664104e0,1.6522695840494960434079632e32
1.0958595859585957832393888e0,1.6533401369313713672834535e32
1.0963096309630961933123672e0,1.6544109348991196776868863e32
1.0967596759675966033853456e0,1.6554819779041161498734976e32
1.0972097209720972355029289e0,1.6565532658977622601203473e32
1.0976597659765976455759073e0,1.6576247988314839842864681e32
1.0981098109810980556488857e0,1.6586965766567447681797926e32
1.0985598559855986877664691e0,1.6597685993250368806458684e32
1.0990099009900990978394475e0,1.6608408667878763695362757e32
1.0994599459945995079124259e0,1.6619133789968084660281801e32
1.0999099909990999179854043e0,1.6629861359034140698077959e32
1.1003600360036003280583827e0,1.6640591374593007418711315e32
1.1008100810081007381313611e0,1.6651323836161037853878997e32
1.1012601260126011482043396e0,1.6662058743254869662774586e32
1.1017101710171015582773180e0,1.6672796095391425132088111e32
1.1021602160216019683502964e0,1.6683535892087986836479791e32
1.1026102610261026004678797e0,1.6694278132862042714752851e32
1.1030603060306030105408581e0,1.6705022817231426582161903e32
1.1035103510351036426584415e0,1.6715769944714210044021879e32
1.1039603960396040527314199e0,1.6726519514828788964820885e32
1.1044104410441044628043983e0,1.6737271527093851042302878e32
1.1048604860486048728773767e0,1.6748025981028397424745884e32
1.1053105310531052829503551e0,1.6758782876151659844728845e32
1.1057605760576056930233335e0,1.6769542211983201499763282e32
1.1062106210621061030963119e0,1.6780303988042852200458654e32
