r (AU),total_fragment_number
1.8001800180018001640291914e0,4.2595105212184458702569802e32
1.8006300630063005741021698e0,4.2611476672611492032080138e32
1.8010801080108009841751482e0,4.2627850297346469534588217e32
1.8015301530153013942481266e0,4.2644226086125948646291374e32
1.8019801980198020263657099e0,4.2660604038686494009146348e32
1.8024302430243024364386883e0,4.2676984154764425269290151e32
1.8028802880288028465116668e0,4.2693366434096660150890306e32
1.8033303330333032565846452e0,4.2709750876419835353497592e32
1.8037803780378036666576236e0,4.2726137481470919041595359e32
1.8042304230423040767306020e0,4.2742526248986807322072922e32
1.8046804680468047088481853e0,4.2758917178704727766752169e32
1.8051305130513051189211637e0,4.2775310270361634128597643e32
1.8055805580558055289941422e0,4.2791705523695013386769770e32
1.8060306030603059390671206e0,4.2808102938442157964925072e32
1.8064806480648063491400990e0,4.2824502514340453961592321e32
1.8069306930693069812576823e0,4.2840904251127582911435843e32
1.8073807380738073913306607e0,4.2857308148541053410894275e32
1.8078307830783078014036391e0,4.2873714206318799196211076e32
1.8082808280828082114766175e0,4.2890122424198523419328786e32
1.8087308730873086215495960e0,4.2906532801918260697122517e32
1.8091809180918090316225744e0,4.2922945339216088881023805e32
1.8096309630963096637401577e0,4.2939360035830064205185974e32
1.8100810081008100738131361e0,4.2955776891498459076544462e32
1.8105310531053104838861145e0,4.2972195905959567519312920e32
1.8109810981098108939590929e0,4.2988617078952043845675186e32
1.8114311431143113040320713e0,4.3005040410214182079844909e32
1.8118811881188119361496547e0,4.3021465899484679768562352e32
1.8123312331233123462226331e0,4.3037893546502270487364795e32
1.8127812781278127562956115e0,4.3054323351005803103939981e32
1.8132313231323131663685899e0,4.3070755312734104868697439e32
1.8136813681368135764415683e0,4.3087189431426348908498081e32
1.8141314131413139865145467e0,4.3103625706821434531345476e32
1.8145814581458146186321301e0,4.3120064138658794271439072e32
1.8150315031503150287051085e0,4.3136504726677594049880378e32
1.8154815481548154387780869e0,4.3152947470617273606628247e32
1.8159315931593158488510653e0,4.3169392370217308710438549e32
1.8163816381638162589240437e0,4.3185839425217340862533445e32
1.8168316831683166689970221e0,4.3202288635356968329578669e32
1.8172817281728173011146055e0,4.3218740000376034374059687e32
1.8177317731773177111875839e0,4.3235193520014461521815405e32
1.8181818181818181212605623e0,4.3251649194012186710203539e32
1.8186318631863185313335407e0,4.3268107022109233345694647e32
1.8190819081908189414065191e0,4.3284567004045891447857229e32
1.8195319531953195735241025e0,4.3301029139562306921071711e32
1.8199819981998199835970809e0,4.3317493428398870665538244e32
1.8204320432043203936700593e0,4.3333959870296038433291618e32
1.8208820882088208037430377e0,4.3350428464994287593644829e32
1.8213321332133212138160161e0,4.3366899212234470215399875e32
1.8217821782178216238889945e0,4.3383372111757114108185581e32
1.8222322232223222560065778e0,4.3399847163303179427194999e32
1.8226822682268226660795563e0,4.3416324366613561475786548e32
1.8231323132313230761525347e0,4.3432803721429220409153282e32
1.8235823582358234862255131e0,4.3449285227491455053180230e32
1.8240324032403238962984915e0,4.3465768884541225563060447e32
1.8244824482448245284160748e0,4.3482254692320097377776903e32
1.8249324932493249384890532e0,4.3498742650569354911695822e32
1.8253825382538253485620316e0,4.3515232759030484340446734e32
1.8258325832583257586350101e0,4.3531725017445065514531417e32
1.8262826282628261687079885e0,4.3548219425554930486030784e32
1.8267326732673265787809669e0,4.3564715983101644693927807e32
1.8271827182718272108985502e0,4.3581214689827285186123125e32
1.8276327632763276209715286e0,4.3597715545473756072291689e32
1.8280828082808280310445070e0,4.3614218549783069548499504e32
1.8285328532853284411174855e0,4.3630723702497554864226346e32
1.8289828982898288511904639e0,4.3647231003359281861613450e32
1.8294329432943294833080472e0,4.3663740452110680670772243e32
1.8298829882988298933810256e0,4.3680252048494188627573556e32
1.8303330333033303034540040e0,4.3696765792252379977316890e32
1.8307830783078307135269824e0,4.3713281683127821759542346e32
1.8312331233123311235999608e0,4.3729799720863354832647365e32
1.8316831683168315336729393e0,4.3746319905201704762878929e32
1.8321332133213321657905226e0,4.3762842235885791671987924e32
1.8325832583258325758635010e0,4.3779366712658694208432116e32
1.8330333033303329859364794e0,4.3795893335263462197631659e32
1.8334833483348333960094578e0,4.3812422103443426489623454e32
1.8339333933393338060824362e0,4.3828953016941615292549442e32
1.8343834383438342161554147e0,4.3845486075501611658025656e32
1.8348334833483348482729980e0,4.3862021278866926580074091e32
1.8352835283528352583459764e0,4.3878558626780898114491053e32
1.8357335733573356684189548e0,4.3895098118987512835419187e32
1.8361836183618360784919332e0,4.3911639755230397029030950e32
1.8366336633663364885649116e0,4.3928183535253306685168065e32
1.8370837083708371206824950e0,4.3944729458800242789491986e32
1.8375337533753375307554734e0,4.3961277525615343237092840e32
1.8379837983798379408284518e0,4.3977827735442594602113270e32
1.8384338433843383509014302e0,4.3994380088026415804260152e32
1.8388838883888387609744086e0,4.4010934583110908709826591e32
1.8393339333933391710473870e0,4.4027491220440679588263959e32
1.8397839783978398031649704e0,4.4044049999760075301685093e32
1.8402340234023402132379488e0,4.4060610920813846234729439e32
1.8406840684068406233109272e0,4.4077173983346591451088967e32
1.8411341134113410333839056e0,4.4093739187103104569959546e32
1.8415841584158414434568840e0,4.4110306531828272885409296e32
1.8420342034203420755744673e0,4.4126876017267113395175607e32
1.8424842484248424856474458e0,4.4143447643164643096995865e32
1.8429342934293428957204242e0,4.4160021409266023103795536e32
1.8433843384338433057934026e0,4.4176597315316479380334717e32
1.8438343834383437158663810e0,4.4193175361061374800802178e32
1.8442844284428441259393594e0,4.4209755546246216354574766e32
1.8447344734473447580569427e0,4.4226337870616453384954096e32
1.8451845184518451681299211e0,4.4242922333917708173467476e32
1.8456345634563455782028996e0,4.4259508935895711088033269e32
1.8460846084608459882758780e0,4.4276097676296264554163876e32
1.8465346534653463983488564e0,4.4292688554865228643446930e32
1.8469846984698470304664397e0,4.4309281571348672394492772e32
1.8474347434743474405394181e0,4.4325876725492621611355322e32
1.8478847884788478506123965e0,4.4342474017043210184479555e32
1.8483348334833482606853750e0,4.4359073445746759354054947e32
1.8487848784878486707583534e0,4.4375675011349748886977856e32
1.8492349234923490808313318e0,4.4392278713598355908249680e32
1.8496849684968497129489151e0,4.4408884552239312386345910e32
1.8501350135013501230218935e0,4.4425492527019184557275750e32
1.8505850585058505330948719e0,4.4442102637684689977995884e32
1.8510351035103509431678503e0,4.4458714883982704732169877e32
1.8514851485148513532408288e0,4.4475329265660090491942490e32
1.8519351935193519853584121e0,4.4491945782463889073443576e32
1.8523852385238523954313905e0,4.4508564434141106264005970e32
1.8528352835283528055043689e0,4.4525185220438927994947603e32
1.8532853285328532155773473e0,4.4541808141104698724293286e32
1.8537353735373536256503257e0,4.4558433195885813350383661e32
1.8541854185418540357233042e0,4.4575060384529637948521751e32
1.8546354635463546678408875e0,4.4591689706783733149514484e32
1.8550855085508550779138659e0,4.4608321162395796493597460e32
1.8555355535553554879868443e0,4.4624954751113467874931046e32
1.8559855985598558980598227e0,4.4641590472684560125901302e32
1.8564356435643563081328011e0,4.4658228326857188720789248e32
1.8568856885688567182057795e0,4.4674868313379094434386906e32
1.8573357335733573503233629e0,4.4691510431998522444644563e32
1.8577857785778577603963413e0,4.4708154682463595431602642e32
1.8582358235823581704693197e0,4.4724801064522630630805467e32
1.8586858685868585805422981e0,4.4741449577923981306594384e32
1.8591359135913589906152765e0,4.4758100222416072780904775e32
1.8595859585958596227328599e0,4.4774752997747517725416520e32
1.8600360036003600328058383e0,4.4791407903666878371493674e32
1.8604860486048604428788167e0,4.4808064939922868271447770e32
1.8609360936093608529517951e0,4.4824724106264345092778419e32
1.8613861386138612630247735e0,4.4841385402440339441210921e32
1.8618361836183616730977519e0,4.4858048828199658543929059e32
1.8622862286228623052153353e0,4.4874714383291491533365018e32
1.8627362736273627152883137e0,4.4891382067464890632522310e32
1.8631863186318631253612921e0,4.4908051880469390850284500e32
1.8636363636363635354342705e0,4.4924723822054087644211525e32
1.8640864086408639455072489e0,4.4941397891968544846224565e32
1.8645364536453645776248322e0,4.4958074089962210996094341e32
1.8649864986498649876978106e0,4.4974752415784959773396398e32
1.8654365436543653977707891e0,4.4991432869186210894863841e32
1.8658865886588658078437675e0,4.5008115449915967743741484e32
1.8663366336633662179167459e0,4.5024800157724075176567255e32
1.8667866786678666279897243e0,4.5041486992360457313232526e32
1.8672367236723672601073076e0,4.5058175953575261652170185e32
1.8676867686768676701802860e0,4.5074867041118686132128947e32
1.8681368136813680802532645e0,4.5091560254740943103376336e32
1.8685868586858684903262429e0,4.5108255594192360208330335e32
1.8690369036903689003992213e0,4.5124953059223452439153426e32
1.8694869486948695325168046e0,4.5141652649584662730414053e32
1.8699369936993699425897830e0,4.5158354365026614160665755e32
1.8703870387038703526627614e0,4.5175058205300088335168954e32
1.8708370837083707627357398e0,4.5191764170155751567033613e32
1.8712871287128711728087183e0,4.5208472259344630457339883e32
1.8717371737173715828816967e0,4.5225182472617672343814473e32
1.8721872187218722149992800e0,4.5241894809725774123868266e32
1.8726372637263726250722584e0,4.5258609270420236217438759e32
1.8730873087308730351452368e0,4.5275325854452265369591197e32
1.8735373537353734452182152e0,4.5292044561573241263616517e32
1.8739873987398738552911936e0,4.5308765391534500348249235e32
1.8744374437443744874087770e0,4.5325488344087645685321804e32
1.8748874887488748974817554e0,4.5342213418984114604200393e32
1.8753375337533753075547338e0,4.5358940615975726339499569e32
1.8757875787578757176277122e0,4.5375669934814256891277480e32
1.8762376237623761277006906e0,4.5392401375251439025035847e32
1.8766876687668765377736690e0,4.5409134937039308148171354e32
1.8771377137713771698912524e0,4.5425870619930007754471739e32
1.8775877587758775799642308e0,4.5442608423675501193739648e32
1.8780378037803779900372092e0,4.5459348348028054457672683e32
1.8784878487848784001101876e0,4.5476090392740063241637717e32
1.8789378937893788101831660e0,4.5492834557563707068219508e32
1.8793879387938792202561444e0,4.5509580842251641040123465e32
1.8798379837983798523737278e0,4.5526329246556376144866920e32
1.8802880288028802624467062e0,4.5543079770230596308192897e32
1.8807380738073806725196846e0,4.5559832413026985455844421e32
1.8811881188118810825926630e0,4.5576587174698450892106031e32
1.8816381638163814926656414e0,4.5593344054997957567337500e32
1.8820882088208821247832248e0,4.5610103053678398374304561e32
1.8825382538253825348562032e0,4.5626864170492831938239237e32
1.8829882988298829449291816e0,4.5643627405194533057155660e32
1.8834383438343833550021600e0,4.5660392757536841380902600e32
1.8838883888388837650751384e0,4.5677160227272952444140751e32
1.8843384338433841751481168e0,4.5693929814156335600388149e32
1.8847884788478848072657001e0,4.5710701517940712404741964e32
1.8852385238523852173386786e0,4.5727475338379609856795464e32
1.8856885688568856274116570e0,4.5744251275226627013735954e32
1.8861386138613860374846354e0,4.5761029328235593517051661e32
1.8865886588658864475576138e0,4.5777809497160468711900080e32
1.8870387038703870796751971e0,4.5794591781755341647107974e32
1.8874887488748874897481755e0,4.5811376181773998729607148e32
1.8879387938793878998211540e0,4.5828162696970709152209459e32
1.8883888388838883098941324e0,4.5844951327099756519245573e32
1.8888388838883887199671108e0,4.5861742071915366788970926e32
1.8892889288928891300400892e0,4.5878534931172046944257701e32
1.8897389738973897621576725e0,4.5895329904624195881587025e32
1.8901890189018901722306509e0,4.5912126992026515139334982e32
1.8906390639063905823036293e0,4.5928926193133590963727199e32
1.8910891089108909923766078e0,4.5945727507700211362252606e32
1.8915391539153914024495862e0,4.5962530935481149930881327e32
1.8919891989198920345671695e0,4.5979336476231425261403214e32
1.8924392439243924446401479e0,4.5996144129706005505292294e32
1.8928892889288928547131263e0,4.6012953895659995723451265e32
1.8933393339333932647861047e0,4.6029765773848673915008516e32
1.8937893789378936748590831e0,4.6046579764027137935107342e32
1.8942394239423940849320616e0,4.6063395865950867544139436e32
1.8946894689468947170496449e0,4.6080214079375378531293515e32
1.8951395139513951271226233e0,4.6097034404056042570570216e32
1.8955895589558955371956017e0,4.6113856839748613241218579e32
1.8960396039603959472685801e0,4.6130681386208714418818375e32
1.8964896489648963573415585e0,4.6147508043192222180528508e32
1.8969396939693969894591419e0,4.6164336810454954957432651e32
1.8973897389738973995321203e0,4.6181167687752932941877785e32
1.8978397839783978096050987e0,4.6198000674842089857098044e32
1.8982898289828982196780771e0,4.6214835771478662068222520e32
1.8987398739873986297510555e0,4.6231672977418914763417924e32
1.8991899189918990398240339e0,4.6248512292419084307813349e32
1.8996399639963996719416173e0,4.6265353716235608827801193e32
1.9000900090009000820145957e0,4.6282197248624991301608492e32
1.9005400540054004920875741e0,4.6299042889343662649868241e32
1.9009900990099009021605525e0,4.6315890638148478933018261e32
1.9014401440144013122335309e0,4.6332740494796044009917237e32
1.9018901890189017223065093e0,4.6349592459043228352521798e32
1.9023402340234023544240927e0,4.6366446530646945667344993e32
1.9027902790279027644970711e0,4.6383302709364174512734507e32
1.9032403240324031745700495e0,4.6400160994952044767985504e32
1.9036903690369035846430279e0,4.6417021387167614254799109e32
1.9041404140414039947160063e0,4.6433883885768286671327831e32
1.9045904590459046268335896e0,4.6450748490511299983257891e32
1.9050405040504050369065681e0,4.6467615201154129946335833e32
1.9054905490549054469795465e0,4.6484484017454266727827013e32
1.9059405940594058570525249e0,4.6501354939169258141072014e32
1.9063906390639062671255033e0,4.6518227966056868172193532e32
1.9068406840684066771984817e0,4.6535103097874839190036056e32
1.9072907290729073093160650e0,4.6551980334381000032556916e32
1.9077407740774077193890435e0,4.6568859675333237183788675e32
1.9081908190819081294620219e0,4.6585741120489689329343027e32
1.9086408640864085395350003e0,4.6602624669608387068440611e32
1.9090909090909089496079787e0,4.6619510322447562761565370e32
1.9095409540954095817255620e0,4.6636398078765383917366616e32
1.9099909990999099917985404e0,4.6653287938320457595817288e32
1.9104410441044104018715188e0,4.6670179900870936894047890e32
1.9108910891089108119444973e0,4.6687073966175436077790767e32
1.9113411341134112220174757e0,4.6703970133992677499169321e32
1.9117911791179116320904541e0,4.6720868404081203366321859e32
1.9122412241224122642080374e0,4.6737768776199923381116282e32
1.9126912691269126742810158e0,4.6754671250107725628142279e32
1.9131413141314130843539942e0,4.6771575825563462163192521e32
1.9135913591359134944269726e0,4.6788482502326194009082387e32
1.9140414041404139044999511e0,4.6805391280155097480777720e32
1.9144914491449145366175344e0,4.6822302158809348893244360e32
1.9149414941494149466905128e0,4.6839215138048203824801590e32
1.9153915391539153567634912e0,4.6856130217631025940159750e32
1.9158415841584157668364696e0,4.6873047397317323019217254e32
1.9162916291629161769094480e0,4.6889966676866602841872519e32
1.9167416741674165869824265e0,4.6906888056038582155046670e32
1.9171917191719172191000098e0,4.6923811534592862413510372e32
1.9176417641764176291729882e0,4.6940737112289275656335211e32
1.9180918091809180392459666e0,4.6957664788887653922592773e32
1.9185418541854184493189450e0,4.6974594564148095864452585e32
1.9189918991899188593919234e0,4.6991526437830483961302059e32
1.9194419441944194915095068e0,4.7008460409695010540182972e32
1.9198919891989199015824852e0,4.7025396479501882339655906e32
1.9203420342034203116554636e0,4.7042334647011414184672503e32
1.9207920792079207217284420e0,4.7059274911983935311703209e32
1.9212421242124211318014204e0,4.7076217274180012747278799e32
1.9216921692169215418743988e0,4.7093161733360148666095410e32
1.9221422142214221739919822e0,4.7110108289284874065886797e32
1.9225922592259225840649606e0,4.7127056941715036997800482e32
1.9230423042304229941379390e0,4.7144007690411420661149350e32
1.9234923492349234042109174e0,4.7160960535134851489802711e32
1.9239423942394238142838958e0,4.7177915475646227975223914e32
1.9243924392439242243568742e0,4.7194872511706744045011860e32
1.9248424842484248564744576e0,4.7211831643077507157652608e32
1.9252925292529252665474360e0,4.7228792869519660800429234e32
1.9257425742574256766204144e0,4.7245756190794398900940641e32
1.9261926192619260866933928e0,4.7262721606663405378425190e32
1.9266426642664264967663712e0,4.7279689116887859748962976e32
1.9270927092709271288839545e0,4.7296658721229417108754746e32
1.9275427542754275389569329e0,4.7313630419449718142482436e32
1.9279927992799279490299114e0,4.7330604211310511621219043e32
1.9284428442844283591028898e0,4.7347580096573531904518754e32
1.9288928892889287691758682e0,4.7364558075000542174973372e32
1.9293429342934291792488466e0,4.7381538146353687520423099e32
1.9297929792979298113664299e0,4.7398520310394968913520065e32
1.9302430243024302214394083e0,4.7415504566886495413307453e32
1.9306930693069306315123868e0,4.7432490915590383284587853e32
1.9311431143114310415853652e0,4.7449479356269073051337023e32
1.9315931593159314516583436e0,4.7466469888684853916583243e32
1.9320432043204320837759269e0,4.7483462512600115963986446e32
1.9324932493249324938489053e0,4.7500457227777544713342119e32
1.9329432943294329039218837e0,4.7517454033979710392295290e32
1.9333933393339333139948621e0,4.7534452930969204845769199e32
1.9338433843384337240678406e0,4.7551453918508929766341446e32
1.9342934293429341341408190e0,4.7568456996361721994755000e32
1.9347434743474347662584023e0,4.7585462164290432783271636e32
1.9351935193519351763313807e0,4.7602469422058295289401531e32
1.9356435643564355864043591e0,4.7619478769428218411481690e32
1.9360936093609359964773375e0,4.7636490206163536187653942e32
1.9365436543654364065503160e0,4.7653503732027474569669061e32
1.9369936993699370386678993e0,4.7670519346783382007187683e32
1.9374437443744374487408777e0,4.7687537050194693418983291e32
1.9378937893789378588138561e0,4.7704556842024822106551156e32
1.9383438343834382688868345e0,4.7721578722037642539988392e32
1.9387938793879386789598129e0,4.7738602689996604049587290e32
1.9392439243924390890327913e0,4.7755628745665588311204366e32
1.9396939693969397211503747e0,4.7772656888808340091267467e32
1.9401440144014401312233531e0,4.7789687119188950032655820e32
1.9405940594059405412963315e0,4.7806719436571242165150713e32
1.9410441044104409513693099e0,4.7823753840719415218022431e32
1.9414941494149413614422883e0,4.7840790331397646303263046e32
1.9419441944194419935598717e0,4.7857828908370199001977478e32
1.9423942394239424036328501e0,4.7874869571401329689511241e32
1.9428442844284428137058285e0,4.7891912320255424444879118e32
1.9432943294329432237788069e0,4.7908957154697128754434430e32
1.9437443744374436338517853e0,4.7926004074491008841177055e32
1.9441944194419440439247637e0,4.7943053079401659751144485e32
1.9446444644464446760423471e0,4.7960104169193698147652425e32
1.9450945094509450861153255e0,4.7977157343632201862618423e32
1.9455445544554454961883039e0,4.7994212602481924468786856e32
1.9459945994599459062612823e0,4.8011269945507936592315866e32
1.9464446444644463163342607e0,4.8028329372475092686581483e32
1.9468946894689467264072391e0,4.8045390883148838077230849e32
1.9473447344734473585248224e0,4.8062454477294207361625088e32
1.9477947794779477685978009e0,4.8079520154676559396298495e32
1.9482448244824481786707793e0,4.8096587915061253037785366e32
1.9486948694869485887437577e0,4.8113657758213827286605090e32
1.9491449144914489988167361e0,4.8130729683899741879923616e32
1.9495949594959496309343194e0,4.8147803691884708756486026e32
1.9500450045004500410072978e0,4.8164879781934403826240380e32
1.9504950495049504510802763e0,4.8181957953814553439450568e32
1.9509450945094508611532547e0,4.8199038207291172176756631e32
1.9513951395139512712262331e0,4.8216120542130058446016494e32
1.9518451845184516812992115e0,4.8233204958097385354577082e32
1.9522952295229523134167948e0,4.8250291454959109837003205e32
1.9527452745274527234897732e0,4.8267380032481613967664497e32
1.9531953195319531335627516e0,4.8284470690431042030870266e32
1.9536453645364535436357301e0,4.8301563428573754483711934e32
1.9540954095409539537087085e0,4.8318658246676162223596752e32
1.9545454545454545858262918e0,4.8335755144504971584067523e32
1.9549954995499549958992702e0,4.8352854121826478170381035e32
1.9554455445544554059722486e0,4.8369955178407575665824592e32
1.9558955895589558160452270e0,4.8387058314014970403940999e32
1.9563456345634562261182054e0,4.8404163528415383129791867e32
1.9567956795679566361911839e0,4.8421270821375772378499133e32
1.9572457245724572683087672e0,4.8438380192663363298282676e32
1.9576957695769576783817456e0,4.8455491642044905457241722e32
1.9581458145814580884547240e0,4.8472605169287652826633765e32
1.9585958595859584985277024e0,4.8489720774158902612272719e32
1.9590459045904589086006808e0,4.8506838456425952019972501e32
1.9594959495949595407182642e0,4.8523958215856127078584640e32
1.9599459945994599507912426e0,4.8541080052216998812780398e32
1.9603960396039603608642210e0,4.8558203965276102218434013e32
1.9608460846084607709371994e0,4.8575329954800965085660324e32
1.9612961296129611810101778e0,4.8592458020559280937040455e32
1.9617461746174615910831562e0,4.8609588162318959467937642e32
1.9621962196219622232007396e0,4.8626720379847823904602279e32
1.9626462646264626332737180e0,4.8643854672913805559675815e32
1.9630963096309630433466964e0,4.8660991041284965449468968e32
1.9635463546354634534196748e0,4.8678129484729429442127089e32
1.9639963996399638634926532e0,4.8695270003015193702126262e32
1.9644464446444642735656316e0,4.8712412595910708356785008e32
1.9648964896489649056832150e0,4.8729557263184322652790198e32
1.9653465346534653157561934e0,4.8746704004604414659866316e32
1.9657965796579657258291718e0,4.8763852819939448916850691e32
1.9662466246624661359021502e0,4.8781003708957918785618269e32
1.9666966696669665459751286e0,4.8798156671428771590886434e32
1.9671467146714671780927119e0,4.8815311707120507900289535e32
1.9675967596759675881656904e0,4.8832468815801988569432110e32
1.9680468046804679982386688e0,4.8849627997242009602084064e32
1.9684968496849684083116472e0,4.8866789251209806553338933e32
1.9689468946894688183846256e0,4.8883952577474168221207216e32
1.9693969396939692284576040e0,4.8901117975804358983820066e32
1.9698469846984698605751873e0,4.8918285445969549544436384e32
1.9702970297029702706481658e0,4.8935454987739033104224936e32
1.9707470747074706807211442e0,4.8952626600882246979542563e32
1.9711971197119710907941226e0,4.8969800285168462754279821e32
1.9716471647164715008671010e0,4.8986976040367305094538051e32
1.9720972097209721329846843e0,4.9004153866248398666418592e32
1.9725472547254725430576627e0,4.9021333762581382547541594e32
1.9729972997299729531306411e0,4.9038515729136032724955876e32
1.9734473447344733632036196e0,4.9055699765682146802988469e32
1.9738973897389737732765980e0,4.9072885871989752970267328e32
1.9743474347434741833495764e0,4.9090074047828663242638290e32
1.9747974797479748154671597e0,4.9107264292969006689360963e32
1.9752475247524752255401381e0,4.9124456607181034877604817e32
1.9756975697569756356131165e0,4.9141650990234876876629457e32
1.9761476147614760456860949e0,4.9158847441900841899679586e32
1.9765976597659764557590734e0,4.9176045961949311217593940e32
1.9770477047704770878766567e0,4.9193246550150810216399337e32
1.9774977497749774979496351e0,4.9210449206275770607250340e32
1.9779477947794779080226135e0,4.9227653930094804245286609e32
1.9783978397839783180955919e0,4.9244860721378760775708131e32
1.9788478847884787281685703e0,4.9262069579898194407579336e32
1.9792979297929791382415488e0,4.9279280505424113312807091e32
1.9797479747974797703591321e0,4.9296493497727395959628997e32
1.9801980198019801804321105e0,4.9313708556578928022042060e32
1.9806480648064805905050889e0,4.9330925681750056342645125e32
1.9810981098109810005780673e0,4.9348144873011681006954006e32
1.9815481548154814106510457e0,4.9365366130135091211492317e32
1.9819981998199820427686291e0,4.9382589452891763502528176e32
1.9824482448244824528416075e0,4.9399814841052792521081296e32
1.9828982898289828629145859e0,4.9417042294389820545886080e32
1.9833483348334832729875643e0,4.9434271812674525884473949e32
1.9837983798379836830605427e0,4.9451503395678284202481366e32
1.9842484248424840931335211e0,4.9468737043172838659274386e32
1.9846984698469847252511045e0,4.9485972754930141381241774e32
1.9851485148514851353240829e0,4.9503210530721827441358531e32
1.9855985598559855453970613e0,4.9520450370319884994810440e32
1.9860486048604859554700397e0,4.9537692273496403077414939e32
1.9864986498649863655430181e0,4.9554936240023384255876620e32
1.9869486948694867756159965e0,4.9572182269673032858163382e32
1.9873987398739874077335799e0,4.9589430362217574829521335e32
1.9878487848784878178065583e0,4.9606680517429171263361954e32
1.9882988298829882278795367e0,4.9623932735080487656254980e32
1.9887488748874886379525151e0,4.9641187014943793188002946e32
1.9891989198919890480254935e0,4.9658443356791645268784536e32
1.9896489648964896801430768e0,4.9675701760396831893079356e32
1.9900990099009900902160553e0,4.9692962225531831207712648e32
1.9905490549054905002890337e0,4.9710224751969460030201633e32
1.9909990999099909103620121e0,4.9727489339482585618379359e32
1.9914491449144913204349905e0,4.9744755987844240962545160e32
1.9918991899189917305079689e0,4.9762024696827365378126121e32
1.9923492349234923626255522e0,4.9779295466204912592068136e32
1.9927992799279927726985306e0,4.9796568295750239853843708e32
1.9932493249324931827715091e0,4.9813843185236372947992771e32
1.9936993699369935928444875e0,4.9831120134436798827657096e32
1.9941494149414940029174659e0,4.9848399143124752244399324e32
1.9945994599459946350350492e0,4.9865680211073835443511690e32
1.9950495049504950451080276e0,4.9882963338057412880226104e32
1.9954995499549954551810060e0,4.9900248523849266943819893e32
1.9959495949594958652539844e0,4.9917535768222906204713042e32
1.9963996399639962753269629e0,4.9934825070952249961611554e32
1.9968496849684966853999413e0,4.9952116431811058986514546e32
1.9972997299729973175175246e0,4.9969409850573288606925037e32
1.9977497749774977275905030e0,4.9986705327012822092752009e32
1.9981998199819981376634814e0,5.0004002860903866973077617e32
1.9986498649864985477364598e0,5.0021302452020493867555339e32
1.9990999099909989578094383e0,5.0038604100136939128304945e32
1.9995499549954995899270216e0,5.0055907805027467930483818e32
2.0000000000000000000000000e0,5.0073213566466503975956223e32
2.0004500450045004100729784e0,5.0090521384228463760827025e32
2.0009000900090008201459568e0,5.0107831258087763781201085e32
2.0013501350135012302189352e0,5.0125143187819224055709878e32
2.0018001800180016402919136e0,5.0142457173197239463180058e32
2.0022502250225020503648921e0,5.0159773213996723697115347e32
2.0027002700270024604378705e0,5.0177091309992511187666028e32
2.0031503150315028705108489e0,5.0194411460959414747704174e32
2.0036003600360032805838273e0,5.0211733666672549831996814e32
2.0040504050405036906568057e0,5.0229057926906786899491251e32
2.0045004500450045448189940e0,5.0246384241437335079826764e32
2.0049504950495049548919724e0,5.0263712610039295416251577e32
2.0054005400540053649649508e0,5.0281043032488172474540525e32
2.0058505850585057750379292e0,5.0298375508559052886423023e32
2.0063006300630061851109076e0,5.0315710038027506069508542e32
2.0067506750675065951838860e0,5.0333046620668921297421456e32
2.0072007200720074493460743e0,5.0350385256259012102959310e32
2.0076507650765078594190527e0,5.0367725944573355109490979e32
2.0081008100810082694920311e0,5.0385068685387685467092218e32
2.0085508550855086795650095e0,5.0402413478477745531598190e32
2.0090009000900090896379879e0,5.0419760323619465008588552e32
2.0094509450945094997109663e0,5.0437109220588766397883560e32
2.0099009900990099097839447e0,5.0454460169161665874175720e32
2.0103510351035103198569232e0,5.0471813169114194023676343e32
2.0108010801080107299299016e0,5.0489168220222734514807528e32
2.0112511251125111400028800e0,5.0506525322263346756818203e32
2.0117011701170115500758584e0,5.0523884475012385595092850e32
2.0121512151215119601488368e0,5.0541245678246270726850586e32
2.0126012601260123702218152e0,5.0558608931741342585957088e32
2.0130513051305127802947936e0,5.0575974235274345128804643e32
2.0135013501350131903677720e0,5.0593341588621813344762829e32
2.0139513951395136004407505e0,5.0610710991560404721111088e32
2.0144014401440140105137289e0,5.0628082443866870420001111e32
2.0148514851485148646759171e0,5.0645455945318127336050879e32
2.0153015301530152747488955e0,5.0662831495691077952359562e32
2.0157515751575156848218739e0,5.0680209094762531077154082e32
2.0162016201620160948948524e0,5.0697588742309879185173069e32
2.0166516651665165049678308e0,5.0714970438109974319199866e32
2.0171017101710173591300190e0,5.0732354181940187336694893e32
2.0175517551755177692029974e0,5.0749739973577694539614664e32
2.0180018001800181792759759e0,5.0767127812799938843013635e32
2.0184518451845185893489543e0,5.0784517699384226252517591e32
2.0189018901890189994219327e0,5.0801909633108215855963099e32
2.0193519351935194094949111e0,5.0819303613749429831758059e32
2.0198019801980198195678895e0,5.0836699641085455210145002e32
2.0202520252025202296408679e0,5.0854097714894116811426783e32
2.0207020702070206397138463e0,5.0871497834953189015590435e32
2.0211521152115210497868247e0,5.0888900001040518260217024e32
2.0216021602160214598598031e0,5.0906304212934051863519273e32
2.0220522052205218699327816e0,5.0923710470411751555228709e32
2.0225022502250222800057600e0,5.0941118773251881706971822e32
2.0229522952295226900787384e0,5.0958529121232483311833581e32
2.0234023402340231001517168e0,5.0975941514131799124162264e32
2.0238523852385235102246952e0,5.0993355951728259248050646e32
2.0243024302430239202976736e0,5.1010772433800048791771773e32
