r (AU),total_fragment_number
5.6120612061206121001788460e-1,7.0225806959532553769773768e31
5.6165616561656162009086302e-1,7.0313555831377480684972880e31
5.6210621062106214118614389e-1,7.0401342886372684376952176e31
5.6255625562556255125912230e-1,7.0489168109631047903077238e31
5.6300630063006296133210071e-1,7.0577031486283342618433558e31
5.6345634563456348242738159e-1,7.0664933001477984981446669e31
5.6390639063906389250036000e-1,7.0752872640380757330705244e31
5.6435643564356441359564087e-1,7.0840850388175240230525324e31
5.6480648064806482366861928e-1,7.0928866230062326082190562e31
5.6525652565256523374159769e-1,7.1016920151260750548708253e31
5.6570657065706564381457611e-1,7.1105012137006254885278644e31
5.6615661566156616490985698e-1,7.1193142172552396587227857e31
5.6660666066606657498283539e-1,7.1281310243170008958052610e31
5.6705670567056709607811626e-1,7.1369516334147381253405309e31
5.6750675067506750615109468e-1,7.1457760430789745270736525e31
5.6795679567956791622407309e-1,7.1546042518420022946833143e31
5.6840684068406843731935396e-1,7.1634362582378475077047423e31
5.6885688568856884739233237e-1,7.1722720608022088825747681e31
5.6930693069306925746531078e-1,7.1811116580725568518236305e31
5.6975697569756977856059166e-1,7.1899550485880389884828015e31
5.7020702070207018863357007e-1,7.1988022308895331485605884e31
5.7065706570657059870654848e-1,7.2076532035196510739218366e31
5.7110711071107111980182935e-1,7.2165079650226573274946361e31
5.7155715571557152987480777e-1,7.2253665139445386487045835e31
5.7200720072007205097008864e-1,7.2342288488330075563544839e31
5.7245724572457246104306705e-1,7.2430949682374492061487476e31
5.7290729072907287111604546e-1,7.2519648707089457101313782e31
5.7335733573357339221132634e-1,7.2608385548002635266070160e31
5.7380738073807380228430475e-1,7.2697160190658597651804158e31
5.7425742574257421235728316e-1,7.2785972620618641723579383e31
5.7470747074707473345256403e-1,7.2874822823461124581847917e31
5.7515751575157514352554244e-1,7.2963710784780904516096530e31
5.7560756075607555359852086e-1,7.3052636490189737321613886e31
5.7605760576057607469380173e-1,7.3141599925315870975524080e31
5.7650765076507648476678014e-1,7.3230601075804279823967258e31
5.7695769576957700586206101e-1,7.3319639927316871747682483e31
5.7740774077407741593503943e-1,7.3408716465531785600465860e31
5.7785778577857782600801784e-1,7.3497830676143868590731037e31
5.7830783078307834710329871e-1,7.3586982544864370036734547e31
5.7875787578757875717627712e-1,7.3676172057421292647346740e31
5.7920792079207916724925553e-1,7.3765399199559032234081597e31
5.7965796579657968834453641e-1,7.3854663957038368703897471e31
5.8010801080108009841751482e-1,7.3943966315636213857617954e31
5.8055805580558050849049323e-1,7.4033306261146476081060340e31
5.8100810081008102958577410e-1,7.4122683779378997495523554e31
5.8145814581458143965875252e-1,7.4212098856159959281754624e31
5.8190819081908196075403339e-1,7.4301551477331782600756877e31
5.8235823582358237082701180e-1,7.4391041628753344766572048e31
5.8280828082808278089999021e-1,7.4480569296299546900716061e31
5.8325832583258330199527109e-1,7.4570134465861737270543993e31
5.8370837083708371206824950e-1,7.4659737123347098799700758e31
5.8415841584158412214122791e-1,7.4749377254678991341692784e31
5.8460846084608464323650878e-1,7.4839054845797266931861930e31
5.8505850585058505330948719e-1,7.4928769882657306017065228e31
5.8550855085508546338246560e-1,7.5018522351230683988419735e31
5.8595859585958598447774648e-1,7.5108312237505387354084646e31
5.8640864086408639455072489e-1,7.5198139527484949048132838e31
5.8685868586858691564600576e-1,7.5288004207188673610532241e31
5.8730873087308732571898418e-1,7.5377906262652267691093667e31
5.8775877587758773579196259e-1,7.5467845679927227559921490e31
5.8820882088208814586494100e-1,7.5557822445080469812244199e31
5.8865886588658866696022187e-1,7.5647836544195304145933914e31
5.8910891089108907703320028e-1,7.5737887963370406540791341e31
5.8955895589558959812848116e-1,7.5827976688720584870482428e31
5.9000900090009000820145957e-1,7.5918102706375941233007674e31
5.9045904590459041827443798e-1,7.6008266002482772670627600e31
5.9090909090909093936971885e-1,7.6098466563202526334749203e31
5.9135913591359134944269726e-1,7.6188704374712700205851430e31
5.9180918091809175951567568e-1,7.6278979423206149539142557e31
5.9225922592259228061095655e-1,7.6369291694891762404504304e31
5.9270927092709269068393496e-1,7.6459641175993207685795417e31
5.9315931593159310075691337e-1,7.6550027852750439283127216e31
5.9360936093609362185219425e-1,7.6640451711418660284949296e31
5.9405940594059403192517266e-1,7.6730912738268133816865181e31
5.9450945094509455302045353e-1,7.6821410919585038725561520e31
5.9495949594959496309343194e-1,7.6911946241671127305236410e31
5.9540954095409537316641035e-1,7.7002518690842779541677648e31
5.9585958595859589426169123e-1,7.7093128253432426249744980e31
5.9630963096309630433466964e-1,7.7183774915787684382241643e31
5.9675967596759671440764805e-1,7.7274458664271122842733746e31
5.9720972097209723550292892e-1,7.7365179485260929018295117e31
5.9765976597659764557590734e-1,7.7455937365150350333153515e31
5.9810981098109805564888575e-1,7.7546732290348234680645905e31
5.9855985598559857674416662e-1,7.7637564247277688350529510e31
5.9900990099009898681714503e-1,7.7728433222378129670411890e31
5.9945994599459950791242591e-1,7.7819339202103208342723093e31
5.9990999099909991798540432e-1,7.7910282172922012409415795e31
6.0036003600360032805838273e-1,7.8001262121319005201570514e31
6.0081008100810084915366360e-1,7.8092279033792863410691749e31
6.0126012601260125922664201e-1,7.8183332896858269521359676e31
6.0171017101710166929962043e-1,7.8274423697043939234593353e31
6.0216021602160219039490130e-1,7.8365551420894458936498697e31
6.0261026102610260046787971e-1,7.8456716054968592344808583e31
6.0306030603060301054085812e-1,7.8547917585840442437586712e31
6.0351035103510353163613900e-1,7.8639156000098766906084249e31
6.0396039603960394170911741e-1,7.8730431284347266385115972e31
6.0441044104410446280439828e-1,7.8821743425204512395466239e31
6.0486048604860487287737669e-1,7.8913092409303803228700908e31
6.0531053105310528295035510e-1,7.9004478223293073875174792e31
6.0576057605760580404563598e-1,7.9095900853835166240009299e31
6.0621062106210621411861439e-1,7.9187360287607594955911811e31
6.0666066606660662419159280e-1,7.9278856511302700505563014e31
6.0711071107110714528687367e-1,7.9370389511627144818458632e31
6.0756075607560755535985209e-1,7.9461959275302415674067693e31
6.0801080108010796543283050e-1,7.9553565789064565493054138e31
6.0846084608460848652811137e-1,7.9645209039664328430867142e31
6.0891089108910889660108978e-1,7.9736889013866778104169421e31
6.0936093609360941769637066e-1,7.9828605698451895044390292e31
6.0981098109810982776934907e-1,7.9920359080213458812217334e31
6.1026102610261023784232748e-1,8.0012149145960669293462241e31
6.1071107110711064791530589e-1,8.0103975882516174122424038e31
6.1116111611161116901058676e-1,8.0195839276717906150537042e31
6.1161116111611157908356518e-1,8.0287739315417417114508742e31
6.1206120612061210017884605e-1,8.0379675985481318788200552e31
6.1251125112511251025182446e-1,8.0471649273790039989130659e31
6.1296129612961292032480287e-1,8.0563659167238619212008439e31
6.1341134113411344142008375e-1,8.0655705652736200225576194e31
6.1386138613861385149306216e-1,8.0747788717206239238192009e31
6.1431143114311426156604057e-1,8.0839908347586640005818573e31
6.1476147614761478266132144e-1,8.0932064530829096306477583e31
6.1521152115211519273429985e-1,8.1024257253899758472994597e31
6.1566156615661560280727826e-1,8.1116486503778954169822134e31
6.1611161116111612390255914e-1,8.1208752267461080306648619e31
6.1656165616561653397553755e-1,8.1301054531954539988003599e31
6.1701170117011705507081842e-1,8.1393393284281886628445818e31
6.1746174617461746514379684e-1,8.1485768511479760902168437e31
6.1791179117911787521677525e-1,8.1578180200598980814991578e31
6.1836183618361839631205612e-1,8.1670628338703893186015985e31
6.1881188118811880638503453e-1,8.1763112912873292381947005e31
6.1926192619261921645801294e-1,8.1855633910199807827545269e31
6.1971197119711973755329382e-1,8.1948191317789976063220726e31
6.2016201620162014762627223e-1,8.2040785122763826413866928e31
6.2061206120612055769925064e-1,8.2133415312256141996756694e31
6.2106210621062107879453151e-1,8.2226081873414640267292649e31
6.2151215121512148886750992e-1,8.2318784793401504242880534e31
6.2196219621962200996279080e-1,8.2411524059392445754206709e31
6.2241224122412242003576921e-1,8.2504299658577083747606855e31
6.2286228622862283010874762e-1,8.2597111578158547968298764e31
6.2331233123312335120402849e-1,8.2689959805353983363540608e31
6.2376237623762376127700691e-1,8.2782844327393955607480117e31
6.2421242124212417134998532e-1,8.2875765131523117633899443e31
6.2466246624662469244526619e-1,8.2968722204999218844297125e31
6.2511251125112510251824460e-1,8.3061715535094203986197178e31
6.2556255625562551259122301e-1,8.3154745109093258390028086e31
6.2601260126012603368650389e-1,8.3247810914295150242694479e31
6.2646264626462644375948230e-1,8.3340912938012410731562235e31
6.2691269126912696485476317e-1,8.3434051167570991770886795e31
6.2736273627362737492774158e-1,8.3527225590310338059407200e31
6.2781278127812778500072000e-1,8.3620436193583387080346097e31
6.2826282628262819507369841e-1,8.3713682964756551087011221e31
6.2871287128712871616897928e-1,8.3806965891209609016404347e31
6.2916291629162912624195769e-1,8.3900284960336030748394452e31
6.2961296129612964733723857e-1,8.3993640159542328587371382e31
6.3006300630063005741021698e-1,8.4087031476248309463824978e31
6.3051305130513046748319539e-1,8.4180458897887669409495892e31
6.3096309630963098857847626e-1,8.4273922411906984751059056e31
6.3141314131413139865145467e-1,8.4367422005766162470086419e31
6.3186318631863191974673555e-1,8.4460957666938404174249928e31
6.3231323132313232981971396e-1,8.4554529382910440284502150e31
6.3276327632763273989269237e-1,8.4648137141181575271955271e31
6.3321332133213314996567078e-1,8.4741780929264786536190173e31
6.3366336633663367106095166e-1,8.4835460734686508232474322e31
6.3411341134113408113393007e-1,8.4929176544985784595031821e31
6.3456345634563460222921094e-1,8.5022928347714918455389752e31
6.3501350135013501230218935e-1,8.5116716130439309112791590e31
6.3546354635463542237516776e-1,8.5210539880737902694159941e31
6.3591359135913594347044864e-1,8.5304399586201732987817273e31
6.3636363636363635354342705e-1,8.5398295234436083171307054e31
6.3681368136813687463870792e-1,8.5492226813058252025978576e31
6.3726372637263728471168633e-1,8.5586194309699049132063245e31
6.3771377137713769478466475e-1,8.5680197712001912163147612e31
6.3816381638163810485764316e-1,8.5774237007623717534106300e31
6.3861386138613862595292403e-1,8.5868312184233951738770573e31
6.3906390639063903602590244e-1,8.5962423229514783407522368e31
6.3951395139513955712118332e-1,8.6056570131161801897633185e31
6.3996399639963996719416173e-1,8.6150752876882936429353523e31
6.4041404140414037726714014e-1,8.6244971454399230705048779e31
6.4086408640864089836242101e-1,8.6339225851444608722018635e31
6.4131413141314130843539942e-1,8.6433516055765496470128348e31
6.4176417641764171850837783e-1,8.6527842055121470450155102e31
6.4221422142214223960365871e-1,8.6622203837284194824275939e31
6.4266426642664264967663712e-1,8.6716601390039096755129147e31
6.4311431143114305974961553e-1,8.6811034701183258721188651e31
6.4356435643564358084489641e-1,8.6905503758527165913419427e31
6.4401440144014399091787482e-1,8.7000008549893571328171410e31
6.4446444644464451201315569e-1,8.7094549063117820026352663e31
6.4491449144914492208613410e-1,8.7189125286048245450196585e31
6.4536453645364533215911251e-1,8.7283737206545556933712590e31
6.4581458145814574223209092e-1,8.7378384812482911760280143e31
6.4626462646264626332737180e-1,8.7473068091746239421821932e31
6.4671467146714667340035021e-1,8.7567787032233809273239640e31
6.4716471647164719449563108e-1,8.7662541621856572805985627e31
6.4761476147614760456860949e-1,8.7757331848537767331295717e31
6.4806480648064801464158791e-1,8.7852157700213294282557901e31
6.4851485148514853573686878e-1,8.7947019164831467013733205e31
6.4896489648964894580984719e-1,8.8041916230352632496986985e31
6.4941494149414946690512807e-1,8.8136848884750198143403975e31
6.4986498649864987697810648e-1,8.8231817116009244694303052e31
6.5031503150315028705108489e-1,8.8326820912127877301125448e31
6.5076507650765069712406330e-1,8.8421860261116216719118220e31
6.5121512151215121821934417e-1,8.8516935150996615480116364e31
6.5166516651665162829232258e-1,8.8612045569803747964535360e31
6.5211521152115214938760346e-1,8.8707191505584610401371174e31
6.5256525652565255946058187e-1,8.8802372946398574911395788e31
6.5301530153015296953356028e-1,8.8897589880316957161592969e31
6.5346534653465349062884115e-1,8.8992842295423610840309083e31
6.5391539153915390070181957e-1,8.9088130179814369210899303e31
6.5436543654365442179710044e-1,8.9183453521597171212517173e31
6.5481548154815483187007885e-1,8.9278812308892223589701193e31
6.5526552655265524194305726e-1,8.9374206529831928834780786e31
6.5571557155715565201603567e-1,8.9469636172560669015094176e31
6.5616561656165617311131655e-1,8.9565101225234841801785415e31
6.5661566156615658318429496e-1,8.9660601676023076642586492e31
6.5706570657065710427957583e-1,8.9756137513106072632230748e31
6.5751575157515751435255424e-1,8.9851708724676202195685669e31
6.5796579657965792442553266e-1,8.9947315298938357764882833e31
6.5841584158415844552081353e-1,9.0042957224109087087589448e31
6.5886588658865885559379194e-1,9.0138634488416665285002401e31
6.5931593159315937668907281e-1,9.0234347080102085643666268e31
6.5976597659765978676205123e-1,9.0330094987417330233216411e31
6.6021602160216019683502964e-1,9.0425878198626883115853774e31
6.6066606660666060690800805e-1,9.0521696702007099842397047e31
6.6111611161116112800328892e-1,9.0617550485845865178710990e31
6.6156615661566153807626733e-1,9.0713439538443007436872149e31
6.6201620162016205917154821e-1,9.0809363848110424575958424e31
6.6246624662466246924452662e-1,9.0905323403171759942875895e31
6.6291629162916287931750503e-1,9.1001318191961915883599071e31
6.6336633663366340041278590e-1,9.1097348202828278722269530e31
6.6381638163816381048576432e-1,9.1193413424129493782097276e31
6.6426642664266422055874273e-1,9.1289513844236240004496650e31
6.6471647164716474165402360e-1,9.1385649451530671502732529e31
6.6516651665166515172700201e-1,9.1481820234406453590717352e31
6.6561656165616556179998042e-1,9.1578026181269429315755965e31
6.6606660666066608289526130e-1,9.1674267280536808810612701e31
6.6651665166516649296823971e-1,9.1770543520637277379902430e31
6.6696669666966701406352058e-1,9.1866854890011373802459262e31
6.6741674167416742413649899e-1,9.1963201377111076000170827e31
6.6786678667866783420947741e-1,9.2059582970400053239557411e31
6.6831683168316824428245582e-1,9.2155999658353143714215178e31
6.6876687668766876537773669e-1,9.2252451429457417394328229e31
6.6921692169216917545071510e-1,9.2348938272210680831592318e31
6.6966696669666969654599598e-1,9.2445460175122720152712003e31
6.7011701170117010661897439e-1,9.2542017126714580483460269e31
6.7056705670567051669195280e-1,9.2638609115518962265445737e31
6.7101710171017103778723367e-1,9.2735236130079969054533528e31
6.7146714671467144786021208e-1,9.2831898158952459002498924e31
6.7191719171917196895549296e-1,9.2928595190703720196088751e31
6.7236723672367237902847137e-1,9.3025327213911759289162976e31
6.7281728172817278910144978e-1,9.3122094217166094136229126e31
6.7326732673267319917442819e-1,9.3218896189067609677254208e31
6.7371737173717372026970907e-1,9.3315733118228629995258754e31
6.7416741674167413034268748e-1,9.3412604993272053625188359e31
6.7461746174617465143796835e-1,9.3509511802833335137749728e31
6.7506750675067506151094676e-1,9.3606453535557981138017858e31
6.7551755175517547158392517e-1,9.3703430180103639935663135e31
6.7596759675967599267920605e-1,9.3800441725138372162694427e31
6.7641764176417640275218446e-1,9.3897488159342037882144312e31
6.7686768676867692384746533e-1,9.3994569471405594026527209e31
6.7731773177317733392044374e-1,9.4091685650030914253854282e31
6.7776777677767774399342215e-1,9.4188836683931437465979786e31
6.7821782178217815406640057e-1,9.4286022561831032901494962e31
6.7866786678667867516168144e-1,9.4383243272465567388398367e31
6.7911791179117908523465985e-1,9.4480498804581139933041946e31
6.7956795679567960632994073e-1,9.4577789146935703015996881e31
6.8001800180018001640291914e-1,9.4675114288297693497766873e31
6.8046804680468042647589755e-1,9.4772474217446825252322558e31
6.8091809180918094757117842e-1,9.4869868923173872994319396e31
6.8136813681368135764415683e-1,9.4967298394280492135112572e31
6.8181818181818187873943771e-1,9.5064762619579434955539114e31
6.8226822682268228881241612e-1,9.5162261587894334433135774e31
6.8271827182718269888539453e-1,9.5259795288059758285334562e31
6.8316831683168310895837294e-1,9.5357363708921335070252310e31
6.8361836183618363005365381e-1,9.5454966839335411913118991e31
6.8406840684068404012663223e-1,9.5552604668169378765450890e31
6.8451845184518456122191310e-1,9.5650277184301542304261039e31
6.8496849684968497129489151e-1,9.5747984376620873730480084e31
6.8541854185418538136786992e-1,9.5845726234027441114520509e31
6.8586858685868579144084833e-1,9.5943502745431868964321358e31
6.8631863186318631253612921e-1,9.6041313899755896671702023e31
6.8676867686768672260910762e-1,9.6139159685931675950820377e31
6.8721872187218724370438849e-1,9.6237040092902455385316135e31
6.8766876687668765377736690e-1,9.6334955109622130068348115e31
6.8811881188118806385034532e-1,9.6432904725055061458609144e31
6.8856885688568858494562619e-1,9.6530888928176888028258984e31
6.8901890189018899501860460e-1,9.6628907707973570499803332e31
6.8946894689468951611388547e-1,9.6726961053441860220455064e31
6.8991899189918992618686389e-1,9.6825048953588956888562554e31
6.9036903690369033625984230e-1,9.6923171397433157071956020e31
6.9081908190819074633282071e-1,9.7021328374003061574413100e31
6.9126912691269126742810158e-1,9.7119519872337773594042463e31
6.9171917191719167750107999e-1,9.7217745881487367097645051e31
6.9216921692169219859636087e-1,9.7316006390512382417555815e31
6.9261926192619260866933928e-1,9.7414301388483628093260113e31
6.9306930693069301874231769e-1,9.7512630864482847404138554e31
6.9351935193519353983759856e-1,9.7610994807601979779128119e31
6.9396939693969394991057698e-1,9.7709393206943953430256569e31
6.9441944194419447100585785e-1,9.7807826051621694560724429e31
6.9486948694869488107883626e-1,9.7906293330758721840055801e31
6.9531953195319529115181467e-1,9.8004795033489164418496869e31
6.9576957695769570122479308e-1,9.8103331148957689869421865e31
6.9621962196219622232007396e-1,9.8201901666318999786174804e31
6.9666966696669663239305237e-1,9.8300506574738694473197935e31
6.9711971197119715348833324e-1,9.8399145863392192082121178e31
6.9756975697569756356131165e-1,9.8497819521465791461274176e31
6.9801980198019797363429007e-1,9.8596527538156023637339961e31
6.9846984698469849472957094e-1,9.8695269902669867988137063e31
6.9891989198919890480254935e-1,9.8794046604224355925852305e31
6.9936993699369942589783022e-1,9.8892857632046624940236326e31
6.9981998199819983597080864e-1,9.8991702975374927404920117e31
7.0027002700270024604378705e-1,9.9090582623457081339143206e31
7.0072007200720065611676546e-1,9.9189496565551623329258259e31
7.0117011701170117721204633e-1,9.9288444790926799722414556e31
7.0162016201620158728502474e-1,9.9387427288861611461671536e31
7.0207020702070210838030562e-1,9.9486444048644895351674816e31
7.0252025202520251845328403e-1,9.9585495059576188749784644e31
7.0297029702970292852626244e-1,9.9684580310964486572578747e31
7.0342034203420344962154331e-1,9.9783699792129718476530109e31
7.0387038703870385969452173e-1,9.9882853492401217634133661e31
7.0432043204320438078980260e-1,9.9982041401119143871388534e31
7.0477047704770479086278101e-1,1.0008126350763334876069196e32
7.0522052205220520093575942e-1,1.0018051980130371789441095e32
7.0567056705670561100873783e-1,1.0027981027150065727364206e32
7.0612061206120613210401871e-1,1.0037913490760408450189485e32
7.0657065706570654217699712e-1,1.0047849369900467177858903e32
7.0702070207020706327227799e-1,1.0057788663510238673277521e32
7.0747074707470747334525640e-1,1.0067731370530759130144398e32
7.0792079207920788341823481e-1,1.0077677489904091562873632e32
7.0837083708370829349121323e-1,1.0087627020573228528842412e32
7.0882088208820881458649410e-1,1.0097579961482227236379835e32
7.0927092709270922465947251e-1,1.0107536311576087046857046e32
7.0972097209720974575475338e-1,1.0117496069800870171157248e32
7.1017101710171015582773180e-1,1.0127459235103541341528971e32
7.1062106210621056590071021e-1,1.0137425806432146154131312e32
7.1107110711071108699599108e-1,1.0147395782735650740887203e32
7.1152115211521149706896949e-1,1.0157369162964051657314318e32
7.1197119711971201816425037e-1,1.0167345946068298420611484e32
7.1242124212421242823722878e-1,1.0177326131000370971572270e32
7.1287128712871283831020719e-1,1.0187309716713169786754078e32
7.1332133213321324838318560e-1,1.0197296702160672603745178e32
7.1377137713771376947846647e-1,1.0207287086297721851262296e32
7.1422142214221417955144489e-1,1.0217280868080199388816154e32
7.1467146714671470064672576e-1,1.0227278046464977867835496e32
7.1512151215121511071970417e-1,1.0237278620409899114388875e32
7.1557155715571552079268258e-1,1.0247282588873768724865103e32
7.1602160216021604188796346e-1,1.0257289950816332647255186e32
