time (Julian Date),wavelength (nm),irradiance (W/m^2/nm)
2458856.0,259.50,0.103209
2458856.0,260.50,0.08314587
2458856.0,261.50,0.08090152
2458856.0,262.50,0.1027569
2458856.0,263.50,0.1517293
2458856.0,264.50,0.2387475
2458856.0,265.50,0.249043
2458856.0,266.50,0.2440015
2458856.0,267.50,0.2440835
2458856.0,268.50,0.2443151
2458856.0,269.50,0.2174507
2458856.0,270.50,0.2756941
2458856.0,271.50,0.2302331
2458856.0,272.50,0.1810511
2458856.0,273.50,0.208142
2458856.0,274.50,0.1217839
2458856.0,275.50,0.1751523
2458856.0,276.50,0.2441227
2458856.0,277.50,0.2423919
2458856.0,278.50,0.1595114
2458856.0,279.50,0.07447386
2458856.0,280.50,0.0861174
2458856.0,281.50,0.2065092
2458856.0,282.50,0.2907059
2458856.0,283.50,0.3252631
2458856.0,284.50,0.2502948
2458856.0,285.50,0.1254508
2458856.0,286.50,0.3401744
2458856.0,287.50,0.3732115
2458856.0,288.50,0.3073987
2458856.0,289.50,0.459124
2458856.0,290.50,0.6134599
2458856.0,291.50,0.5709197
2458856.0,292.50,0.5005308
2458856.0,293.50,0.5638043
2458856.0,294.50,0.5096457
2458856.0,295.50,0.5690539
2458856.0,296.50,0.5099032
2458856.0,297.50,0.5432928
2458856.0,298.50,0.4024644
2458856.0,299.50,0.5651838
2458856.0,300.50,0.3718723
2458856.0,301.50,0.5071909
2458856.0,302.50,0.4941342
2458856.0,303.50,0.6504059
2458856.0,304.50,0.6113773
2458856.0,305.50,0.6428093
2458856.0,306.50,0.5736598
2458856.0,307.50,0.6608685
2458856.0,308.50,0.6666241
2458856.0,309.50,0.500946
2458856.0,310.25,0.5569446
2458856.0,310.48,0.6041445
2458856.0,310.71,0.6464337
2458856.0,310.95,0.6739943
2458856.0,311.18,0.6899795
2458856.0,311.42,0.6963479
2458856.0,311.65,0.6828586
2458856.0,311.89,0.664234
2458856.0,312.12,0.6480549
2458856.0,312.36,0.6403712
2458856.0,312.60,0.6374261
2458856.0,312.84,0.6430072
2458856.0,313.08,0.6557361
2458856.0,313.32,0.6617323
2458856.0,313.56,0.6662834
2458856.0,313.80,0.6674876
2458856.0,314.04,0.6658037
2458856.0,314.28,0.6568081
2458856.0,314.53,0.6489153
2458856.0,314.77,0.6400167
2458856.0,315.02,0.630826
2458856.0,315.26,0.6179853
2458856.0,315.51,0.6035737
2458856.0,315.75,0.5925148
2458856.0,316.00,0.5957231
2458856.0,316.25,0.6085453
2458856.0,316.50,0.6376296
2458856.0,316.75,0.6612872
2458856.0,317.00,0.6904314
2458856.0,317.25,0.7064612
2458856.0,317.50,0.7116283
2458856.0,317.75,0.7024138
2458856.0,318.01,0.683545
2458856.0,318.26,0.6661817
2458856.0,318.51,0.655762
2458856.0,318.77,0.6573578
2458856.0,319.02,0.66044
2458856.0,319.28,0.6723613
2458856.0,319.54,0.6989857
2458856.0,319.80,0.7220712
2458856.0,320.06,0.736919
2458856.0,320.32,0.7365976
2458856.0,320.58,0.7357176
2458856.0,320.84,0.7322341
2458856.0,321.10,0.7195498
2458856.0,321.36,0.7001439
2458856.0,321.62,0.6906395
2458856.0,321.89,0.6792696
2458856.0,322.15,0.669632
2458856.0,322.42,0.6590072
2458856.0,322.69,0.6542408
2458856.0,322.95,0.6504079
2458856.0,323.22,0.6535942
2458856.0,323.49,0.6610909
2458856.0,323.76,0.6768166
2458856.0,324.03,0.6954926
2458856.0,324.30,0.7216323
2458856.0,324.57,0.7480863
2458856.0,324.85,0.7797546
2458856.0,325.12,0.8103793
2458856.0,325.39,0.8430725
2458856.0,325.67,0.881222
2458856.0,325.94,0.9039258
2458856.0,326.22,0.9275983
2458856.0,326.50,0.9408581
2458856.0,326.78,0.9492708
2458856.0,327.06,0.9445495
2458856.0,327.34,0.9334449
2458856.0,327.62,0.9261971
2458856.0,327.90,0.9194585
2458856.0,328.18,0.918407
2458856.0,328.47,0.9280905
2458856.0,328.75,0.946338
2458856.0,329.04,0.9752923
2458856.0,329.32,0.9936826
2458856.0,329.61,1.006657
2458856.0,329.90,1.015494
2458856.0,330.19,1.011492
2458856.0,330.48,0.9976267
2458856.0,330.77,0.9841217
2458856.0,331.06,0.9656462
2458856.0,331.35,0.9564663
2458856.0,331.64,0.9471228
2458856.0,331.94,0.9427851
2458856.0,332.23,0.9351954
2458856.0,332.53,0.9316334
2458856.0,332.83,0.9247497
2458856.0,333.12,0.9216876
2458856.0,333.42,0.9206952
2458856.0,333.72,0.917557
2458856.0,334.02,0.9236775
2458856.0,334.32,0.9372399
2458856.0,334.63,0.9394157
2458856.0,334.93,0.9317199
2458856.0,335.23,0.9232902
2458856.0,335.54,0.9113592
2458856.0,335.85,0.8807864
2458856.0,336.15,0.8519688
2458856.0,336.46,0.8390269
2458856.0,336.77,0.8314897
2458856.0,337.08,0.8301806
2458856.0,337.39,0.839578
2458856.0,337.71,0.8614895
2458856.0,338.02,0.8804943
2458856.0,338.33,0.8964418
2458856.0,338.65,0.922186
2458856.0,338.96,0.9427084
2458856.0,339.28,0.9569612
2458856.0,339.60,0.9698196
2458856.0,339.92,0.9806997
2458856.0,340.24,0.9827344
2458856.0,340.56,0.9799459
2458856.0,340.88,0.971328
2458856.0,341.21,0.9660604
2458856.0,341.53,0.9640745
2458856.0,341.86,0.9679604
2458856.0,342.18,0.9748248
2458856.0,342.51,0.9758284
2458856.0,342.84,0.9679379
2458856.0,343.17,0.9487466
2458856.0,343.50,0.9271105
2458856.0,343.83,0.8998084
2458856.0,344.17,0.8790753
2458856.0,344.50,0.8718959
2458856.0,344.84,0.8737884
2458856.0,345.17,0.8886634
2458856.0,345.51,0.9071219
2458856.0,345.85,0.9175397
2458856.0,346.19,0.9262961
2458856.0,346.53,0.9328049
2458856.0,346.88,0.9304043
2458856.0,347.22,0.9268286
2458856.0,347.56,0.9203689
2458856.0,347.91,0.9133466
2458856.0,348.26,0.9110749
2458856.0,348.60,0.9135065
2458856.0,348.95,0.9226424
2458856.0,349.30,0.9345731
2458856.0,349.66,0.9535502
2458856.0,350.01,0.972924
2458856.0,350.36,0.9967494
2458856.0,350.72,1.007049
2458856.0,351.08,1.000424
2458856.0,351.43,0.9937162
2458856.0,351.79,0.9851629
2458856.0,352.15,0.9797647
2458856.0,352.52,0.9750497
2458856.0,352.88,0.990998
2458856.0,353.24,1.018774
2458856.0,353.61,1.047497
2458856.0,353.98,1.068619
2458856.0,354.34,1.085912
2458856.0,354.71,1.093658
2458856.0,355.08,1.080162
2458856.0,355.46,1.051419
2458856.0,355.83,1.021283
2458856.0,356.20,0.9825899
2458856.0,356.58,0.9346519
2458856.0,356.96,0.8835133
2458856.0,357.34,0.8485833
2458856.0,357.72,0.82959
2458856.0,358.10,0.8229831
2458856.0,358.48,0.8361249
2458856.0,358.86,0.8667681
2458856.0,359.25,0.9080991
2458856.0,359.64,0.9467114
2458856.0,360.03,0.9651052
2458856.0,360.42,0.9692828
2458856.0,360.81,0.9697751
2458856.0,361.20,0.970564
2458856.0,361.59,0.9626706
2458856.0,361.99,0.9641678
2458856.0,362.39,0.9796853
2458856.0,362.79,0.9999269
2458856.0,363.19,1.010825
2458856.0,363.59,1.021114
2458856.0,363.99,1.045311
2458856.0,364.39,1.071186
2458856.0,364.80,1.092767
2458856.0,365.21,1.12357
2458856.0,365.62,1.163503
2458856.0,366.03,1.190074
2458856.0,366.44,1.203114
2458856.0,366.85,1.206492
2458856.0,367.27,1.207339
2458856.0,367.69,1.200684
2458856.0,368.10,1.193155
2458856.0,368.52,1.191085
2458856.0,368.95,1.191977
2458856.0,369.37,1.203269
2458856.0,369.79,1.215446
2458856.0,370.22,1.206265
2458856.0,370.65,1.194278
2458856.0,371.08,1.181949
2458856.0,371.51,1.160015
2458856.0,371.94,1.119063
2458856.0,372.38,1.081051
2458856.0,372.81,1.044565
2458856.0,373.25,1.012681
2458856.0,373.69,0.9884009
2458856.0,374.13,0.9808401
2458856.0,374.58,0.9850585
2458856.0,375.02,1.001355
2458856.0,375.47,1.0362
2458856.0,375.92,1.084706
2458856.0,376.37,1.13226
2458856.0,376.82,1.17643
2458856.0,377.28,1.217082
2458856.0,377.73,1.243521
2458856.0,378.19,1.251916
2458856.0,378.65,1.248899
2458856.0,379.11,1.235548
2458856.0,379.57,1.209047
2458856.0,380.04,1.180105
2458856.0,380.51,1.146826
2458856.0,380.98,1.101544
2458856.0,381.45,1.039014
2458856.0,381.92,0.9728447
2458856.0,382.39,0.921159
2458856.0,382.87,0.8834294
2458856.0,383.35,0.8606415
2458856.0,383.83,0.8636724
2458856.0,384.31,0.8920433
2458856.0,384.80,0.9319457
2458856.0,385.28,0.9619829
2458856.0,385.77,0.9860569
2458856.0,386.26,1.000601
2458856.0,386.76,1.00828
2458856.0,387.25,1.015693
2458856.0,387.75,1.026478
2458856.0,388.25,1.048317
2458856.0,388.75,1.082686
2458856.0,389.25,1.126576
2458856.0,389.76,1.172147
2458856.0,390.26,1.2013
2458856.0,390.77,1.197144
2458856.0,391.29,1.167829
2458856.0,391.80,1.113326
2458856.0,392.32,1.04791
2458856.0,392.84,0.9928917
2458856.0,393.36,0.9630489
2458856.0,393.88,0.9617251
2458856.0,394.40,0.9718702
2458856.0,394.93,0.9907428
2458856.0,395.46,1.022372
2458856.0,395.99,1.047536
2458856.0,396.53,1.077235
2458856.0,397.07,1.120936
2458856.0,397.61,1.200285
2458856.0,398.15,1.301279
2458856.0,398.69,1.402989
2458856.0,399.24,1.507685
2458856.0,399.79,1.601026
2458856.0,400.34,1.669724
2458856.0,400.89,1.706649
2458856.0,401.45,1.730933
2458856.0,402.01,1.741471
2458856.0,402.57,1.741976
2458856.0,403.13,1.734988
2458856.0,403.70,1.722951
2458856.0,404.27,1.709002
2458856.0,404.84,1.690255
2458856.0,405.41,1.675626
2458856.0,405.99,1.671954
2458856.0,406.57,1.67909
2458856.0,407.15,1.682704
2458856.0,407.74,1.684585
2458856.0,408.33,1.694502
2458856.0,408.92,1.709013
2458856.0,409.51,1.717794
2458856.0,410.11,1.720946
2458856.0,410.70,1.733157
2458856.0,411.31,1.75494
2458856.0,411.91,1.768065
2458856.0,412.52,1.776445
2458856.0,413.13,1.785174
2458856.0,413.74,1.795405
2458856.0,414.36,1.796322
2458856.0,414.98,1.789296
2458856.0,415.60,1.784203
2458856.0,416.22,1.779645
2458856.0,416.85,1.770619
2458856.0,417.48,1.757459
2458856.0,418.11,1.752497
2458856.0,418.75,1.751429
2458856.0,419.39,1.751469
2458856.0,420.04,1.747213
2458856.0,420.68,1.749282
2458856.0,421.33,1.753234
2458856.0,421.98,1.746904
2458856.0,422.64,1.736645
2458856.0,423.30,1.729026
2458856.0,423.96,1.723402
2458856.0,424.63,1.712666
2458856.0,425.30,1.701799
2458856.0,425.97,1.6882
2458856.0,426.65,1.669558
2458856.0,427.32,1.631172
2458856.0,428.01,1.586851
2458856.0,428.69,1.55734
2458856.0,429.38,1.52711
2458856.0,430.08,1.515573
2458856.0,430.77,1.517068
2458856.0,431.47,1.550727
2458856.0,432.18,1.595908
2458856.0,432.89,1.64407
2458856.0,433.60,1.690893
2458856.0,434.31,1.732299
2458856.0,435.03,1.761275
2458856.0,435.75,1.775404
2458856.0,436.48,1.784812
2458856.0,437.21,1.78549
2458856.0,437.94,1.783387
2458856.0,438.68,1.789685
2458856.0,439.42,1.803081
2458856.0,440.17,1.822783
2458856.0,440.92,1.847416
2458856.0,441.67,1.879668
2458856.0,442.43,1.904608
2458856.0,443.19,1.923115
2458856.0,443.96,1.936778
2458856.0,444.73,1.947471
2458856.0,445.50,1.955235
2458856.0,446.28,1.963798
2458856.0,447.06,1.987964
2458856.0,447.85,2.015208
2458856.0,448.64,2.036406
2458856.0,449.43,2.051288
2458856.0,450.23,2.064776
2458856.0,451.04,2.068334
2458856.0,451.85,2.06054
2458856.0,452.66,2.049755
2458856.0,453.48,2.045608
2458856.0,454.30,2.044507
2458856.0,455.13,2.045378
2458856.0,455.96,2.049466
2458856.0,456.80,2.057376
2458856.0,457.64,2.065343
2458856.0,458.48,2.070633
2458856.0,459.33,2.074969
2458856.0,460.19,2.081063
2458856.0,461.05,2.083963
2458856.0,461.92,2.08524
2458856.0,462.79,2.079926
2458856.0,463.66,2.073183
2458856.0,464.54,2.062812
2458856.0,465.43,2.052237
2458856.0,466.32,2.038971
2458856.0,467.22,2.029942
2458856.0,468.12,2.028178
2458856.0,469.03,2.028789
2458856.0,469.94,2.031487
2458856.0,470.86,2.037884
2458856.0,471.78,2.047491
2458856.0,472.71,2.057151
2458856.0,473.64,2.06739
2458856.0,474.58,2.076284
2458856.0,475.53,2.084977
2458856.0,476.48,2.090667
2458856.0,477.44,2.096991
2458856.0,478.40,2.103732
2458856.0,479.37,2.105107
2458856.0,480.34,2.101871
2458856.0,481.33,2.083679
2458856.0,482.31,2.057211
2458856.0,483.31,2.023819
2458856.0,484.30,1.989442
2458856.0,485.31,1.95904
2458856.0,486.32,1.937632
2458856.0,487.34,1.930444
2458856.0,488.37,1.936982
2458856.0,489.40,1.949368
2458856.0,490.43,1.964874
2458856.0,491.48,1.979476
2458856.0,492.53,1.991501
2458856.0,493.59,1.997437
2458856.0,494.65,1.999723
2458856.0,495.72,1.996231
2458856.0,496.80,1.987688
2458856.0,497.89,1.977949
2458856.0,498.98,1.965072
2458856.0,500.08,1.954903
2458856.0,501.19,1.947372
2458856.0,502.30,1.94648
2458856.0,503.42,1.949751
2458856.0,504.55,1.955471
2458856.0,505.69,1.961748
2458856.0,506.83,1.96563
2458856.0,507.99,1.963804
2458856.0,509.14,1.958578
2458856.0,510.31,1.950071
2458856.0,511.49,1.930109
2458856.0,512.67,1.904306
2458856.0,513.86,1.877998
2458856.0,515.06,1.854757
2458856.0,516.27,1.834893
2458856.0,517.49,1.822845
2458856.0,518.71,1.827001
2458856.0,519.94,1.839498
2458856.0,521.18,1.851184
2458856.0,522.43,1.864304
2458856.0,523.69,1.878872
2458856.0,524.96,1.891681
2458856.0,526.24,1.896023
2458856.0,527.52,1.900955
2458856.0,528.82,1.911747
2458856.0,530.12,1.919774
2458856.0,531.44,1.923593
2458856.0,532.76,1.923914
2458856.0,534.09,1.922728
2458856.0,535.43,1.91784
2458856.0,536.79,1.90963
2458856.0,538.15,1.901375
2458856.0,539.52,1.895202
2458856.0,540.90,1.890992
2458856.0,542.29,1.889512
2458856.0,543.69,1.888995
2458856.0,545.11,1.890652
2458856.0,546.53,1.890172
2458856.0,547.96,1.89151
2458856.0,549.41,1.891352
2458856.0,550.86,1.888444
2458856.0,552.33,1.881518
2458856.0,553.80,1.875248
2458856.0,555.29,1.868399
2458856.0,556.79,1.859857
2458856.0,558.30,1.851584
2458856.0,559.82,1.846842
2458856.0,561.36,1.844947
2458856.0,562.90,1.84285
2458856.0,564.46,1.842176
2458856.0,566.03,1.843629
2458856.0,567.61,1.845137
2458856.0,569.21,1.845799
2458856.0,570.81,1.845647
2458856.0,572.43,1.847547
2458856.0,574.06,1.848555
2458856.0,575.71,1.847769
2458856.0,577.37,1.845263
2458856.0,579.04,1.842205
2458856.0,580.72,1.835335
2458856.0,582.42,1.826466
2458856.0,584.13,1.81735
2458856.0,585.86,1.807638
2458856.0,587.59,1.798196
2458856.0,589.35,1.790664
2458856.0,591.11,1.786487
2458856.0,592.90,1.782568
2458856.0,594.69,1.779459
2458856.0,596.50,1.776538
2458856.0,598.33,1.773129
2458856.0,600.17,1.767279
2458856.0,602.03,1.759491
2458856.0,603.90,1.751701
2458856.0,605.78,1.741506
2458856.0,607.69,1.729372
2458856.0,609.60,1.717445
2458856.0,611.54,1.706744
2458856.0,613.49,1.696131
2458856.0,615.46,1.685457
2458856.0,617.44,1.678242
2458856.0,619.44,1.67378
2458856.0,621.46,1.668108
2458856.0,623.49,1.661765
2458856.0,625.54,1.656229
2458856.0,627.61,1.65165
2458856.0,629.70,1.644616
2458856.0,631.81,1.636969
2458856.0,633.93,1.630228
2458856.0,636.07,1.62343
2458856.0,638.23,1.615001
2458856.0,640.41,1.60608
2458856.0,642.61,1.598385
2458856.0,644.82,1.58548
2458856.0,647.06,1.572157
2458856.0,649.31,1.55913
2458856.0,651.59,1.547107
2458856.0,653.88,1.536193
2458856.0,656.20,1.527746
2458856.0,658.53,1.524967
2458856.0,660.89,1.524435
2458856.0,663.27,1.524012
2458856.0,665.66,1.522584
2458856.0,668.08,1.520231
2458856.0,670.52,1.515484
2458856.0,672.99,1.507336
2458856.0,675.47,1.499245
2458856.0,677.98,1.490675
2458856.0,680.50,1.481613
2458856.0,683.06,1.472375
2458856.0,685.63,1.462985
2458856.0,688.23,1.452941
2458856.0,690.85,1.442989
2458856.0,693.49,1.433099
2458856.0,696.16,1.422995
2458856.0,698.85,1.413488
2458856.0,701.56,1.403704
2458856.0,704.30,1.394143
2458856.0,707.07,1.383973
2458856.0,709.85,1.373976
2458856.0,712.67,1.363882
2458856.0,715.51,1.353611
2458856.0,718.37,1.343336
2458856.0,721.26,1.33388
2458856.0,724.18,1.324444
2458856.0,727.12,1.314959
2458856.0,730.09,1.305485
2458856.0,733.08,1.297073
2458856.0,736.10,1.287975
2458856.0,739.15,1.279068
2458856.0,742.22,1.271151
2458856.0,745.33,1.263577
2458856.0,748.46,1.256038
2458856.0,751.61,1.248107
2458856.0,754.80,1.240085
2458856.0,758.01,1.231691
2458856.0,761.26,1.222397
2458856.0,764.53,1.213435
2458856.0,767.83,1.2047
2458856.0,771.15,1.196516
2458856.0,774.51,1.188298
2458856.0,777.90,1.179737
2458856.0,781.31,1.171046
2458856.0,784.76,1.162267
2458856.0,788.23,1.152529
2458856.0,791.73,1.142653
2458856.0,795.27,1.133005
2458856.0,798.83,1.123901
2458856.0,802.42,1.114147
2458856.0,806.05,1.104483
2458856.0,809.70,1.095558
2458856.0,813.39,1.086394
2458856.0,817.10,1.076572
2458856.0,820.85,1.067442
2458856.0,824.62,1.058917
2458856.0,828.43,1.049788
2458856.0,832.26,1.039088
2458856.0,836.13,1.027593
2458856.0,840.03,1.016614
2458856.0,843.96,1.00434
2458856.0,847.92,0.9911482
2458856.0,851.91,0.9796275
2458856.0,855.93,0.9701623
2458856.0,859.99,0.9627628
2458856.0,864.07,0.9554575
2458856.0,868.18,0.9496144
2458856.0,872.33,0.9457404
2458856.0,876.50,0.9411386
2458856.0,880.71,0.9351978
2458856.0,884.94,0.9294978
2458856.0,889.21,0.9230089
2458856.0,893.50,0.9159175
2458856.0,897.83,0.9078874
2458856.0,902.19,0.8991069
2458856.0,906.57,0.8911077
2458856.0,910.99,0.8833406
2458856.0,915.43,0.8751833
2458856.0,919.91,0.8664995
2458856.0,924.41,0.85848
2458856.0,928.94,0.8508951
2458856.0,933.50,0.8424503
2458856.0,938.09,0.8339248
2458856.0,942.70,0.8261198
2458856.0,947.35,0.8194627
2458856.0,952.74,0.8072354
2458856.0,957.41,0.8001455
2458856.0,962.11,0.7940706
2458856.0,966.83,0.7884445
2458856.0,971.58,0.7823949
2458856.0,976.35,0.7758073
2458856.0,981.15,0.7683393
2458856.0,985.98,0.7608346
2458856.0,990.82,0.7531486
2458856.0,995.70,0.7450966
2458856.0,1000.59,0.7375806
2458856.0,1005.51,0.7306344
2458856.0,1010.45,0.7242288
2458856.0,1015.42,0.7173851
2458856.0,1020.41,0.7107728
2458856.0,1025.41,0.7044014
2458856.0,1030.44,0.6978213
2458856.0,1035.49,0.6908048
2458856.0,1040.57,0.6836045
2458856.0,1045.66,0.6762847
2458856.0,1050.77,0.6685923
2458856.0,1055.90,0.6602003
2458856.0,1061.04,0.6518641
2458856.0,1066.21,0.643217
2458856.0,1071.39,0.6346737
2458856.0,1076.59,0.6269528
2458856.0,1081.81,0.6198886
2458856.0,1087.04,0.6137605
2458856.0,1092.29,0.6081585
2458856.0,1097.55,0.6029381
2458856.0,1102.83,0.5979881
2458856.0,1108.13,0.592794
2458856.0,1113.43,0.5872689
2458856.0,1118.75,0.5817257
2458856.0,1124.09,0.5760222
2458856.0,1129.43,0.5700034
2458856.0,1134.79,0.5642057
2458856.0,1140.16,0.5583293
2458856.0,1145.53,0.5526817
2458856.0,1150.92,0.5466846
2458856.0,1156.32,0.5405968
2458856.0,1161.73,0.5346979
2458856.0,1167.15,0.5286786
2458856.0,1172.57,0.5225972
2458856.0,1178.01,0.5167022
2458856.0,1183.45,0.5112888
2458856.0,1188.90,0.5062698
2458856.0,1194.35,0.5014294
2458856.0,1199.82,0.496905
2458856.0,1205.28,0.4929124
2458856.0,1210.76,0.4889523
2458856.0,1216.23,0.4849413
2458856.0,1221.72,0.4808562
2458856.0,1227.20,0.4766307
2458856.0,1232.69,0.4722568
2458856.0,1238.19,0.4676021
2458856.0,1243.68,0.4629491
2458856.0,1249.18,0.4579931
2458856.0,1254.68,0.4527459
2458856.0,1260.19,0.4478429
2458856.0,1265.69,0.4430682
2458856.0,1271.20,0.4384365
2458856.0,1276.70,0.4341926
2458856.0,1282.21,0.4303372
2458856.0,1287.72,0.4270068
2458856.0,1293.22,0.4235242
2458856.0,1298.73,0.4200927
2458856.0,1304.24,0.4166111
2458856.0,1309.74,0.4131448
2458856.0,1315.24,0.4095626
2458856.0,1320.74,0.4060962
2458856.0,1326.24,0.4025715
2458856.0,1331.74,0.3990598
2458856.0,1337.23,0.3956034
2458856.0,1342.72,0.3919981
2458856.0,1348.21,0.3883058
2458856.0,1353.69,0.3846487
2458856.0,1359.17,0.3811004
2458856.0,1364.64,0.377606
2458856.0,1370.12,0.3742613
2458856.0,1375.58,0.3710303
2458856.0,1381.04,0.3677153
2458856.0,1386.50,0.3644108
2458856.0,1391.95,0.3610594
2458856.0,1397.40,0.3575236
2458856.0,1402.84,0.3539966
2458856.0,1408.28,0.3503531
2458856.0,1413.71,0.3469753
2458856.0,1419.13,0.3436404
2458856.0,1424.55,0.340257
2458856.0,1429.96,0.337144
2458856.0,1435.36,0.3341347
2458856.0,1440.76,0.3313764
2458856.0,1446.15,0.3287406
2458856.0,1451.54,0.326091
2458856.0,1456.91,0.323348
2458856.0,1462.28,0.3204998
2458856.0,1467.64,0.3176833
2458856.0,1473.00,0.3143574
2458856.0,1478.34,0.3112403
2458856.0,1483.68,0.3083233
2458856.0,1489.01,0.3056341
2458856.0,1494.33,0.3031293
2458856.0,1499.65,0.3009486
2458856.0,1504.95,0.2992063
2458856.0,1510.25,0.2976381
2458856.0,1515.54,0.2958088
2458856.0,1520.82,0.2939789
2458856.0,1526.09,0.2920004
2458856.0,1531.36,0.2894979
2458856.0,1536.61,0.2867419
2458856.0,1541.86,0.2837134
2458856.0,1547.09,0.2800941
2458856.0,1552.32,0.2767533
2458856.0,1557.54,0.2730052
2458856.0,1562.75,0.2693564
2458856.0,1567.95,0.2659617
2458856.0,1573.14,0.2631866
2458856.0,1578.32,0.2608112
2458856.0,1583.49,0.2587127
2458856.0,1588.65,0.2566846
2458856.0,1593.80,0.2550764
2458856.0,1598.95,0.2534211
2458856.0,1601.18,0.2527399
2458856.0,1616.86,0.2496486
2458856.0,1632.42,0.2420482
2458856.0,1647.91,0.2348359
2458856.0,1663.31,0.2290007
2458856.0,1678.61,0.2217798
2458856.0,1693.82,0.2162534
2458856.0,1708.93,0.2095046
2458856.0,1723.95,0.2027352
2458856.0,1738.86,0.1958972
2458856.0,1753.69,0.1920617
2458856.0,1768.43,0.1862326
2458856.0,1783.07,0.1800668
2458856.0,1797.62,0.1744354
2458856.0,1812.08,0.1687827
2458856.0,1826.44,0.1649611
2458856.0,1840.72,0.1600582
2458856.0,1854.90,0.1556412
2458856.0,1869.00,0.1517798
2458856.0,1883.00,0.148437
2458856.0,1896.92,0.1463133
2458856.0,1910.75,0.1422045
2458856.0,1924.48,0.1374049
2458856.0,1938.13,0.1333078
2458856.0,1951.71,0.1312825
2458856.0,1965.19,0.1276617
2458856.0,1978.59,0.1258428
2458856.0,1991.92,0.1239993
2458856.0,2005.15,0.1199548
2458856.0,2018.31,0.1180351
2458856.0,2031.38,0.1158355
2458856.0,2044.38,0.1118722
2458856.0,2057.30,0.1091849
2458856.0,2070.13,0.1075947
2458856.0,2082.89,0.1063818
2458856.0,2095.58,0.102881
2458856.0,2108.19,0.1008841
2458856.0,2120.73,0.09899473
2458856.0,2133.20,0.09718866
2458856.0,2145.59,0.09293373
2458856.0,2157.91,0.09114117
2458856.0,2170.15,0.08941009
2458856.0,2182.34,0.08902539
2458856.0,2194.44,0.08843267
2458856.0,2206.48,0.08586143
2458856.0,2218.45,0.08515181
2458856.0,2230.36,0.08217245
2458856.0,2242.20,0.0802582
2458856.0,2253.97,0.08019706
2458856.0,2265.68,0.07751461
2458856.0,2277.33,0.07519935
2458856.0,2288.91,0.07490807
2458856.0,2300.43,0.07345413
2458856.0,2311.89,0.07055291
2458856.0,2323.28,0.06961233
2458856.0,2334.63,0.06903218
2458856.0,2345.90,0.06881362
2458856.0,2357.11,0.06636506
2458856.0,2368.28,0.06463201
2458856.0,2379.37,0.06384132
2458856.0,2390.42,0.06328297
2458856.0,2401.40,0.06249178
2458856.0,2412.34,0.06149068
2458857.0,0.50,3.289178E-7
2458857.0,1.50,9.162985E-6
2458857.0,2.50,1.035949E-5
2458857.0,3.50,9.863276E-6
2458857.0,4.50,1.28679E-5
2458857.0,5.50,1.991139E-5
2458857.0,6.50,3.896021E-5
2458857.0,7.50,3.188432E-5
2458857.0,8.50,3.11876E-5
2458857.0,9.50,2.699874E-5
2458857.0,10.50,2.032601E-5
2458857.0,11.50,1.418769E-5
2458857.0,12.50,7.120812E-6
2458857.0,13.50,7.665582E-6
2458857.0,14.50,1.622133E-5
2458857.0,15.50,1.340369E-5
2458857.0,16.50,2.208434E-5
2458857.0,17.50,1.507789E-4
2458857.0,18.50,1.15276E-4
2458857.0,19.50,8.053115E-5
2458857.0,20.50,5.007686E-5
2458857.0,21.50,3.496973E-5
2458857.0,22.50,5.430165E-5
2458857.0,23.50,3.258746E-5
2458857.0,24.50,3.860049E-5
2458857.0,25.50,6.470533E-5
2458857.0,26.50,1.577587E-5
2458857.0,27.50,2.364117E-5
2458857.0,28.50,1.700408E-5
2458857.0,29.50,1.47729E-5
2458857.0,30.50,4.405503E-4
2458857.0,31.50,3.066413E-5
2458857.0,32.50,9.333932E-6
2458857.0,33.50,1.569063E-5
2458857.0,34.50,3.210982E-5
2458857.0,35.50,2.28823E-5
2458857.0,36.50,4.775067E-5
2458857.0,37.50,2.410892E-6
2458857.0,38.50,3.170018E-6
2458857.0,39.50,1.943529E-6
2458857.0,115.50,1.654888E-5
2458857.0,116.50,2.26053E-5
2458857.0,117.50,7.580957E-5
2458857.0,118.50,3.009172E-5
2458857.0,119.50,4.899587E-5
2458857.0,120.50,1.369143E-4
2458857.0,121.50,0.006001963
2458857.0,122.50,6.163675E-5
2458857.0,123.50,3.88761E-5
2458857.0,124.50,2.850071E-5
2458857.0,125.50,2.605413E-5
2458857.0,126.50,3.421516E-5
2458857.0,127.50,1.902192E-5
2458857.0,128.50,1.487485E-5
2458857.0,129.50,1.744764E-5
2458857.0,130.50,1.548584E-4
2458857.0,131.50,2.452925E-5
2458857.0,132.50,1.869039E-5
2458857.0,133.50,NaN
2458857.0,134.50,1.743726E-5
2458857.0,135.50,4.092639E-5
2458857.0,136.50,2.531881E-5
2458857.0,137.50,2.727295E-5
2458857.0,138.50,2.658105E-5
2458857.0,139.50,6.722353E-5
2458857.0,140.50,5.913256E-5
2458857.0,141.50,3.74239E-5
2458857.0,142.50,4.102121E-5
2458857.0,143.50,4.659749E-5
2458857.0,144.50,4.423751E-5
2458857.0,145.50,4.829192E-5
2458857.0,146.50,6.012115E-5
2458857.0,147.50,7.458479E-5
2458857.0,148.50,7.720432E-5
2458857.0,149.50,6.970703E-5
2458857.0,150.50,7.799136E-5
